Country Name,ISO3,Year,Inward_FDI_Net_Flow_GDP_Pct,Inward_FDI_Net_Flow_GDP_Pct_Derived,Flow_GDP_Pct_Official_Minus_Derived,Absolute_Difference_Pct_Points
Angola,AGO,2012,-1.0201283905861112,-1.0201283905861112,0.0,0.0
Angola,AGO,2013,-4.783504870262637,-4.783504870262637,0.0,0.0
Angola,AGO,2014,2.383524270189495,2.383524270189495,0.0,0.0
Angola,AGO,2015,9.779515450236504,9.779515450236504,0.0,0.0
Angola,AGO,2016,-0.29540475886763645,-0.29540475886763645,0.0,0.0
Angola,AGO,2017,-8.638713161629303,-8.638713161629303,0.0,0.0
Angola,AGO,2018,-7.133308288095193,-7.133308288095193,0.0,0.0
Angola,AGO,2019,-5.047772182899712,-5.047772182899712,0.0,0.0
Angola,AGO,2020,-3.189887603746882,-3.189887603746882,0.0,0.0
Angola,AGO,2021,-5.563232341411538,-5.563232341411538,0.0,0.0
Angola,AGO,2022,-5.145791868551976,-5.145791868551976,0.0,0.0
Angola,AGO,2023,-1.998854414452103,-1.998854414452103,0.0,0.0
Angola,AGO,2024,-1.0765010719966857,-1.0765010719966857,0.0,0.0
Albania,ALB,1992,3.0666615986489645,3.0666615986489645,0.0,0.0
Albania,ALB,1993,4.893212106242993,4.893212106242993,0.0,0.0
Albania,ALB,1994,2.81772379080922,2.81772379080922,0.0,0.0
Albania,ALB,1995,2.4095615821040925,2.4095615821040925,0.0,0.0
Albania,ALB,1996,2.7856046845209343,2.7856046845209343,0.0,0.0
Albania,ALB,1997,2.0709204992734342,2.0709204992734342,0.0,0.0
