sample_id,signal,target_role,target,universe,universe_type,universe_threshold,validation,split_id,train_rows,test_rows,train_countries,test_countries,algorithm,model,r2,mae,median_ae,target_mean,target_sd,target_min,target_p01,target_median,target_p99,target_max,prediction_min,prediction_median,prediction_max,features_json,prediction_span,target_span
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2012__test_from_2013,2969,1765,182,184,ElasticNet,M1_Macro,0.2662191265741973,6.86523484017839,1.225168129412435,7.5043949582300895,57.79455301143855,-391.5551190092479,-11.051484637953848,2.712798351386624,75.10964137527645,1709.8272317393,-253.1990201716517,3.274118092417156,1475.4175112588127,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",1728.6165314304644,2101.382350748548
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2012__test_from_2013,2969,1765,182,184,ElasticNet,M2_Macro_Oil,0.2663057818672856,6.864825233706316,1.211877821968509,7.5043949582300895,57.79455301143855,-391.5551190092479,-11.051484637953848,2.712798351386624,75.10964137527645,1709.8272317393,-253.1134647114856,3.28762132991472,1475.202708590826,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",1728.3161733023117,2101.382350748548
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2012__test_from_2013,2969,1765,182,184,RandomForest,M1_Macro,0.343730529437992,6.57270889962247,1.2731159828568483,7.5043949582300895,57.79455301143855,-391.5551190092479,-11.051484637953848,2.712798351386624,75.10964137527645,1709.8272317393,-2.6106170476427155,3.317187379468261,299.2069581073121,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",301.81757515495485,2101.382350748548
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2012__test_from_2013,2969,1765,182,184,RandomForest,M2_Macro_Oil,0.3572510601688228,6.506266979133102,1.257349927232443,7.5043949582300895,57.79455301143855,-391.5551190092479,-11.051484637953848,2.712798351386624,75.10964137527645,1709.8272317393,-2.3838936271333315,3.2583229656817245,320.24762467173946,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",322.6315182988728,2101.382350748548
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2012__test_from_2013,2969,1765,182,184,Ridge,M1_Macro,0.2637593462194638,6.870465251849192,1.2220016936512972,7.5043949582300895,57.79455301143855,-391.5551190092479,-11.051484637953848,2.712798351386624,75.10964137527645,1709.8272317393,-254.4519360797628,3.2792582040051967,1482.5936854994936,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",1737.0456215792565,2101.382350748548
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2012__test_from_2013,2969,1765,182,184,Ridge,M2_Macro_Oil,0.2638514951833617,6.870099132177203,1.1988843300722047,7.5043949582300895,57.79455301143855,-391.5551190092479,-11.051484637953848,2.712798351386624,75.10964137527645,1709.8272317393,-254.36193128062763,3.2814258181580804,1482.366995067465,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",1736.7289263480927,2101.382350748548
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2014__test_from_2015,3330,1404,183,184,ElasticNet,M1_Macro,-0.1522925854426811,7.601826742545547,1.0687830450819935,6.736614557525994,54.651507198626106,-391.5551190092479,-16.150129027070133,2.641183360482157,74.35974484576498,1709.8272317393,-300.9510658788474,2.794871567771436,1743.1798256243744,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",2044.1308915032218,2101.382350748548
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2014__test_from_2015,3330,1404,183,184,ElasticNet,M2_Macro_Oil,-0.1522925878758516,7.60182671010034,1.0687835418285263,6.736614557525994,54.651507198626106,-391.5551190092479,-16.150129027070133,2.641183360482157,74.35974484576498,1709.8272317393,-300.95106704716494,2.794871372238916,1743.1798287565837,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",2044.1308958037487,2101.382350748548
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2014__test_from_2015,3330,1404,183,184,RandomForest,M1_Macro,0.2985015650061272,6.860008195881244,1.2298275128154827,6.736614557525994,54.651507198626106,-391.5551190092479,-16.150129027070133,2.641183360482157,74.35974484576498,1709.8272317393,-1.4935899689607557,3.1474040340411875,492.76252579011526,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",494.256115759076,2101.382350748548
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2014__test_from_2015,3330,1404,183,184,RandomForest,M2_Macro_Oil,0.3069822888159488,6.944626632137612,1.1579131971398429,6.736614557525994,54.651507198626106,-391.5551190092479,-16.150129027070133,2.641183360482157,74.35974484576498,1709.8272317393,-2.185997878458841,3.1872395753565206,495.6790871242896,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",497.86508500274846,2101.382350748548
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2014__test_from_2015,3330,1404,183,184,Ridge,M1_Macro,-0.159250281047705,7.616044484892356,1.0662768704575902,6.736614557525994,54.651507198626106,-391.5551190092479,-16.150129027070133,2.641183360482157,74.35974484576498,1709.8272317393,-302.4624865195803,2.7852960812461287,1751.688381576346,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",2054.1508680959264,2101.382350748548
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2014__test_from_2015,3330,1404,183,184,Ridge,M2_Macro_Oil,-0.1592540871100796,7.616023905397966,1.0666761872781552,6.736614557525994,54.651507198626106,-391.5551190092479,-16.150129027070133,2.641183360482157,74.35974484576498,1709.8272317393,-302.46445962325583,2.7843056384620706,1751.6929541948673,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",2054.157413818123,2101.382350748548
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2015__test_from_2016,3510,1224,183,181,ElasticNet,M1_Macro,-3.636557970478596,8.500386172096984,1.1777290388599748,5.444229171601157,31.97890558733052,-391.5551190092479,-19.65589424181113,2.641183360482157,54.485490723858014,452.2208630141506,-357.208215740009,2.4301512418324545,2057.3424793820523,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",2414.5506951220614,843.7759820233985
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2015__test_from_2016,3510,1224,183,181,ElasticNet,M2_Macro_Oil,-3.637509722829523,8.501618617948061,1.1930257177368715,5.444229171601157,31.97890558733052,-391.5551190092479,-19.65589424181113,2.641183360482157,54.485490723858014,452.2208630141506,-357.3307500983237,2.384775325582356,2057.5895064157253,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",2414.920256514049,843.7759820233985
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2015__test_from_2016,3510,1224,183,181,RandomForest,M1_Macro,-0.5752784102768591,6.861926317278703,1.2481748588569392,5.444229171601157,31.97890558733052,-391.5551190092479,-19.65589424181113,2.641183360482157,54.485490723858014,452.2208630141506,-1.8201967270739108,3.0955632151334465,632.7979946370303,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",634.6181913641043,843.7759820233985
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2015__test_from_2016,3510,1224,183,181,RandomForest,M2_Macro_Oil,-0.7677105519432257,6.816709756707401,1.149867699352302,5.444229171601157,31.97890558733052,-391.5551190092479,-19.65589424181113,2.641183360482157,54.485490723858014,452.2208630141506,-2.033380247568837,3.228746254345013,661.8316312889486,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",663.8650115365175,843.7759820233985
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2015__test_from_2016,3510,1224,183,181,Ridge,M1_Macro,-3.6777282076208175,8.530894429163284,1.1842205201030782,5.444229171601157,31.97890558733052,-391.5551190092479,-19.65589424181113,2.641183360482157,54.485490723858014,452.2208630141506,-359.06993285665783,2.4095809309527625,2067.5127795465587,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",2426.5827124032166,843.7759820233985
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2015__test_from_2016,3510,1224,183,181,Ridge,M2_Macro_Oil,-3.6787854453601287,8.532660825181983,1.213476408693002,5.444229171601157,31.97890558733052,-391.5551190092479,-19.65589424181113,2.641183360482157,54.485490723858014,452.2208630141506,-359.20471631163485,2.369807318336988,2067.785675023808,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",2426.990391335443,843.7759820233985
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2016__test_from_2017,3688,1046,184,181,ElasticNet,M1_Macro,0.0809490663300215,6.562963891563021,1.7507679457435277,5.526765434453584,34.401765329500925,-391.5551190092479,-21.175833623004785,2.599649814371629,84.90956277177874,452.2208630141506,-193.32830090199508,3.84043377772512,307.3337969802131,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",500.6620978822082,843.7759820233985
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2016__test_from_2017,3688,1046,184,181,ElasticNet,M2_Macro_Oil,0.0811439002453661,6.5756208862547725,1.775969451928708,5.526765434453584,34.401765329500925,-391.5551190092479,-21.175833623004785,2.599649814371629,84.90956277177874,452.2208630141506,-193.07575976472992,3.857469306705553,307.36341612491645,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",500.4391758896464,843.7759820233985
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2016__test_from_2017,3688,1046,184,181,RandomForest,M1_Macro,-0.1293114227711913,6.42934813927995,1.2329219514308922,5.526765434453584,34.401765329500925,-391.5551190092479,-21.175833623004785,2.599649814371629,84.90956277177874,452.2208630141506,-2.20237459690804,3.1590833070883693,492.15836120057656,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",494.3607357974846,843.7759820233985
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2016__test_from_2017,3688,1046,184,181,RandomForest,M2_Macro_Oil,-0.1066692609492589,6.395527598446362,1.1964562354272317,5.526765434453584,34.401765329500925,-391.5551190092479,-21.175833623004785,2.599649814371629,84.90956277177874,452.2208630141506,-1.9146235261511664,3.147721473903213,474.79651401385047,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",476.71113754000163,843.7759820233985
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2016__test_from_2017,3688,1046,184,181,Ridge,M1_Macro,0.0793196530878395,6.575243113305703,1.7942391169063918,5.526765434453584,34.401765329500925,-391.5551190092479,-21.175833623004785,2.599649814371629,84.90956277177874,452.2208630141506,-194.25263435660224,3.809173565837181,308.80077807540005,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",503.0534124320023,843.7759820233985
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2016__test_from_2017,3688,1046,184,181,Ridge,M2_Macro_Oil,0.0795148691796355,6.589677187810646,1.8247320703447047,5.526765434453584,34.401765329500925,-391.5551190092479,-21.175833623004785,2.599649814371629,84.90956277177874,452.2208630141506,-193.9930617659816,3.8575800347521687,308.8304648763897,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",502.82352664237135,843.7759820233985
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2018__test_from_2019,4041,693,184,177,ElasticNet,M1_Macro,-0.1636052451232932,6.865430481387614,1.7608131333228565,4.970453735912439,33.824136705117475,-391.5551190092479,-16.292246098863394,2.501992272937718,63.26220587625321,433.6068398798668,-198.29926638814143,3.5696143604334765,314.6344871981144,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",512.9337535862559,825.1619588891147
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2018__test_from_2019,4041,693,184,177,ElasticNet,M2_Macro_Oil,-0.1632971292844112,6.872344250794025,1.7532062064458422,4.970453735912439,33.824136705117475,-391.5551190092479,-16.292246098863394,2.501992272937718,63.26220587625321,433.6068398798668,-198.05812763876008,3.563677028478188,314.6557120147088,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",512.7138396534689,825.1619588891147
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2018__test_from_2019,4041,693,184,177,RandomForest,M1_Macro,-0.408719612662346,6.493150412783432,1.311552547950365,4.970453735912439,33.824136705117475,-391.5551190092479,-16.292246098863394,2.501992272937718,63.26220587625321,433.6068398798668,-11.857418937223551,2.779624110603197,465.5186199303083,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",477.37603886753186,825.1619588891147
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2018__test_from_2019,4041,693,184,177,RandomForest,M2_Macro_Oil,-0.5362356088505087,6.968047791794242,1.1876283681228774,4.970453735912439,33.824136705117475,-391.5551190092479,-16.292246098863394,2.501992272937718,63.26220587625321,433.6068398798668,-13.11225724452834,2.9396886866844487,490.2821453689882,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",503.39440261351655,825.1619588891147
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2018__test_from_2019,4041,693,184,177,Ridge,M1_Macro,-0.167196376599976,6.878438047387276,1.7724903652126942,4.970453735912439,33.824136705117475,-391.5551190092479,-16.292246098863394,2.501992272937718,63.26220587625321,433.6068398798668,-199.2582283160493,3.630197628832676,316.1432603023502,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1""]",515.4014886183995,825.1619588891147
M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible,Oil_Rents_GDP_Pct_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Future_Period,train_to_2018__test_from_2019,4041,693,184,177,Ridge,M2_Macro_Oil,-0.1668836878890178,6.887236717541238,1.7797253898862504,4.970453735912439,33.824136705117475,-391.5551190092479,-16.292246098863394,2.501992272937718,63.26220587625321,433.6068398798668,-199.0106241496342,3.575798234220985,316.16432944462053,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",515.1749535942547,825.1619588891147
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__raw_ratio_stress__All_Eligible,Regulatory_Quality_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Country_Holdout_CV,fold_0,3252,576,155,29,ElasticNet,M2_Macro_Oil,0.2770539096541005,3.6847626364534594,2.3993351814795068,4.724993806296859,7.12632173806584,-31.55204544605841,-7.248856442205997,2.9289644455512693,26.547143960620232,74.81692614872443,-14.517783248842854,5.035623168554233,52.41065036168102,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",66.92843361052388,106.36897159478285
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__raw_ratio_stress__All_Eligible,Regulatory_Quality_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Country_Holdout_CV,fold_0,3252,576,155,29,ElasticNet,M3_Macro_Oil_RegQuality,0.2700841568253537,3.7710443569406777,2.459683592820414,4.724993806296859,7.12632173806584,-31.55204544605841,-7.248856442205997,2.9289644455512693,26.547143960620232,74.81692614872443,-14.610218346274396,5.135199671805514,52.65754721423296,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1"", ""Regulatory_Quality_lag1""]",67.26776556050736,106.36897159478285
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__raw_ratio_stress__All_Eligible,Regulatory_Quality_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Country_Holdout_CV,fold_0,3252,576,155,29,RandomForest,M2_Macro_Oil,-8.153089853084147,6.780454290573277,1.4029083198317682,4.724993806296859,7.12632173806584,-31.55204544605841,-7.248856442205997,2.9289644455512693,26.547143960620232,74.81692614872443,-7.296500072352579,3.0691142105405085,136.93861367460653,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",144.23511374695912,106.36897159478285
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__raw_ratio_stress__All_Eligible,Regulatory_Quality_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Country_Holdout_CV,fold_0,3252,576,155,29,RandomForest,M3_Macro_Oil_RegQuality,-13.063528075346506,7.589521869321176,1.279017139985238,4.724993806296859,7.12632173806584,-31.55204544605841,-7.248856442205997,2.9289644455512693,26.547143960620232,74.81692614872443,-10.5957165172881,3.189970046025787,190.8882977421605,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1"", ""Regulatory_Quality_lag1""]",201.4840142594486,106.36897159478285
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__raw_ratio_stress__All_Eligible,Regulatory_Quality_lag1,raw_ratio_stress,Inward_FDI_Net_Flow_GDP_Pct,All_Eligible,all,,Country_Holdout_CV,fold_0,3252,576,155,29,Ridge,M2_Macro_Oil,0.2733244621378631,3.7079475702579976,2.436121142793464,4.724993806296859,7.12632173806584,-31.55204544605841,-7.248856442205997,2.9289644455512693,26.547143960620232,74.81692614872443,-14.488846057964803,5.033570005779016,52.72519118462864,"[""Inward_FDI_Net_Flow_GDP_Pct_lag1"", ""GDP_log_lag1"", ""Population_log_lag1"", ""Inflation_CPI_Annual_Pct_lag1"", ""Electricity_Access_Pct_lag1"", ""Oil_Rents_GDP_Pct_lag1""]",67.21403724259345,106.36897159478285
