signal,target_role,target,universe,sample_id,split_id,comparisons,median_delta_r2,positive_share,median_delta_mae,mae_improvement_share,benchmark_comparisons,median_model_minus_benchmark_r2,benchmark_positive_share,median_model_minus_benchmark_mae,benchmark_mae_improvement_share,train_end,test_start,country_years,countries,nigeria_included,universe_threshold,cutoff_verdict
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,All_Eligible,M1_Macro_vs_M2_Macro_Oil__normalized__All_Eligible,train_to_2012__test_from_2013,3,0.004697635792036,1.0,-0.0044024529127367,1.0,3,0.2091360017111475,1.0,-0.0229748371876319,1.0,2012,2013,4734,185,True,,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,All_Eligible,M1_Macro_vs_M2_Macro_Oil__normalized__All_Eligible,train_to_2014__test_from_2015,3,0.0052318124207225,1.0,-0.0038757206646365,1.0,3,0.2258210389878826,1.0,-0.0244303406112883,1.0,2014,2015,4734,185,True,,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,All_Eligible,M1_Macro_vs_M2_Macro_Oil__normalized__All_Eligible,train_to_2015__test_from_2016,3,0.0058126521768004,1.0,-0.003818208973826,1.0,3,0.199998299307263,1.0,-0.2820068304392018,1.0,2015,2016,4734,185,True,,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,All_Eligible,M1_Macro_vs_M2_Macro_Oil__normalized__All_Eligible,train_to_2016__test_from_2017,3,0.0058591816971132,0.6666666666666666,-0.0037996980369973,1.0,3,0.2028365216959492,1.0,-0.2828206100382112,1.0,2016,2017,4734,185,True,,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,All_Eligible,M1_Macro_vs_M2_Macro_Oil__normalized__All_Eligible,train_to_2018__test_from_2019,3,0.0093199266211604,1.0,-0.0046927552527135,1.0,3,0.1554286313942106,1.0,-0.2733579707700516,1.0,2018,2019,4734,185,True,,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,train_to_2012__test_from_2013,3,0.0017558225541936,1.0,-0.0027278782476833,1.0,3,0.1999379119504519,1.0,-0.0183635650241501,0.6666666666666666,2012,2013,776,34,True,10.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,train_to_2014__test_from_2015,3,0.0025548170069829,1.0,-0.0030540776290068,1.0,3,0.2098551161413679,1.0,-0.0136330887419822,0.6666666666666666,2014,2015,776,34,True,10.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,train_to_2015__test_from_2016,3,0.0029521726987555,1.0,-0.0037493549054827,1.0,3,0.2120354478523599,1.0,-0.0174031871282369,0.6666666666666666,2015,2016,776,34,True,10.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,train_to_2016__test_from_2017,3,0.0032930454851097,0.6666666666666666,-0.0033686693121836,0.6666666666666666,3,0.2049523754129239,1.0,-0.0044923263056382,0.6666666666666666,2016,2017,776,34,True,10.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge10pct,train_to_2018__test_from_2019,3,0.0050081467838087,0.6666666666666666,-0.004775122339667,1.0,3,0.2531326403928101,1.0,-0.0307749696661088,0.6666666666666666,2018,2019,776,34,True,10.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,train_to_2012__test_from_2013,3,0.0012077475512498,1.0,-0.0021166615865513,1.0,3,0.1556407875898525,1.0,0.0106952515925986,0.0,2012,2013,679,30,True,15.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,train_to_2014__test_from_2015,3,0.0016273896909184,1.0,-0.0030547118236836,1.0,3,0.1443146406221172,1.0,0.0285404646080011,0.0,2014,2015,679,30,True,15.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,train_to_2015__test_from_2016,3,0.00155646005392,1.0,-0.0036489718017691,1.0,3,0.1479761577618955,1.0,0.0230337413637253,0.0,2015,2016,679,30,True,15.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,train_to_2016__test_from_2017,3,0.0011032610984975,0.6666666666666666,-0.0022606463077492,0.6666666666666666,3,0.1200647821143005,0.6666666666666666,0.0450544911032537,0.0,2016,2017,679,30,True,15.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,train_to_2018__test_from_2019,3,0.0030744854191798,1.0,-0.0029997588951635,0.6666666666666666,3,0.1544923502975824,1.0,0.0211021420785789,0.0,2018,2019,679,30,True,15.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,train_to_2012__test_from_2013,3,0.0082629689959669,1.0,-0.0080400074447536,1.0,3,0.1997472951876814,1.0,-0.0080786799364007,0.6666666666666666,2012,2013,1689,69,True,1.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,train_to_2014__test_from_2015,3,0.0096742612974919,1.0,-0.0081077642255196,1.0,3,0.2051830828508015,1.0,-0.0003177960035883,0.6666666666666666,2014,2015,1689,69,True,1.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,train_to_2015__test_from_2016,3,0.0109311844042546,1.0,-0.0083262316389853,1.0,3,0.2114883903801163,1.0,-0.0033166368911554,0.6666666666666666,2015,2016,1689,69,True,1.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,train_to_2016__test_from_2017,3,0.0133282923296985,1.0,-0.0101117452297703,1.0,3,0.2127520279994285,1.0,0.0056299022075282,0.0,2016,2017,1689,69,True,1.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,train_to_2018__test_from_2019,3,0.0158502439710032,1.0,-0.0118115341988123,1.0,3,0.2064332660440724,1.0,-0.000101565495446,1.0,2018,2019,1689,69,True,1.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge5pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge5pct,train_to_2012__test_from_2013,3,0.003581691760111,0.6666666666666666,-0.004785643797736,1.0,3,0.1799879341967263,1.0,-0.0089142622271436,0.6666666666666666,2012,2013,1076,45,True,5.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge5pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge5pct,train_to_2014__test_from_2015,3,0.0049172310415451,0.6666666666666666,-0.0054697958604927,1.0,3,0.1895133175147128,1.0,-0.0053065807278226,0.6666666666666666,2014,2015,1076,45,True,5.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge5pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge5pct,train_to_2015__test_from_2016,3,0.0051251352392865,1.0,-0.0058085722635425,1.0,3,0.1911776204684359,1.0,-0.0073407672255936,0.6666666666666666,2015,2016,1076,45,True,5.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge5pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge5pct,train_to_2016__test_from_2017,3,0.0064907553699763,1.0,-0.0066393917054307,1.0,3,0.1861550675917038,1.0,-0.0002419266125477,0.6666666666666666,2016,2017,1076,45,True,5.0,Supported
Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge5pct,M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge5pct,train_to_2018__test_from_2019,3,0.009071468349897,0.6666666666666666,-0.0071835530396515,0.6666666666666666,3,0.2279284435474313,1.0,-0.0158103620033107,1.0,2018,2019,1076,45,True,5.0,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,train_to_2012__test_from_2013,3,0.0078499699973376,1.0,-0.0333498542902725,1.0,3,0.2515633058892172,1.0,-1.20905012479095,1.0,2012,2013,4735,185,True,,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,train_to_2014__test_from_2015,3,0.0076952003610745,1.0,-0.0420566233531936,1.0,3,0.2624459595112674,1.0,-1.2214210851646323,1.0,2014,2015,4735,185,True,,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,train_to_2015__test_from_2016,3,0.0076758975306969,1.0,-0.0465119361189487,1.0,3,0.2629953252363005,1.0,-1.2284803263811397,1.0,2015,2016,4735,185,True,,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,train_to_2016__test_from_2017,3,0.007526277712703,1.0,-0.0457158564537607,1.0,3,0.2617534512433017,1.0,-1.2278457211568288,1.0,2016,2017,4735,185,True,,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,train_to_2018__test_from_2019,3,0.0114413476374836,1.0,-0.0446826857913498,1.0,3,0.2777684149441937,1.0,-1.1986111563077055,1.0,2018,2019,4735,185,True,,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,train_to_2012__test_from_2013,3,-1.669397110901083e-05,0.3333333333333333,-0.0515766229858827,1.0,3,0.1879473736261805,1.0,0.219566479334107,0.0,2012,2013,777,34,True,10.0,Benchmark_competitive_increment_unsupported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,train_to_2014__test_from_2015,3,0.0005313132400074,0.6666666666666666,-0.0747225113826268,0.6666666666666666,3,0.1654692617442029,1.0,0.3423618679911779,0.0,2014,2015,777,34,True,10.0,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,train_to_2015__test_from_2016,3,-0.0008166529224808,0.0,-0.0948406604536353,1.0,3,0.1683850242820537,1.0,0.3657058172727163,0.0,2015,2016,777,34,True,10.0,Benchmark_competitive_increment_unsupported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,train_to_2016__test_from_2017,3,0.0029594117926211,0.6666666666666666,-0.0723944742582975,0.6666666666666666,3,0.150133674843112,1.0,0.5342706658440526,0.0,2016,2017,777,34,True,10.0,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,train_to_2018__test_from_2019,3,0.0052951453174642,0.6666666666666666,-0.0777651623262594,0.6666666666666666,3,0.1938181608950384,1.0,0.4819617353344392,0.0,2018,2019,777,34,True,10.0,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,train_to_2012__test_from_2013,3,-0.0045147620817121,0.0,-0.0651870186198682,0.6666666666666666,3,0.0859304342656334,0.6666666666666666,0.472916711739427,0.0,2012,2013,680,30,True,15.0,Benchmark_competitive_increment_unsupported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,train_to_2014__test_from_2015,3,-0.0053757234780484,0.3333333333333333,-0.0911779967009072,1.0,3,0.052286577343964,1.0,0.5779184116274578,0.0,2014,2015,680,30,True,15.0,Benchmark_competitive_increment_unsupported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,train_to_2015__test_from_2016,3,-0.0065630093362675,0.0,-0.108071585309986,0.6666666666666666,3,0.0562547517935718,1.0,0.6090891164060754,0.0,2015,2016,680,30,True,15.0,Benchmark_competitive_increment_unsupported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,train_to_2016__test_from_2017,3,-0.003066561933284,0.3333333333333333,-0.091693860638824,1.0,3,0.013757925049958,1.0,0.793740760342605,0.0,2016,2017,680,30,True,15.0,Benchmark_competitive_increment_unsupported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,train_to_2018__test_from_2019,3,0.0007634810546431,0.6666666666666666,-0.0736963667327503,0.6666666666666666,3,0.0774248530355093,1.0,0.7164478920693336,0.0,2018,2019,680,30,True,15.0,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,train_to_2012__test_from_2013,3,0.0102598855249514,0.6666666666666666,-0.0810748423597629,1.0,3,0.2101426327027982,1.0,0.1258614959166712,0.0,2012,2013,1690,69,True,1.0,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,train_to_2014__test_from_2015,3,0.0108146587051612,1.0,-0.102816813998503,1.0,3,0.1771924785509811,1.0,0.1721621896498497,0.0,2014,2015,1690,69,True,1.0,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,train_to_2015__test_from_2016,3,0.011660989918851,1.0,-0.1179179993491699,1.0,3,0.1878949358599555,1.0,0.1907512761050713,0.0,2015,2016,1690,69,True,1.0,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,train_to_2016__test_from_2017,3,0.0143197345333785,1.0,-0.1186782156012555,1.0,3,0.1577487170600338,1.0,0.3067323596023985,0.0,2016,2017,1690,69,True,1.0,Supported
Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,train_to_2018__test_from_2019,3,0.0163632069412089,1.0,-0.1212864840217924,1.0,3,0.1902914636134405,1.0,0.2517273411257221,0.0,2018,2019,1690,69,True,1.0,Supported
