signal,target_role,universe,validation,algorithm,model,min_r2,median_r2,max_r2,r2_range
Regulatory_Quality_lag1,raw_ratio_stress,All_Eligible,Country_Holdout_CV,RandomForest,M2_Macro_Oil,-8.153089853084147,0.3329103537855966,0.5236538579132177,8.676743710997364
Regulatory_Quality_lag1,raw_ratio_stress,All_Eligible,Country_Holdout_CV,RandomForest,M3_Macro_Oil_RegQuality,-13.063528075346506,0.3235528819914478,0.3875894430008194,13.451117518347326
Regulatory_Quality_lag1,raw_ratio_stress,All_Eligible,Country_Holdout_CV,Ridge,M2_Macro_Oil,0.0625486419185438,0.3898061441027491,0.4500764616543261,0.38752781973578226
Regulatory_Quality_lag1,raw_ratio_stress,All_Eligible,Country_Holdout_CV,Ridge,M3_Macro_Oil_RegQuality,0.063087255743175,0.3902197097319884,0.4497568943711265,0.38666963862795145
Regulatory_Quality_lag1,raw_ratio_stress,All_Eligible,Future_Period,ElasticNet,M2_Macro_Oil,-3.658110027968245,-0.1548665372973801,0.2662054958783326,3.9243155238465772
Regulatory_Quality_lag1,raw_ratio_stress,All_Eligible,Future_Period,ElasticNet,M3_Macro_Oil_RegQuality,-3.6598860807298967,-0.1546526549637803,0.2666195812917156,3.9265056620216123
Regulatory_Quality_lag1,raw_ratio_stress,All_Eligible,Future_Period,RandomForest,M2_Macro_Oil,-0.7282397401548397,-0.0442694571126978,0.3443257775463026,1.0725655177011424
Regulatory_Quality_lag1,raw_ratio_stress,All_Eligible,Future_Period,RandomForest,M3_Macro_Oil_RegQuality,-0.6799809424389958,0.0358627839156839,0.3596977874184704,1.0396787298574661
Regulatory_Quality_lag1,raw_ratio_stress,All_Eligible,Future_Period,Ridge,M2_Macro_Oil,-3.698346618764024,-0.1616844312213576,0.2638302361813721,3.962176854945396
Regulatory_Quality_lag1,raw_ratio_stress,All_Eligible,Future_Period,Ridge,M3_Macro_Oil_RegQuality,-3.700257062886923,-0.1615333705539445,0.2641984878332265,3.9644555507201495
