sample_id,signal,target_role,target,universe,validation,split_id,algorithm,r2_base,mae_base,median_ae_base,base_model,added_model,r2_added,mae_added,median_ae_added,delta_r2,delta_mae,delta_median_ae
M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge5pct,Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge5pct,Future_Period,train_to_2018__test_from_2019,ElasticNet,0.2299606100396162,0.8006146056420426,0.3715809642359792,M1_Macro,M2_Macro_Oil,0.2391935522101447,0.793431052602391,0.3672240016335478,0.009232942170528502,-0.007183553039651569,-0.004356962602431402
M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge5pct,Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge5pct,Future_Period,train_to_2018__test_from_2019,RandomForest,0.2566156749247003,0.7968436459892951,0.4258514572600886,M1_Macro,M2_Macro_Oil,0.2427635826793441,0.8064788051792968,0.4278241170470119,-0.01385209224535619,0.009635159190001685,0.001972659786923292
M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge5pct,Oil_Rents_GDP_Pct_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge5pct,Future_Period,train_to_2018__test_from_2019,Ridge,0.2269591649358802,0.8004316470485491,0.3768754102901129,M1_Macro,M2_Macro_Oil,0.2360306332857772,0.7929751700837786,0.3614523887932125,0.009071468349897,-0.007456476964770475,-0.015423021496900391
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_0,ElasticNet,0.2601578547747499,1.6690533991632304,0.787376740499985,M1_Macro,M2_Macro_Oil,0.2700955790066984,1.7016982405458254,0.774814597124803,0.009937724231948497,0.03264484138259505,-0.012562143375181911
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_0,RandomForest,0.2437548550184217,1.746020349215727,0.7848259919258584,M1_Macro,M2_Macro_Oil,0.2683348613460423,1.713780569287855,0.7880836940742388,0.024580006327620585,-0.03223977992787197,0.0032577021483803925
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_0,Ridge,0.2602200605662937,1.6660596525300275,0.7820319682588353,M1_Macro,M2_Macro_Oil,0.2701031593806335,1.6993967362815194,0.7682211717063834,0.009883098814339797,0.033337083751491914,-0.013810796552451876
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_1,ElasticNet,0.3907486152113686,1.5628848179922792,0.8289908186990589,M1_Macro,M2_Macro_Oil,0.3947106132975355,1.573773417190877,0.8095715687771523,0.0039619980861668735,0.01088859919859786,-0.01941924992190658
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_1,RandomForest,0.3588278708803704,1.588980864153778,0.7685797304107091,M1_Macro,M2_Macro_Oil,0.3686194214002211,1.6168073429392054,0.8098541576927487,0.0097915505198507,0.027826478785427433,0.04127442728203956
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_1,Ridge,0.3905683955486105,1.5616977485089127,0.8295261948426633,M1_Macro,M2_Macro_Oil,0.3945154533356459,1.572965289693833,0.8100704183365546,0.003947057787035413,0.011267541184920349,-0.019455776506108746
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_2,ElasticNet,0.2537056667249063,1.7490874080335352,0.926517122396776,M1_Macro,M2_Macro_Oil,0.2703668158439083,1.6844731244245057,0.8558269749251064,0.016661149119002017,-0.06461428360902954,-0.07069014747166957
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_2,RandomForest,0.2417808065224174,1.7697902249005673,0.8278845222733784,M1_Macro,M2_Macro_Oil,0.2665283351498805,1.725390551925032,0.7926294608983362,0.0247475286274631,-0.044399672975535154,-0.035255061375042196
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_2,Ridge,0.2528240182640588,1.7477211208984873,0.914511466107914,M1_Macro,M2_Macro_Oil,0.2697410504451694,1.682255262142767,0.845337568382508,0.01691703218111057,-0.0654658587557202,-0.06917389772540605
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_3,ElasticNet,0.3860963377167322,1.8713034197236107,0.8963637180859365,M1_Macro,M2_Macro_Oil,0.3939577217110466,1.924537904127806,0.925991291520996,0.007861383994314408,0.053234484404195204,0.029627573435059507
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_3,RandomForest,0.3387748809659786,1.829459668254932,0.7453644008101605,M1_Macro,M2_Macro_Oil,0.3752725952348976,1.8386210205626652,0.794901229391523,0.03649771426891901,0.009161352307733184,0.049536828581362435
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_3,Ridge,0.387059039795201,1.8704853299947932,0.8968611352915001,M1_Macro,M2_Macro_Oil,0.3946937662246409,1.92478349993742,0.9232130854927654,0.007634726429439909,0.05429816994262682,0.02635195020126524
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_4,ElasticNet,0.263631922991163,1.7363524182829575,0.7903707851849369,M1_Macro,M2_Macro_Oil,0.2713638516967674,1.7069183312916107,0.7582790741561638,0.007731928705604407,-0.029434086991346753,-0.03209171102877306
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_4,RandomForest,0.2899288967787525,1.7029000552831757,0.7015188903868212,M1_Macro,M2_Macro_Oil,0.3143889342021446,1.671257984602027,0.6967092303613627,0.02446003742339209,-0.03164207068114866,-0.004809660025458573
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Country_Holdout_CV,fold_4,Ridge,0.2630844557375774,1.733480730747562,0.7869883835552756,M1_Macro,M2_Macro_Oil,0.270936771228416,1.7034710030711333,0.7467327901599479,0.00785231549083859,-0.03000972767642862,-0.04025559339532769
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2012__test_from_2013,ElasticNet,0.2437927377309828,2.0284657375508,0.7004558920322861,M1_Macro,M2_Macro_Oil,0.2515282576529165,1.9951158832605276,0.6561743923175061,0.0077355199219336646,-0.033349854290272596,-0.044281499714780015
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2012__test_from_2013,RandomForest,0.1625263616042173,2.0189719075709376,0.6081195255576519,M1_Macro,M2_Macro_Oil,0.1885776201265945,2.005979849630924,0.6458115681284728,0.02605125852237719,-0.01299205794001379,0.03769204257082093
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2012__test_from_2013,Ridge,0.2435296624307782,2.0254755056536187,0.6888449544292654,M1_Macro,M2_Macro_Oil,0.2513796324281159,1.991482062452238,0.6526451244291254,0.007849969997337697,-0.033993443201380646,-0.03619983000014004
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2014__test_from_2015,ElasticNet,0.2535706628295744,2.124664839507224,0.737623010208452,M1_Macro,M2_Macro_Oil,0.2611807927462949,2.083414971679055,0.6945163292427701,0.007610129916720498,-0.04124986782816897,-0.04310668096568193
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2014__test_from_2015,RandomForest,0.1934074536926624,2.1518356647628334,0.6746043855152717,M1_Macro,M2_Macro_Oil,0.2093404089267218,2.0797902554377745,0.6408862306807723,0.01593295523405938,-0.07204540932505887,-0.03371815483449936
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2014__test_from_2015,Ridge,0.2535159737202731,2.1214290055151115,0.7383447104690601,M1_Macro,M2_Macro_Oil,0.2612111740813477,2.079372382161918,0.6837843773165577,0.007695200361074572,-0.0420566233531936,-0.054560333152502416
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2015__test_from_2016,ElasticNet,0.2533635293428273,2.186312654669608,0.7367799617240802,M1_Macro,M2_Macro_Oil,0.2609578573908648,2.1406307278980545,0.700273672402421,0.007594328048037502,-0.04568192677155336,-0.036506289321659224
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2015__test_from_2016,RandomForest,0.2017737732145307,2.164048241940306,0.711045021738629,M1_Macro,M2_Macro_Oil,0.2274136563776337,2.104974695294345,0.6382901977277342,0.025639883163103006,-0.059073546645961095,-0.07275482401089484
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2015__test_from_2016,Ridge,0.2533139386337405,2.1829026166699355,0.7270196841486758,M1_Macro,M2_Macro_Oil,0.2609898361644375,2.1363906805509867,0.6877718744291847,0.0076758975306969734,-0.04651193611894877,-0.039247809719491045
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2016__test_from_2017,ElasticNet,0.2508056455341587,2.258330921447376,0.7609097047205307,M1_Macro,M2_Macro_Oil,0.2582685584808537,2.2134039841125235,0.7072032436624855,0.007462912946695044,-0.044926937334852646,-0.05370646105804511
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2016__test_from_2017,RandomForest,0.2089295260109799,2.1947349095167508,0.6532491003802896,M1_Macro,M2_Macro_Oil,0.2233758292864012,2.1422486477543385,0.6281824378919925,0.014446303275421318,-0.05248626176241222,-0.025066662488297142
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2016__test_from_2017,Ridge,0.250837376799077,2.255082271317401,0.7516728143580049,M1_Macro,M2_Macro_Oil,0.2583636545117801,2.20936641486364,0.6990220463222343,0.007526277712703089,-0.04571585645376075,-0.05265076803577062
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2018__test_from_2019,ElasticNet,0.2618428009407229,2.410176706026769,0.8550302334368673,M1_Macro,M2_Macro_Oil,0.2732841485782065,2.365494020235419,0.7944071730957738,0.011441347637483612,-0.04468268579134982,-0.06062306034109355
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2018__test_from_2019,RandomForest,0.2642453105821393,2.312475327378521,0.6969070139065536,M1_Macro,M2_Macro_Oil,0.2755579760826954,2.2748876027157827,0.728518133046264,0.011312665500556096,-0.037587724662738076,0.031611119139710375
M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2018__test_from_2019,Ridge,0.261821511644963,2.40741659833334,0.8476916636563114,M1_Macro,M2_Macro_Oil,0.2734594324927553,2.361932575426067,0.7775185599797556,0.011637920847792305,-0.04548402290727305,-0.07017310367655583
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_0,ElasticNet,0.3765046766776033,2.593451972319251,1.5505711419979384,M1_Macro,M2_Macro_Oil,0.3795999736234848,2.597607765795782,1.5871512636526628,0.0030952969458815094,0.004155793476531056,0.03658012165472435
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_0,RandomForest,0.3358232374021076,2.814616247042986,1.749402816767935,M1_Macro,M2_Macro_Oil,0.3156076176550049,2.7555389607426584,1.5907552900863091,-0.02021561974710273,-0.059077286300327714,-0.15864752668162585
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_0,Ridge,0.3771159354642611,2.5868951085596863,1.567417023637594,M1_Macro,M2_Macro_Oil,0.3799805012029854,2.5911499705288104,1.582924848756745,0.0028645657387242895,0.0042548619691240575,0.015507825119151164
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_1,ElasticNet,0.2716196596419411,2.505608153338251,1.1826453991338912,M1_Macro,M2_Macro_Oil,0.2591332942033514,2.575417911545768,1.3255379258355928,-0.01248636543858972,0.069809758207517,0.1428925267017016
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_1,RandomForest,0.1902198491710022,2.74187065678736,1.3185395488291038,M1_Macro,M2_Macro_Oil,0.1424553350915993,2.874407548530217,1.3939086144171804,-0.04776451407940291,0.13253689174285688,0.07536906558807654
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_1,Ridge,0.2714700060645317,2.5000505876185843,1.175040922101954,M1_Macro,M2_Macro_Oil,0.2588629177746987,2.571351381249788,1.3132156405080853,-0.01260708828983298,0.07130079363120378,0.13817471840613127
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_2,ElasticNet,0.1805383829936733,3.1675329590981027,1.758012296721975,M1_Macro,M2_Macro_Oil,0.1902227944024718,3.0665776241502107,1.533841045488587,0.009684411408798499,-0.100955334947892,-0.224171251233388
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_2,RandomForest,0.2680502090505858,2.914225572148148,1.7448756810643884,M1_Macro,M2_Macro_Oil,0.25041346645516,3.1189928767730977,2.2516269331021705,-0.017636742595425803,0.20476730462494963,0.5067512520377822
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_2,Ridge,0.1800298361830812,3.167099329665572,1.7518142520674935,M1_Macro,M2_Macro_Oil,0.189794688036775,3.0653838672843507,1.526228912305745,0.009764851853693801,-0.10171546238122131,-0.22558533976174844
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_3,ElasticNet,0.310182329083795,3.523769787633116,2.6685300422389013,M1_Macro,M2_Macro_Oil,0.3170550248186889,3.542656380826989,2.6876777164596413,0.006872695734893908,0.01888659319387287,0.01914767422073993
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_3,RandomForest,0.1160987246511139,3.949297777874447,2.9956697333822726,M1_Macro,M2_Macro_Oil,0.157396278639212,3.8674443201559536,2.7920690694556347,0.04129755398809809,-0.0818534577184935,-0.2036006639266379
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_3,Ridge,0.3097184373022281,3.5237942800472504,2.690419842988011,M1_Macro,M2_Macro_Oil,0.3168835233588053,3.544379429938547,2.70060192007868,0.00716508605657723,0.020585149891296783,0.010182077090669317
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_4,ElasticNet,0.1299823571016662,3.0012842048352435,1.388933497123536,M1_Macro,M2_Macro_Oil,0.1374231226432316,2.929580796533229,1.2502274813569532,0.007440765541565392,-0.07170340830201472,-0.13870601576658292
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_4,RandomForest,0.0145655276396879,3.056785089644205,1.061932606407776,M1_Macro,M2_Macro_Oil,0.0457528390700535,2.969703858650208,1.001619702734593,0.0311873114303656,-0.08708123099399723,-0.060312903673183094
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,fold_4,Ridge,0.1289832861587189,2.9958693693229965,1.3962611258862254,M1_Macro,M2_Macro_Oil,0.1365843079357684,2.922848733232467,1.2408035527184405,0.007601021777049494,-0.07302063609052967,-0.15545757316778497
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,0.2434265184029433,3.429803469334414,1.1055405835456766,M1_Macro,M2_Macro_Oil,0.2434306843753999,3.3782268463485314,1.0040163362960677,4.165972456587896e-06,-0.051576622985882725,-0.10152424724960896
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2012__test_from_2013,RandomForest,0.185728374170095,3.577545239689404,1.3143929438315372,M1_Macro,M2_Macro_Oil,0.1692681031729404,3.551644619877868,1.0577311429785046,-0.016460270997154608,-0.025900619811535908,-0.2566618008530326
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2012__test_from_2013,Ridge,0.2433388376638664,3.427689556319525,1.0979798140656447,M1_Macro,M2_Macro_Oil,0.2433221436927574,3.375871347099597,0.9933425965541,-1.669397110901083e-05,-0.05181820921992797,-0.10463721751154476
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2014__test_from_2015,ElasticNet,0.2631760227326889,3.566185252813161,1.382089347314805,M1_Macro,M2_Macro_Oil,0.2637268627890303,3.491462741430534,1.2526270575857428,0.0005508400563413729,-0.07472251138262687,-0.12946228972906226
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2014__test_from_2015,RandomForest,0.289357449142359,3.537638295577393,1.8067895994149792,M1_Macro,M2_Macro_Oil,0.2788362690337126,3.571440457375709,1.610843609663462,-0.010521180108646389,0.033802161798315744,-0.19594598975151722
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2014__test_from_2015,Ridge,0.2632779407166403,3.5631867756484983,1.379057589343046,M1_Macro,M2_Macro_Oil,0.2638092539566478,3.4874777481411274,1.2389825928414044,0.0005313132400074916,-0.07570902750737085,-0.14007499650164146
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2015__test_from_2016,ElasticNet,0.2672746609817777,3.7014177501269168,1.3849699267693074,M1_Macro,M2_Macro_Oil,0.2665100735649061,3.6065770896732814,1.3062587322448311,-0.0007645874168716316,-0.09484066045363537,-0.07871119452447628
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2015__test_from_2016,RandomForest,0.3154582944247883,3.638568722516778,2.289574348152803,M1_Macro,M2_Macro_Oil,0.3070645408180518,3.624850780953763,1.7454539268672011,-0.008393753606736498,-0.013717941563015312,-0.5441204212856019
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2015__test_from_2016,Ridge,0.267486675002582,3.697492907221812,1.3832816923556397,M1_Macro,M2_Macro_Oil,0.2666700220801011,3.602118059238659,1.3025012018749895,-0.0008166529224808983,-0.0953748479831531,-0.08078049048065017
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2016__test_from_2017,ElasticNet,0.299698741581658,3.7146374520297294,1.5040884820221638,M1_Macro,M2_Macro_Oil,0.3026581533742791,3.642242977771432,1.477706447127893,0.0029594117926211028,-0.07239447425829759,-0.026382034894270934
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2016__test_from_2017,RandomForest,0.3686308109510003,3.428820354447716,1.7121153907521454,M1_Macro,M2_Macro_Oil,0.3482002212082967,3.584801567593138,1.7120681975729657,-0.02043058974270362,0.1559812131454219,-4.719317917967203e-05
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2016__test_from_2017,Ridge,0.2999655461619455,3.711441324381551,1.5003095090978291,M1_Macro,M2_Macro_Oil,0.3029775094617201,3.638159508336415,1.4756533144609651,0.0030119632997746004,-0.07328181604513606,-0.02465619463686397
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2018__test_from_2019,ElasticNet,0.2774935876718249,4.00124318887339,1.7276094895467464,M1_Macro,M2_Macro_Oil,0.2827887329892892,3.923478026547131,1.647491067552739,0.005295145317464278,-0.07776516232625941,-0.08011842199400743
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2018__test_from_2019,RandomForest,0.327887566814507,3.703944152597941,2.135255283956849,M1_Macro,M2_Macro_Oil,0.3230198398778305,3.882343355329711,2.5424571385539685,-0.004867726936676475,0.17839920273177023,0.40720185459711944
