Country Name,ISO3,Year,Avg_FDI_Restriction_Index,FDI_Flows_Millions_USD
Belgium,BEL,2011,0.0020165,484120
Belgium,BEL,2012,0.0020165,561811
Belgium,BEL,2013,0.0020165,625201
Belgium,BEL,2014,0.0020165,556045
Belgium,BEL,2015,0.0020165,549341
Belgium,BEL,2016,0.0020165,517412
Belgium,BEL,2017,0.0020165,580176
Belgium,BEL,2018,0.0020165,502433
Belgium,BEL,2019,0.0020165,556595
Belgium,BEL,2020,0.0020165,588902
Belgium,BEL,2021,0.0020165,552239
Bangladesh,BGD,1995,0.003848,600
Bangladesh,BGD,1996,0.003848,832
Bangladesh,BGD,1997,0.003848,1407
Bangladesh,BGD,1998,0.003848,1833
Bangladesh,BGD,1999,0.003848,1891
Bangladesh,BGD,2000,0.003848,2162
Bangladesh,BGD,2001,0.003848,2202
Bangladesh,BGD,2002,0.003848,2451
Bangladesh,BGD,2003,0.003848,2876
Bangladesh,BGD,2004,0.003848,3091
Bangladesh,BGD,2005,0.003848,3537
Bangladesh,BGD,2006,0.003848,4187
Bangladesh,BGD,2007,0.003848,4399
Bangladesh,BGD,2008,0.003848,4816
Bangladesh,BGD,2009,0.003848,5279
Bangladesh,BGD,2010,0.003848,6072
Bangladesh,BGD,2011,0.003848,6166
Bangladesh,BGD,2012,0.003848,7750
Bangladesh,BGD,2013,0.003848,8593
Bangladesh,BGD,2014,0.003848,10029
Bangladesh,BGD,2015,0.003848,12912
Bangladesh,BGD,2016,0.003848,14539
Bangladesh,BGD,2017,0.003848,14557
Bangladesh,BGD,2018,0.003848,17062
Bangladesh,BGD,2019,0.003848,14888
Bangladesh,BGD,2020,0.003848,16340
Bangladesh,BGD,2021,0.003756,18433
Bulgaria,BGR,1995,0.003479687,445
Bulgaria,BGR,1996,0.003479687,554
Bulgaria,BGR,1997,0.003479687,1059
Bulgaria,BGR,1998,0.003479687,1597
Bulgaria,BGR,1999,0.003479687,2184
Bulgaria,BGR,2000,0.003479687,2704
Bulgaria,BGR,2001,0.003479687,2945
Bulgaria,BGR,2002,0.003479687,4118
Bulgaria,BGR,2003,0.003479687,6371
Bulgaria,BGR,2004,0.003479687,10108
Bulgaria,BGR,2005,0.003479687,13869
Bulgaria,BGR,2006,0.003479687,23483
Bulgaria,BGR,2007,0.003479687,37936
Bulgaria,BGR,2008,0.003479687,44059
Bulgaria,BGR,2009,0.003479687,49225
Bulgaria,BGR,2010,0.003479687,44970
Bulgaria,BGR,2011,0.003479687,45679
Bulgaria,BGR,2012,0.003479687,48615
Bulgaria,BGR,2013,0.003479687,50302
Bulgaria,BGR,2014,0.003479687,45462
Bulgaria,BGR,2015,0.003479687,43472
Bulgaria,BGR,2016,0.003479687,42946
Bulgaria,BGR,2017,0.003479687,50925
Bulgaria,BGR,2018,0.003479687,50432
Bulgaria,BGR,2019,0.003479687,51741
Bulgaria,BGR,2020,0.003479687,57830
Bulgaria,BGR,2021,0.003479687,55144
Bosnia and Herzegovina,BIH,1997,0.00575,109
Bosnia and Herzegovina,BIH,1998,0.00575,186
Bosnia and Herzegovina,BIH,1999,0.00575,327
Bosnia and Herzegovina,BIH,2000,0.00575,450
Bosnia and Herzegovina,BIH,2001,0.00575,544
Bosnia and Herzegovina,BIH,2002,0.00575,942
Bosnia and Herzegovina,BIH,2003,0.00575,1561
Bosnia and Herzegovina,BIH,2004,0.00575,2286
Bosnia and Herzegovina,BIH,2005,0.00575,2302
Bosnia and Herzegovina,BIH,2006,0.00575,3203
Bosnia and Herzegovina,BIH,2007,0.00575,5397
Bosnia and Herzegovina,BIH,2008,0.00575,6103
Bosnia and Herzegovina,BIH,2009,0.00575,6936
Bosnia and Herzegovina,BIH,2010,0.00575,6709
Bosnia and Herzegovina,BIH,2011,0.00575,7127
Bosnia and Herzegovina,BIH,2012,0.00575,7564
Bosnia and Herzegovina,BIH,2013,0.00575,8503
Bosnia and Herzegovina,BIH,2014,0.00575,7507
Bosnia and Herzegovina,BIH,2015,0.00575,7161
Bosnia and Herzegovina,BIH,2016,0.00575,7140
Bosnia and Herzegovina,BIH,2017,0.00575,8553
Bosnia and Herzegovina,BIH,2018,0.00575,8635
Bosnia and Herzegovina,BIH,2019,0.00575,8777
Bosnia and Herzegovina,BIH,2020,0.00575,9846
Bosnia and Herzegovina,BIH,2021,0.00575,9767
Belarus,BLR,1995,0.00506973,50
Belarus,BLR,1996,0.00506973,154
Belarus,BLR,1997,0.00506973,506
Belarus,BLR,1998,0.00506973,1320
Belarus,BLR,1999,0.00506973,1156
Belarus,BLR,2000,0.00506973,1306
Belarus,BLR,2001,0.00506973,1397
Belarus,BLR,2002,0.00506973,1646
Belarus,BLR,2003,0.00506973,1899
Belarus,BLR,2004,0.00506973,2057
Belarus,BLR,2005,0.00506973,2383
Belarus,BLR,2006,0.00506973,2734
Belarus,BLR,2007,0.00506973,4483
Belarus,BLR,2008,0.00506973,6683
Belarus,BLR,2009,0.00506973,8537
Belarus,BLR,2010,0.00506973,9904
Belarus,BLR,2011,0.00506973,12997
Belarus,BLR,2012,0.00506973,14570
Belarus,BLR,2013,0.00506973,16669
Belarus,BLR,2014,0.00506973,17737
Belarus,BLR,2015,0.00506973,17972
Belarus,BLR,2016,0.00506973,18623
Belarus,BLR,2017,0.00506973,12831
Belarus,BLR,2018,0.00506973,13031
Belarus,BLR,2019,0.00506973,14417
Belarus,BLR,2020,0.00506973,13717
Belarus,BLR,2021,0.00506973,15318
Brazil,BRA,1995,0.005866233,47887
Brazil,BRA,1996,0.005866233,54846
Brazil,BRA,1997,0.005866233,69721
Brazil,BRA,1998,0.005866233,99505
Brazil,BRA,1999,0.005866233,102331
Brazil,BRA,2001,0.005866233,117611
Brazil,BRA,2002,0.005866233,96861
Brazil,BRA,2003,0.005866233,127726
Brazil,BRA,2004,0.005866233,157777
Brazil,BRA,2005,0.005866233,177915
Brazil,BRA,2006,0.005866233,213021
Brazil,BRA,2007,0.005866233,292531
Brazil,BRA,2008,0.005866233,260531
Brazil,BRA,2009,0.005866233,367183
Brazil,BRA,2010,0.005866233,640330
Brazil,BRA,2011,0.005866233,649126
Brazil,BRA,2012,0.005866233,664208
Brazil,BRA,2013,0.005866233,627789
Brazil,BRA,2014,0.005866233,601490
Brazil,BRA,2015,0.005866233,429843
Brazil,BRA,2016,0.005866233,563539
Brazil,BRA,2017,0.005866233,623021
Brazil,BRA,2018,0.005866233,568741
Brazil,BRA,2019,0.005866233,705031
Brazil,BRA,2020,0.005866233,595285
Brazil,BRA,2021,0.007075,729577
Brunei Darussalam,BRN,1995,0.003039826,642
Brunei Darussalam,BRN,1996,0.003039826,1295
Brunei Darussalam,BRN,1997,0.003039826,1997
Brunei Darussalam,BRN,1998,0.003039826,2570
Brunei Darussalam,BRN,1999,0.003039826,3318
Brunei Darussalam,BRN,2000,0.003039826,3868
Brunei Darussalam,BRN,2001,0.003039826,4394
Brunei Darussalam,BRN,2002,0.003039826,5430
Brunei Darussalam,BRN,2003,0.003039826,1630
Brunei Darussalam,BRN,2004,0.003039826,1835
Brunei Darussalam,BRN,2005,0.003039826,2125
Brunei Darussalam,BRN,2006,0.003039826,2559
Brunei Darussalam,BRN,2007,0.003039826,2819
Brunei Darussalam,BRN,2008,0.003039826,3141
Brunei Darussalam,BRN,2009,0.003039826,3511
Brunei Darussalam,BRN,2010,0.003039826,4140
Brunei Darussalam,BRN,2011,0.003039826,4837
Brunei Darussalam,BRN,2012,0.003039826,5662
Brunei Darussalam,BRN,2013,0.003039826,6251
Brunei Darussalam,BRN,2014,0.003039826,6219
Brunei Darussalam,BRN,2015,0.003039826,6061
Brunei Darussalam,BRN,2016,0.003039826,5897
Brunei Darussalam,BRN,2017,0.003039826,6561
Brunei Darussalam,BRN,2018,0.003039826,6646
Brunei Darussalam,BRN,2019,0.003039826,7127
Brunei Darussalam,BRN,2020,0.003039826,7589
Brunei Darussalam,BRN,2021,0.003151518,7302
Botswana,BWA,1995,0.005055449,1126
Botswana,BWA,1996,0.005055449,1058
Botswana,BWA,1997,0.005055449,1173
Botswana,BWA,1998,0.005055449,1295
Botswana,BWA,1999,0.005055449,1387
Botswana,BWA,2000,0.005055449,1827
Botswana,BWA,2001,0.005055449,1388
Botswana,BWA,2002,0.005055449,854
Botswana,BWA,2003,0.005055449,1167
Botswana,BWA,2004,0.005055449,1640
Botswana,BWA,2005,0.005055449,1664
Botswana,BWA,2006,0.005055449,1992
Botswana,BWA,2007,0.005055449,2506
Botswana,BWA,2008,0.005055449,2474
Botswana,BWA,2009,0.005055449,3012
Botswana,BWA,2010,0.005055449,3351
Botswana,BWA,2011,0.005055449,4113
Botswana,BWA,2012,0.005055449,3538
Botswana,BWA,2013,0.005055449,3684
Botswana,BWA,2014,0.005055449,3862
Botswana,BWA,2015,0.005055449,3612
Botswana,BWA,2016,0.005055449,5042
Botswana,BWA,2017,0.005055449,5228
Botswana,BWA,2018,0.005055449,5173
Botswana,BWA,2019,0.005055449,5454
Botswana,BWA,2020,0.005055449,5733
Botswana,BWA,2021,0.005840432,5011
Canada,CAN,1995,0.009972292,123181
Canada,CAN,1996,0.009972292,132978
Canada,CAN,1997,0.009972292,135944
Canada,CAN,1998,0.009972292,143345
Canada,CAN,1999,0.009972292,174990
Canada,CAN,2000,0.009972292,325020
Canada,CAN,2001,0.009972292,317369
Canada,CAN,2002,0.009972292,290473
Canada,CAN,2003,0.009972292,439940
Canada,CAN,2004,0.009972292,544147
Canada,CAN,2005,0.009972292,638650
Canada,CAN,2006,0.009972292,706901
Canada,CAN,2007,0.009972292,1032966
Canada,CAN,2008,0.009972292,620191
Canada,CAN,2009,0.009972292,867387
Canada,CAN,2010,0.009972292,983889
Canada,CAN,2011,0.009972292,862698
Canada,CAN,2012,0.009972292,953503
Canada,CAN,2013,0.009972292,982529
Canada,CAN,2014,0.009972292,994712
Canada,CAN,2015,0.009972292,806298
Canada,CAN,2016,0.009972292,903453
Canada,CAN,2017,0.009972292,963583
Canada,CAN,2018,0.009972292,965461
Canada,CAN,2019,0.009972292,1387443
Canada,CAN,2020,0.009972292,1297537
Canada,CAN,2021,0.009972292,1621548
Switzerland,CHE,1995,0.01392125,57063
Switzerland,CHE,1996,0.01392125,53918
Switzerland,CHE,1997,0.01392125,59519
Switzerland,CHE,1998,0.01392125,71995
Switzerland,CHE,1999,0.01392125,75995
Switzerland,CHE,2000,0.01392125,101635
Switzerland,CHE,2001,0.01392125,103773
Switzerland,CHE,2002,0.01392125,143618
Switzerland,CHE,2003,0.01392125,184199
Switzerland,CHE,2004,0.01392125,222693
Switzerland,CHE,2005,0.01392125,192342
Switzerland,CHE,2006,0.01392125,293730
Switzerland,CHE,2007,0.01392125,381391
Switzerland,CHE,2008,0.01392125,478224
Switzerland,CHE,2009,0.01392125,532405
Switzerland,CHE,2010,0.01392125,648092
Switzerland,CHE,2011,0.01392125,720566
Switzerland,CHE,2012,0.01392125,781079
Switzerland,CHE,2013,0.01392125,822051
Switzerland,CHE,2014,0.01392125,720407
Switzerland,CHE,2015,0.01392125,799390
Switzerland,CHE,2016,0.01392125,992127
Switzerland,CHE,2017,0.01392125,1125690
Switzerland,CHE,2018,0.01392125,1075642
Switzerland,CHE,2019,0.01392125,1098783
Switzerland,CHE,2020,0.01392125,1183579
Switzerland,CHE,2021,0.010162421,1064351
Chile,CHL,1995,0.00103694,24437
Chile,CHL,1996,0.00103694,29252
Chile,CHL,1997,0.00103694,34523
Chile,CHL,1998,0.00103694,37630
Chile,CHL,1999,0.00103694,43498
Chile,CHL,2000,0.00103694,45753
Chile,CHL,2001,0.00103694,43482
Chile,CHL,2002,0.00103694,42311
Chile,CHL,2003,0.00103694,54570
Chile,CHL,2004,0.00103694,65629
Chile,CHL,2005,0.00103694,78599
Chile,CHL,2006,0.00103694,84535
Chile,CHL,2007,0.00103694,107583
Chile,CHL,2008,0.00103694,101737
Chile,CHL,2009,0.00103694,129274
Chile,CHL,2010,0.00103694,160904
Chile,CHL,2011,0.00103694,173243
Chile,CHL,2012,0.00103694,179320
Chile,CHL,2013,0.00103694,190785
Chile,CHL,2014,0.00103694,205015
Chile,CHL,2015,0.00103694,207888
Chile,CHL,2016,0.00103694,222752
Chile,CHL,2017,0.00103694,245716
Chile,CHL,2018,0.00103694,241029
Chile,CHL,2019,0.00103694,245468
Chile,CHL,2020,0.00103694,248932
Chile,CHL,2021,0.00101194,238534
Colombia,COL,1995,0.002352644,6407
Colombia,COL,1996,0.002352644,11773
Colombia,COL,1997,0.002352644,19694
Colombia,COL,1998,0.002352644,16645
Colombia,COL,1999,0.002352644,13424
Colombia,COL,2000,0.002352644,11157
Colombia,COL,2001,0.002352644,15377
Colombia,COL,2002,0.002352644,18032
Colombia,COL,2003,0.002352644,20540
Colombia,COL,2004,0.002352644,24883
Colombia,COL,2005,0.002352644,36987
Colombia,COL,2006,0.002352644,45406
Colombia,COL,2007,0.002352644,56463
Colombia,COL,2008,0.002352644,67266
Colombia,COL,2009,0.002352644,75986
Colombia,COL,2010,0.002352644,82991
Colombia,COL,2011,0.002352644,97379
Colombia,COL,2012,0.002352644,112949
Colombia,COL,2013,0.002352644,128213
Colombia,COL,2014,0.002352644,141810
Colombia,COL,2015,0.002352644,149073
Colombia,COL,2016,0.002352644,164428
Colombia,COL,2017,0.002352644,179334
Colombia,COL,2018,0.002352644,188833
Colombia,COL,2019,0.002352644,204916
Colombia,COL,2020,0.002352644,212299
Colombia,COL,2021,0.002352644,219677
Costa Rica,CRI,1995,0.002412555,409
Costa Rica,CRI,1996,0.002412555,836
Costa Rica,CRI,1997,0.002412555,1221
Costa Rica,CRI,1998,0.002412555,1759
Costa Rica,CRI,1999,0.002412555,2365
Costa Rica,CRI,2000,0.002412555,2809
Costa Rica,CRI,2001,0.002412555,3411
Costa Rica,CRI,2002,0.002412555,4236
Costa Rica,CRI,2003,0.002412555,4930
Costa Rica,CRI,2004,0.002412555,5946
Costa Rica,CRI,2005,0.002412555,7175
Costa Rica,CRI,2006,0.002412555,8843
Costa Rica,CRI,2007,0.002412555,10820
Costa Rica,CRI,2008,0.002412555,13110
Costa Rica,CRI,2009,0.002412555,14552
Costa Rica,CRI,2010,0.002412555,15936
Costa Rica,CRI,2011,0.002412555,18096
Costa Rica,CRI,2012,0.002412555,20606
Costa Rica,CRI,2013,0.002412555,24112
Costa Rica,CRI,2014,0.002412555,27571
Costa Rica,CRI,2015,0.002412555,30860
Costa Rica,CRI,2016,0.002412555,34213
Costa Rica,CRI,2017,0.002412555,37546
Costa Rica,CRI,2018,0.002412555,40755
Costa Rica,CRI,2019,0.002412555,44077
Costa Rica,CRI,2020,0.002412555,46112
Costa Rica,CRI,2021,0.002449326,49213
Czechia,CZE,1995,0.002026875,7350
Czechia,CZE,1996,0.002026875,8572
Czechia,CZE,1997,0.002026875,9234
Czechia,CZE,1998,0.002026875,14375
Czechia,CZE,1999,0.002026875,17552
Czechia,CZE,2000,0.002026875,21644
Czechia,CZE,2001,0.002026875,27092
Czechia,CZE,2002,0.002026875,38669
Czechia,CZE,2003,0.002026875,45287
Czechia,CZE,2004,0.002026875,57259
Czechia,CZE,2005,0.002026875,60662
Czechia,CZE,2006,0.002026875,79841
Czechia,CZE,2007,0.002026875,112408
Czechia,CZE,2008,0.002026875,113174
Czechia,CZE,2009,0.002026875,125827
Czechia,CZE,2010,0.002026875,128504
Czechia,CZE,2011,0.002026875,120569
Czechia,CZE,2012,0.002026875,136493
Czechia,CZE,2013,0.002026875,134085
Czechia,CZE,2014,0.002026875,121512
Czechia,CZE,2015,0.002026875,116628
Czechia,CZE,2016,0.002026875,121855
Czechia,CZE,2017,0.002026875,155994
Czechia,CZE,2018,0.002026875,164225
Czechia,CZE,2019,0.002026875,171334
Czechia,CZE,2020,0.002026875,195240
Czechia,CZE,2021,0.00228225,200468
Germany,DEU,1995,0.001465167,312576
Germany,DEU,1996,0.001465167,316600
Germany,DEU,1997,0.001465167,314306
Germany,DEU,1998,0.001465167,403622
Germany,DEU,1999,0.001465167,235254
Germany,DEU,2000,0.001465167,470938
Germany,DEU,2001,0.001465167,424308
Germany,DEU,2002,0.001465167,538019
Germany,DEU,2003,0.001465167,686717
Germany,DEU,2004,0.001465167,727999
Germany,DEU,2005,0.001465167,640058
Germany,DEU,2006,0.001465167,799247
Germany,DEU,2007,0.001465167,952220
Germany,DEU,2008,0.001465167,914509
Germany,DEU,2009,0.001465167,963511
Germany,DEU,2010,0.001465167,955881
Germany,DEU,2011,0.001465167,997727
Germany,DEU,2012,0.001465167,1077019
Germany,DEU,2013,0.001465167,967688
Germany,DEU,2014,0.001465167,859565
Germany,DEU,2015,0.001465167,781718
Germany,DEU,2016,0.001465167,794527
Germany,DEU,2017,0.001465167,963099
Germany,DEU,2018,0.001465167,940577
Germany,DEU,2019,0.001465167,963566
Germany,DEU,2020,0.001465167,1153099
Germany,DEU,2021,0.001465167,1105424
Denmark,DNK,1995,0.002265,23801
Denmark,DNK,1996,0.002265,22340
Denmark,DNK,1997,0.002265,22268
Denmark,DNK,1998,0.002265,35694
Denmark,DNK,1999,0.002265,47643
Denmark,DNK,2000,0.002265,73574
Denmark,DNK,2001,0.002265,75438
Denmark,DNK,2002,0.002265,82799
Denmark,DNK,2003,0.002265,100191
Denmark,DNK,2004,0.002265,71707
Denmark,DNK,2005,0.002265,72402
Denmark,DNK,2006,0.002265,89727
Denmark,DNK,2007,0.002265,107610
Denmark,DNK,2008,0.002265,77216
Denmark,DNK,2009,0.002265,81904
Denmark,DNK,2010,0.002265,81408
Denmark,DNK,2011,0.002265,86386
Denmark,DNK,2012,0.002265,88233
Denmark,DNK,2013,0.002265,84764
Denmark,DNK,2014,0.002265,66451
Denmark,DNK,2015,0.002265,68263
Denmark,DNK,2016,0.002265,62975
Denmark,DNK,2017,0.002265,79577
Denmark,DNK,2018,0.002265,79602
Denmark,DNK,2019,0.002265,116281
Denmark,DNK,2020,0.002265,145850
Denmark,DNK,2021,0.001530556,138845
Algeria,DZA,1995,0.020836938,1671
Algeria,DZA,1996,0.020836938,1941
Algeria,DZA,1997,0.020836938,2201
Algeria,DZA,1998,0.020836938,2807
Algeria,DZA,1999,0.020836938,3099
Algeria,DZA,2000,0.020836938,3379
Algeria,DZA,2001,0.020836938,4492
Algeria,DZA,2002,0.020836938,5557
Algeria,DZA,2003,0.020836938,6195
Algeria,DZA,2004,0.020836938,7080
