sample_id_estimate,signal_estimate,target_role,target_estimate,universe,validation,split_id,algorithm,test_rows_estimate,test_countries_estimate,bootstrap_seed_estimate,comparison_type_estimate,left_predictor_estimate,right_predictor_estimate,bootstrap_replicates_estimate,point_delta_r2_estimate,bootstrap_median_delta_r2_estimate,bootstrap_mean_delta_r2_estimate,bootstrap_ci_low_delta_r2_estimate,bootstrap_ci_high_delta_r2_estimate,bootstrap_median_minus_point_delta_r2_estimate,bootstrap_abs_median_minus_point_delta_r2_estimate,p_delta_r2_gt_0_estimate,p_delta_r2_gt_0p0025_estimate,p_delta_r2_gt_0p005_estimate,p_delta_r2_gt_0p01_estimate,point_delta_mae_estimate,bootstrap_median_delta_mae_estimate,bootstrap_ci_low_delta_mae_estimate,bootstrap_ci_high_delta_mae_estimate,five_way_unit_verdict_estimate,countries_N_estimate,replicates_estimate,draws_min_estimate,draws_max_estimate,distinct_countries_min_estimate,distinct_countries_median_estimate,distinct_countries_max_estimate,duplicate_draws_median_estimate,all_replicates_exact_N_draws_estimate,draw_count_matrix_sha256_estimate,sample_id_score,signal_score,target_score,test_rows_score,test_countries_score,bootstrap_seed_score,comparison_type_score,left_predictor_score,right_predictor_score,bootstrap_replicates_score,point_delta_r2_score,bootstrap_median_delta_r2_score,bootstrap_mean_delta_r2_score,bootstrap_ci_low_delta_r2_score,bootstrap_ci_high_delta_r2_score,bootstrap_median_minus_point_delta_r2_score,bootstrap_abs_median_minus_point_delta_r2_score,p_delta_r2_gt_0_score,p_delta_r2_gt_0p0025_score,p_delta_r2_gt_0p005_score,p_delta_r2_gt_0p01_score,point_delta_mae_score,bootstrap_median_delta_mae_score,bootstrap_ci_low_delta_mae_score,bootstrap_ci_high_delta_mae_score,five_way_unit_verdict_score,countries_N_score,replicates_score,draws_min_score,draws_max_score,distinct_countries_min_score,distinct_countries_median_score,distinct_countries_max_score,duplicate_draws_median_score,all_replicates_exact_N_draws_score,draw_count_matrix_sha256_score,point_delta_r2_score_minus_estimate,bootstrap_median_score_minus_estimate,unit_verdict_changed
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2012__test_from_2013,Ridge,1761,183,1419038237,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0030430590974316,0.0030596070654759,0.0030364726095444,0.0015688908144467,0.0043698059779275,1.6547968044344774e-05,1.6547968044344774e-05,1.0,0.7875,0.0025,0.0,0.0053949363512968,0.0053433199682724,-0.0025749041936806,0.0133671861184538,Directionally positive but marginal,183,2000,183,183,103,116.0,129,67.0,True,9c41d9d30e4dec415720859b53ec3c1669a6e2657a13a3de9acfacda6bffa1c7,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1761,183,1419038237,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0030430590997408,0.0030596070716404,0.0030364726119304,0.0015688908212212,0.0043698059866425,1.6547971899538716e-05,1.6547971899538716e-05,1.0,0.7875,0.0025,0.0,0.005394936377105,0.0053433199954617,-0.0025749041779429,0.0133671861569804,Directionally positive but marginal,183,2000,183,183,103,116.0,129,67.0,True,9c41d9d30e4dec415720859b53ec3c1669a6e2657a13a3de9acfacda6bffa1c7,2.3092001401325835e-12,6.164499900124243e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2014__test_from_2015,ElasticNet,1402,183,3821145683,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0027400720005861,0.0027665266109854,0.0027567479835288,0.0009858918980763,0.0045675404414814,2.6454610399351264e-05,2.6454610399351264e-05,0.999,0.616,0.007,0.0,0.0075322053152233,0.0074525936111105,-0.0019419960394217,0.0178590123395028,Directionally positive but marginal,183,2000,183,183,103,116.0,131,67.0,True,b455dc1b341b03230570f95c68117932c160947681a44e2c9be32216c855e82c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1402,183,3821145683,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0027400719986927,0.0027665266057367,0.0027567479815681,0.0009858918937882,0.0045675404329942,2.6454607043979728e-05,2.6454607043979728e-05,0.999,0.616,0.007,0.0,0.0075322053184643,0.0074525936149438,-0.0019419960145755,0.017859012334408,Directionally positive but marginal,183,2000,183,183,103,116.0,131,67.0,True,b455dc1b341b03230570f95c68117932c160947681a44e2c9be32216c855e82c,-1.8933999333670126e-12,-5.248699912197008e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2014__test_from_2015,RandomForest,1402,183,3821145683,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0114430714532797,-0.0111853025271656,-0.0114163894922766,-0.0386490540056642,0.0161390470279916,0.000257768926114,0.000257768926114,0.199,0.157,0.112,0.0615,-0.037983642731231,-0.038126042262411,-0.0831609931368697,0.0051031873514617,Unsupported,183,2000,183,183,103,116.0,131,67.0,True,b455dc1b341b03230570f95c68117932c160947681a44e2c9be32216c855e82c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1402,183,3821145683,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0114430714532797,-0.0111853025271656,-0.0114163894922766,-0.0386490540056642,0.0161390470279918,0.000257768926114,0.000257768926114,0.199,0.157,0.112,0.0615,-0.037983642731231,-0.038126042262411,-0.0831609931368697,0.0051031873514617,Unsupported,183,2000,183,183,103,116.0,131,67.0,True,b455dc1b341b03230570f95c68117932c160947681a44e2c9be32216c855e82c,0.0,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2014__test_from_2015,Ridge,1402,183,3821145683,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0029692149935156,0.0029948869742879,0.0029819434392919,0.0012294285372593,0.0047649837007467,2.5671980772246084e-05,2.5671980772246084e-05,0.9995,0.712,0.015,0.0,0.0088901996963559,0.0087755228074201,-0.0007010702834097,0.0192294744728164,Directionally positive but marginal,183,2000,183,183,103,116.0,131,67.0,True,b455dc1b341b03230570f95c68117932c160947681a44e2c9be32216c855e82c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1402,183,3821145683,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0029692149915722,0.0029948869724543,0.0029819434372802,0.0012294285402015,0.004764983696098,2.567198088210265e-05,2.567198088210265e-05,0.9995,0.712,0.015,0.0,0.0088901997014847,0.0087755228306639,-0.0007010702802215,0.0192294744840856,Directionally positive but marginal,183,2000,183,183,103,116.0,131,67.0,True,b455dc1b341b03230570f95c68117932c160947681a44e2c9be32216c855e82c,-1.943399868115092e-12,-1.833600112022271e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2015__test_from_2016,ElasticNet,1223,181,3062505612,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0024375026342029,0.0024510969289722,0.0024596408874692,0.0007976432221358,0.004137131897709,1.359429476932572e-05,1.359429476932572e-05,0.9975,0.479,0.003,0.0,0.0082626297749728,0.0082858837963251,-0.0009895216717713,0.0177725150166288,Directionally positive but marginal,181,2000,181,181,100,115.0,128,66.0,True,6d3d458a5d9bc6cccfffc844222c6ea50670266eb96826d215fdd8b19e7439da,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1223,181,3062505612,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0024375026317703,0.0024510969267388,0.0024596408849144,0.0007976432191529,0.0041371318946646,1.3594294968555244e-05,1.3594294968555244e-05,0.9975,0.479,0.003,0.0,0.0082626297782475,0.0082858838068078,-0.0009895216448841,0.0177725150008029,Directionally positive but marginal,181,2000,181,181,100,115.0,128,66.0,True,6d3d458a5d9bc6cccfffc844222c6ea50670266eb96826d215fdd8b19e7439da,-2.4326001282770626e-12,-2.23340009680717e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2015__test_from_2016,RandomForest,1223,181,3062505612,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0315256815269743,-0.0302187985340019,-0.0303336464046223,-0.0582203169654501,-0.0027599041404116,0.0013068829929723,0.0013068829929723,0.0175,0.0125,0.0075,0.0025,-0.0205658949547808,-0.0211386870824109,-0.064916207826621,0.0250216591574114,Unsupported,181,2000,181,181,100,115.0,128,66.0,True,6d3d458a5d9bc6cccfffc844222c6ea50670266eb96826d215fdd8b19e7439da,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1223,181,3062505612,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0315256815269743,-0.030218798534002,-0.0303336464046223,-0.0582203169654501,-0.0027599041404115,0.0013068829929722,0.0013068829929722,0.0175,0.0125,0.0075,0.0025,-0.0205658949547808,-0.0211386870824109,-0.064916207826621,0.0250216591574114,Unsupported,181,2000,181,181,100,115.0,128,66.0,True,6d3d458a5d9bc6cccfffc844222c6ea50670266eb96826d215fdd8b19e7439da,0.0,-1.0061396160665481e-16,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2015__test_from_2016,Ridge,1223,181,3062505612,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0026458786765235,0.0026636858415279,0.0026619805011314,0.0009873385035857,0.0043245823504524,1.7807165004435355e-05,1.7807165004435355e-05,0.9995,0.567,0.004,0.0,0.0089700665392862,0.0089999274293579,-0.000331285233097,0.0184859516870735,Directionally positive but marginal,181,2000,181,181,100,115.0,128,66.0,True,6d3d458a5d9bc6cccfffc844222c6ea50670266eb96826d215fdd8b19e7439da,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1223,181,3062505612,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0026458786738292,0.0026636858431627,0.0026619804983186,0.0009873385087745,0.0043245823374725,1.7807169333472483e-05,1.7807169333472483e-05,0.9995,0.567,0.004,0.0,0.0089700665426382,0.0089999274410534,-0.0003312852262854,0.0184859516764034,Directionally positive but marginal,181,2000,181,181,100,115.0,128,66.0,True,6d3d458a5d9bc6cccfffc844222c6ea50670266eb96826d215fdd8b19e7439da,-2.6943000781820547e-12,1.634799934313591e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2016__test_from_2017,ElasticNet,1045,180,2967285996,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0024055581523363,0.0024863982739647,0.0024667602611134,0.0003071690724259,0.0045634516352715,8.084012162840049e-05,8.084012162840049e-05,0.9865,0.4965,0.0105,0.0,0.0100589804123529,0.00980458574524,-0.0014024901322432,0.0215986390503844,Directionally positive but marginal,180,2000,180,180,101,114.0,129,66.0,True,8f10e7ccf744c1921049158271beebd2be958df7e40b5024ae6b3f33fa1378bd,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1045,180,2967285996,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0024055581499758,0.002486398271177,0.0024667602586461,0.0003071690699185,0.0045634516365177,8.084012120118667e-05,8.084012120118667e-05,0.9865,0.4965,0.0105,0.0,0.0100589804088118,0.0098045857430315,-0.0014024901190143,0.0215986390707247,Directionally positive but marginal,180,2000,180,180,101,114.0,129,66.0,True,8f10e7ccf744c1921049158271beebd2be958df7e40b5024ae6b3f33fa1378bd,-2.3605002501259076e-12,-2.787699758532991e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2016__test_from_2017,RandomForest,1045,180,2967285996,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0091994790750395,-0.0084782139216564,-0.0083701451916344,-0.0489572204332702,0.0344633331416684,0.0007212651533831,0.0007212651533831,0.3545,0.3085,0.2725,0.2045,-0.0300854046578855,-0.0303810522966669,-0.0968914006754241,0.0461676100004945,Setup-dependent,180,2000,180,180,101,114.0,129,66.0,True,8f10e7ccf744c1921049158271beebd2be958df7e40b5024ae6b3f33fa1378bd,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1045,180,2967285996,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0091994790750395,-0.0084782139216564,-0.0083701451916344,-0.0489572204332702,0.0344633331416684,0.0007212651533831,0.0007212651533831,0.3545,0.3085,0.2725,0.2045,-0.0300854046578855,-0.0303810522966669,-0.0968914006754241,0.0461676100004945,Setup-dependent,180,2000,180,180,101,114.0,129,66.0,True,8f10e7ccf744c1921049158271beebd2be958df7e40b5024ae6b3f33fa1378bd,0.0,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2016__test_from_2017,Ridge,1045,180,2967285996,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0026932530133514,0.0027593127623986,0.002749219713603,0.000559465355906,0.0048039493723102,6.605974904722034e-05,6.605974904722034e-05,0.993,0.578,0.016,0.0,0.0116356241252293,0.0114532642749032,-3.611718745041285e-05,0.0234274096400387,Directionally positive but marginal,180,2000,180,180,101,114.0,129,66.0,True,8f10e7ccf744c1921049158271beebd2be958df7e40b5024ae6b3f33fa1378bd,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1045,180,2967285996,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0026932530107123,0.002759312756688,0.0027492197108581,0.0005594653563202,0.0048039493657972,6.605974597573283e-05,6.605974597573283e-05,0.993,0.578,0.016,0.0,0.0116356241182025,0.0114532642783613,-3.611718970935033e-05,0.0234274096262443,Directionally positive but marginal,180,2000,180,180,101,114.0,129,66.0,True,8f10e7ccf744c1921049158271beebd2be958df7e40b5024ae6b3f33fa1378bd,-2.6390998761338658e-12,-5.7105999616557934e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2018__test_from_2019,ElasticNet,693,177,1688033361,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0023534065553842,0.0023115500987735,0.0023512840063027,-6.353032091615508e-05,0.0047863013782997,-4.185645661070048e-05,4.185645661070048e-05,0.9725,0.444,0.017,0.0,0.012833655521224,0.0127564608985155,-0.0005455592559296,0.0262155787918005,Directionally positive but marginal,177,2000,177,177,97,112.0,124,65.0,True,67f4c13ae92299fb5db89c3c81cbaf7f0f5eceda13cb258bea03ddd6aa0e85d0,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,693,177,1688033361,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0023534065522551,0.0023115501006419,0.0023512840030231,-6.35303179276734e-05,0.0047863013867209,-4.1856451613142553e-05,4.1856451613142553e-05,0.9725,0.444,0.017,0.0,0.0128336555297634,0.0127564609386681,-0.0005455592474172,0.0262155787667163,Directionally positive but marginal,177,2000,177,177,97,112.0,124,65.0,True,67f4c13ae92299fb5db89c3c81cbaf7f0f5eceda13cb258bea03ddd6aa0e85d0,-3.1291002774991306e-12,1.868399965992973e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2018__test_from_2019,RandomForest,693,177,1688033361,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0233314496748994,-0.0194834132024597,-0.0222534297925111,-0.0942502127375612,0.0351493973011553,0.0038480364724396,0.0038480364724396,0.2755,0.247,0.2205,0.169,-0.0154683018132044,-0.0169171672634051,-0.0954647746393565,0.0645752186912858,Setup-dependent,177,2000,177,177,97,112.0,124,65.0,True,67f4c13ae92299fb5db89c3c81cbaf7f0f5eceda13cb258bea03ddd6aa0e85d0,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,693,177,1688033361,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0233314496748994,-0.0194834132024597,-0.0222534297925111,-0.0942502127375612,0.0351493973011553,0.0038480364724396,0.0038480364724396,0.2755,0.247,0.2205,0.169,-0.0154683018132044,-0.0169171672634051,-0.0954647746393565,0.0645752186912858,Setup-dependent,177,2000,177,177,97,112.0,124,65.0,True,67f4c13ae92299fb5db89c3c81cbaf7f0f5eceda13cb258bea03ddd6aa0e85d0,0.0,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,All_Eligible,Future_Period,train_to_2018__test_from_2019,Ridge,693,177,1688033361,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0025730011777839,0.0025331232751967,0.0025648672740556,3.4968492612015064e-05,0.0051169508836953,-3.987790258719315e-05,3.987790258719315e-05,0.976,0.511,0.032,0.0,0.0163241747629694,0.016211155007497,0.0022335156779909,0.0301838175434044,Directionally positive but marginal,177,2000,177,177,97,112.0,124,65.0,True,67f4c13ae92299fb5db89c3c81cbaf7f0f5eceda13cb258bea03ddd6aa0e85d0,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,693,177,1688033361,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0025730011744284,0.0025331232674308,0.0025648672705428,3.496850341977808e-05,0.0051169508944443,-3.9877906997609625e-05,3.9877906997609625e-05,0.976,0.511,0.032,0.0,0.0163241747664231,0.0162111550193888,0.0022335156953998,0.0301838175405115,Directionally positive but marginal,177,2000,177,177,97,112.0,124,65.0,True,67f4c13ae92299fb5db89c3c81cbaf7f0f5eceda13cb258bea03ddd6aa0e85d0,-3.3554999057106016e-12,-7.765899902312245e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,655,34,414693213,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0057045084522698,-0.0052838244781908,-0.0060808603528719,-0.0183208385267653,0.0029187515647168,0.000420683974079,0.000420683974079,0.1145,0.034,0.003,0.0,0.0458326903960788,0.0443525812132195,-0.0068846074063945,0.1043024596653856,Unsupported,34,2000,34,34,14,22.0,29,12.0,True,aca893f6f759cae59754c9f6add5dbbac5a6b1d574c43fa40dd7617f108bd2d7,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,655,34,414693213,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0057045084981847,-0.0052838245331596,-0.0060808604006677,-0.0183208386371815,0.0029187515433147,0.000420683965025,0.000420683965025,0.1145,0.034,0.003,0.0,0.0458326906764647,0.0443525815640881,-0.0068846072432967,0.104302459985212,Unsupported,34,2000,34,34,14,22.0,29,12.0,True,aca893f6f759cae59754c9f6add5dbbac5a6b1d574c43fa40dd7617f108bd2d7,-4.591489948663208e-11,-5.4968800344834534e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,655,34,414693213,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0116192548467072,0.0123589293241546,0.0124086446757479,-0.0265948933426445,0.0531898314171746,0.0007396744774473,0.0007396744774473,0.7315,0.69,0.6435,0.557,-0.0670034089310442,-0.0669130219005214,-0.1871702377113191,0.032513908876589,Setup-dependent,34,2000,34,34,14,22.0,29,12.0,True,aca893f6f759cae59754c9f6add5dbbac5a6b1d574c43fa40dd7617f108bd2d7,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,655,34,414693213,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0116192548467072,0.0123589293241546,0.0124086446757479,-0.0265948933426445,0.0531898314171746,0.0007396744774473,0.0007396744774473,0.7315,0.69,0.6435,0.557,-0.0670034089310442,-0.0669130219005214,-0.1871702377113191,0.032513908876589,Setup-dependent,34,2000,34,34,14,22.0,29,12.0,True,aca893f6f759cae59754c9f6add5dbbac5a6b1d574c43fa40dd7617f108bd2d7,0.0,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,655,34,414693213,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0066852187787495,-0.0061765637293741,-0.0070981190367915,-0.021054167381141,0.0028267691356723,0.0005086550493753,0.0005086550493753,0.098,0.0295,0.003,0.0,0.0502128016764102,0.0486305137843443,-0.0052086928732407,0.1139274903833851,Unsupported,34,2000,34,34,14,22.0,29,12.0,True,aca893f6f759cae59754c9f6add5dbbac5a6b1d574c43fa40dd7617f108bd2d7,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,655,34,414693213,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0066852188276028,-0.0061765637695234,-0.0070981190876028,-0.0210541674856766,0.002826769123481,0.0005086550580793,0.0005086550580793,0.098,0.0295,0.003,0.0,0.0502128019672989,0.0486305140621854,-0.0052086926003663,0.1139274907940657,Unsupported,34,2000,34,34,14,22.0,29,12.0,True,aca893f6f759cae59754c9f6add5dbbac5a6b1d574c43fa40dd7617f108bd2d7,-4.88532998776936e-11,-4.014930055085131e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,296,33,3299675438,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0021127444307322,0.0021324778008708,0.0021488300989555,-0.0002132439679126,0.0045898703209123,1.9733370138552697e-05,1.9733370138552697e-05,0.9645,0.3885,0.011,0.0,-0.0055321178197833,-0.0051292796378838,-0.0300178906120772,0.0208641264088659,Directionally positive but marginal,33,2000,33,33,14,21.0,28,12.0,True,3b6b45d180455e2a33de6664556c07f9f9a23fa8f502d443bd2057ebc389d188,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,296,33,3299675438,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.00211274443294,0.0021324778058786,0.0021488301005452,-0.0002132439762918,0.0045898703307685,1.973337293859068e-05,1.973337293859068e-05,0.9645,0.3885,0.011,0.0,-0.0055321178215335,-0.005129279642519,-0.0300178906730732,0.0208641264622607,Directionally positive but marginal,33,2000,33,33,14,21.0,28,12.0,True,3b6b45d180455e2a33de6664556c07f9f9a23fa8f502d443bd2057ebc389d188,2.207799915110442e-12,5.007800164130716e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge10pct,Future_Period,train_to_2012__test_from_2013,RandomForest,296,33,3299675438,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.005385889123158,-0.0045439872916474,-0.0054390130429882,-0.0369606095769229,0.0206044897040247,0.0008419018315106,0.0008419018315106,0.391,0.3235,0.2615,0.163,0.0367473936484668,0.0350378227444705,-0.04046125729203,0.1338802448431724,Setup-dependent,33,2000,33,33,14,21.0,28,12.0,True,3b6b45d180455e2a33de6664556c07f9f9a23fa8f502d443bd2057ebc389d188,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge10pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,296,33,3299675438,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.005385889123158,-0.0045439872916474,-0.0054390130429882,-0.0369606095769229,0.0206044897040247,0.0008419018315106,0.0008419018315106,0.391,0.3235,0.2615,0.163,0.0367473936484668,0.0350378227444705,-0.04046125729203,0.1338802448431724,Setup-dependent,33,2000,33,33,14,21.0,28,12.0,True,3b6b45d180455e2a33de6664556c07f9f9a23fa8f502d443bd2057ebc389d188,0.0,0.0,False
