sample_id_estimate,signal_estimate,target_role,target_estimate,universe,validation,split_id,algorithm,test_rows_estimate,test_countries_estimate,bootstrap_seed_estimate,comparison_type_estimate,left_predictor_estimate,right_predictor_estimate,bootstrap_replicates_estimate,point_delta_r2_estimate,bootstrap_median_delta_r2_estimate,bootstrap_mean_delta_r2_estimate,bootstrap_ci_low_delta_r2_estimate,bootstrap_ci_high_delta_r2_estimate,bootstrap_median_minus_point_delta_r2_estimate,bootstrap_abs_median_minus_point_delta_r2_estimate,p_delta_r2_gt_0_estimate,p_delta_r2_gt_0p0025_estimate,p_delta_r2_gt_0p005_estimate,p_delta_r2_gt_0p01_estimate,point_delta_mae_estimate,bootstrap_median_delta_mae_estimate,bootstrap_ci_low_delta_mae_estimate,bootstrap_ci_high_delta_mae_estimate,five_way_unit_verdict_estimate,countries_N_estimate,replicates_estimate,draws_min_estimate,draws_max_estimate,distinct_countries_min_estimate,distinct_countries_median_estimate,distinct_countries_max_estimate,duplicate_draws_median_estimate,all_replicates_exact_N_draws_estimate,draw_count_matrix_sha256_estimate,sample_id_score,signal_score,target_score,test_rows_score,test_countries_score,bootstrap_seed_score,comparison_type_score,left_predictor_score,right_predictor_score,bootstrap_replicates_score,point_delta_r2_score,bootstrap_median_delta_r2_score,bootstrap_mean_delta_r2_score,bootstrap_ci_low_delta_r2_score,bootstrap_ci_high_delta_r2_score,bootstrap_median_minus_point_delta_r2_score,bootstrap_abs_median_minus_point_delta_r2_score,p_delta_r2_gt_0_score,p_delta_r2_gt_0p0025_score,p_delta_r2_gt_0p005_score,p_delta_r2_gt_0p01_score,point_delta_mae_score,bootstrap_median_delta_mae_score,bootstrap_ci_low_delta_mae_score,bootstrap_ci_high_delta_mae_score,five_way_unit_verdict_score,countries_N_score,replicates_score,draws_min_score,draws_max_score,distinct_countries_min_score,distinct_countries_median_score,distinct_countries_max_score,duplicate_draws_median_score,all_replicates_exact_N_draws_score,draw_count_matrix_sha256_score,point_delta_r2_score_minus_estimate,bootstrap_median_score_minus_estimate,unit_verdict_changed
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2012__test_from_2013,RandomForest,257,29,1551040977,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0121188322141171,-0.0110904293624202,-0.0108311353193897,-0.0515012596219855,0.0308483334412059,0.0010284028516969,0.0010284028516969,0.29,0.2565,0.22,0.1635,-0.00883606415042,-0.0096044929697669,-0.0398888292308245,0.0249780644947831,Setup-dependent,29,2000,29,29,14,18.0,24,11.0,True,391aab15050d43bc87e1481d1e8e96bb04f006c1c604da043c06f02b7ceb56a5,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,257,29,1551040977,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0121188322141171,-0.0110904293624202,-0.0108311353193897,-0.0515012596219855,0.0308483334412059,0.0010284028516968,0.0010284028516968,0.29,0.2565,0.22,0.1635,-0.00883606415042,-0.0096044929697669,-0.0398888292308245,0.0249780644947831,Setup-dependent,29,2000,29,29,14,18.0,24,11.0,True,391aab15050d43bc87e1481d1e8e96bb04f006c1c604da043c06f02b7ceb56a5,0.0,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2012__test_from_2013,Ridge,257,29,1551040977,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.002286552931188,-0.0023586880499205,-0.0024813559822942,-0.0068888545724784,0.0012072883031169,-7.2135118732497e-05,7.2135118732497e-05,0.093,0.005,0.0,0.0,0.0049321263069433,0.0049016459290808,-0.0004854953064774,0.0108974025819355,Unsupported,29,2000,29,29,14,18.0,24,11.0,True,391aab15050d43bc87e1481d1e8e96bb04f006c1c604da043c06f02b7ceb56a5,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,257,29,1551040977,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0022865529058875,-0.0023586880213293,-0.0024813559557678,-0.0068888545507314,0.0012072883111693,-7.213511544185147e-05,7.213511544185147e-05,0.093,0.005,0.0,0.0,0.004932126265889,0.0049016458894477,-0.0004854953233371,0.0108974025229716,Unsupported,29,2000,29,29,14,18.0,24,11.0,True,391aab15050d43bc87e1481d1e8e96bb04f006c1c604da043c06f02b7ceb56a5,2.5300499976316226e-11,2.8591199720262583e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2014__test_from_2015,ElasticNet,202,29,2647337742,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0003480780572785,-0.0003752316899801,-0.0003589495153109,-0.0016973142759607,0.0009334253387589,-2.7153632701615305e-05,2.7153632701615305e-05,0.283,0.0,0.0,0.0,0.0004780206622332,0.0004758639619711,-0.0013684420108099,0.0022456054001389,Setup-dependent,29,2000,29,29,12,19.0,25,10.0,True,76134fbcfe8facace1cde6f784da769727c299fd330414359f07f31b9152d3c3,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,202,29,2647337742,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0003480780463028,-0.0003752316791442,-0.0003589495039926,-0.0016973142400214,0.0009334253241968,-2.7153632841336872e-05,2.7153632841336872e-05,0.283,0.0,0.0,0.0,0.0004780206509699,0.0004758639500107,-0.0013684419856654,0.0022456053520163,Setup-dependent,29,2000,29,29,12,19.0,25,10.0,True,76134fbcfe8facace1cde6f784da769727c299fd330414359f07f31b9152d3c3,1.0975700003804795e-11,1.083589999412854e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2014__test_from_2015,RandomForest,202,29,2647337742,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.020826270236429,0.022018319318633,0.0214918863917495,-0.0277397008972955,0.0687184396144886,0.001192049082204,0.001192049082204,0.8065,0.785,0.751,0.685,-0.0240390607257584,-0.0231125286984849,-0.0605355452194679,0.009845929076453,Directionally positive but marginal,29,2000,29,29,12,19.0,25,10.0,True,76134fbcfe8facace1cde6f784da769727c299fd330414359f07f31b9152d3c3,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,202,29,2647337742,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.020826270236429,0.022018319318633,0.0214918863917495,-0.0277397008972955,0.0687184396144886,0.001192049082204,0.001192049082204,0.8065,0.785,0.751,0.685,-0.0240390607257584,-0.0231125286984849,-0.0605355452194679,0.009845929076453,Directionally positive but marginal,29,2000,29,29,12,19.0,25,10.0,True,76134fbcfe8facace1cde6f784da769727c299fd330414359f07f31b9152d3c3,0.0,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2014__test_from_2015,Ridge,202,29,2647337742,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0003640388635423,-0.0003895824208017,-0.00037663947807,-0.0017108490031775,0.0008894056242752,-2.554355725942204e-05,2.554355725942204e-05,0.2685,0.0,0.0,0.0,0.0005838201738533,0.000583864608884,-0.0011680396357828,0.0022517738493193,Setup-dependent,29,2000,29,29,12,19.0,25,10.0,True,76134fbcfe8facace1cde6f784da769727c299fd330414359f07f31b9152d3c3,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,202,29,2647337742,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.000364038852054,-0.0003895824057409,-0.0003766394661844,-0.0017108489644948,0.0008894056097224,-2.5543553686890878e-05,2.5543553686890878e-05,0.2685,0.0,0.0,0.0,0.0005838201592566,0.0005838645931772,-0.0011680396156949,0.0022517737967981,Setup-dependent,29,2000,29,29,12,19.0,25,10.0,True,76134fbcfe8facace1cde6f784da769727c299fd330414359f07f31b9152d3c3,1.1488300003144325e-11,1.5060799992121926e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2015__test_from_2016,ElasticNet,175,26,1327298167,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0029771772136004,-0.0029146558082456,-0.003026865960536,-0.0077607070859183,0.0013712687498525,6.252140535484285e-05,6.252140535484285e-05,0.0975,0.006,0.0005,0.0,0.003649489555516,0.0035017123001459,-0.0034172087773875,0.0107776873648579,Unsupported,26,2000,26,26,11,17.0,22,9.0,True,70e1178f5dee8a617881d85bc7ff9b30fd74c0959e4e193212d14ea21257b8cf,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,175,26,1327298167,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0029771771917749,-0.0029146557843188,-0.0030268659385304,-0.0077607070501888,0.0013712687614589,6.252140745605095e-05,6.252140745605095e-05,0.0975,0.006,0.0005,0.0,0.0036494895335286,0.0035017122710113,-0.0034172087603547,0.0107776873246914,Unsupported,26,2000,26,26,11,17.0,22,9.0,True,70e1178f5dee8a617881d85bc7ff9b30fd74c0959e4e193212d14ea21257b8cf,2.182550017451601e-11,2.392680021126581e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2015__test_from_2016,RandomForest,175,26,1327298167,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0152657173945617,0.0128592975518253,0.0140415553279147,-0.0470519154242889,0.0827319318917066,-0.0024064198427364,0.0024064198427364,0.6425,0.6195,0.591,0.536,6.622653434884551e-05,0.0008588222358529,-0.0443410333398693,0.040531530406482,Setup-dependent,26,2000,26,26,11,17.0,22,9.0,True,70e1178f5dee8a617881d85bc7ff9b30fd74c0959e4e193212d14ea21257b8cf,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,175,26,1327298167,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0152657173945617,0.0128592975518253,0.0140415553279147,-0.0470519154242889,0.0827319318917066,-0.0024064198427364,0.0024064198427364,0.6425,0.6195,0.591,0.536,6.622653434884551e-05,0.0008588222358529,-0.0443410333398693,0.040531530406482,Setup-dependent,26,2000,26,26,11,17.0,22,9.0,True,70e1178f5dee8a617881d85bc7ff9b30fd74c0959e4e193212d14ea21257b8cf,0.0,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2015__test_from_2016,Ridge,175,26,1327298167,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0035317585685475,-0.0035850647272679,-0.0036257975875398,-0.0085919600873574,0.0011445564108242,-5.330615872034539e-05,5.330615872034539e-05,0.0725,0.0075,0.0005,0.0,0.003731627840798,0.0037141700403675,-0.0041454670837273,0.0110095880554527,Unsupported,26,2000,26,26,11,17.0,22,9.0,True,70e1178f5dee8a617881d85bc7ff9b30fd74c0959e4e193212d14ea21257b8cf,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,175,26,1327298167,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0035317585387767,-0.0035850646921661,-0.0036257975570716,-0.0085919600422575,0.0011445564295159,-5.330615338938749e-05,5.330615338938749e-05,0.0725,0.0075,0.0005,0.0,0.0037316278180786,0.003714170020911,-0.0041454670930984,0.0110095880087724,Unsupported,26,2000,26,26,11,17.0,22,9.0,True,70e1178f5dee8a617881d85bc7ff9b30fd74c0959e4e193212d14ea21257b8cf,2.977079997454335e-11,3.5101800372611125e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2016__test_from_2017,ElasticNet,150,26,3493563170,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0020725578416859,-0.0021209242551387,-0.0022760945081165,-0.0060362618037543,0.0005386050204552,-4.836641345284942e-05,4.836641345284942e-05,0.059,0.0005,0.0,0.0,0.002461541695777,0.0025412275129396,-0.003110121975182,0.0084971654206576,Unsupported,26,2000,26,26,11,17.0,22,9.0,True,88817a724cb9b2e7542a1e94edfae22bd63f4da629a03c2a213af9305db458b8,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,150,26,3493563170,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0020725578239203,-0.0021209242243294,-0.0022760944898357,-0.0060362617667737,0.0005386049951947,-4.836640040906115e-05,4.836640040906115e-05,0.059,0.0005,0.0,0.0,0.0024615416709358,0.0025412274803849,-0.0031101219773019,0.0084971653771212,Unsupported,26,2000,26,26,11,17.0,22,9.0,True,88817a724cb9b2e7542a1e94edfae22bd63f4da629a03c2a213af9305db458b8,1.7765599755192873e-11,3.080929998969251e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2016__test_from_2017,RandomForest,150,26,3493563170,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.006709439693123,-0.0047678881968201,-0.0059706380791369,-0.0480675109978114,0.0310575886228396,0.0019415514963029,0.0019415514963029,0.411,0.356,0.3125,0.2205,-0.0041372978159109,-0.0044970526660486,-0.0366482913593385,0.0264734168550158,Setup-dependent,26,2000,26,26,11,17.0,22,9.0,True,88817a724cb9b2e7542a1e94edfae22bd63f4da629a03c2a213af9305db458b8,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,150,26,3493563170,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.006709439693123,-0.0047678881968201,-0.0059706380791369,-0.0480675109978114,0.0310575886228398,0.0019415514963029,0.0019415514963029,0.411,0.356,0.3125,0.2205,-0.0041372978159109,-0.0044970526660486,-0.0366482913593385,0.0264734168550158,Setup-dependent,26,2000,26,26,11,17.0,22,9.0,True,88817a724cb9b2e7542a1e94edfae22bd63f4da629a03c2a213af9305db458b8,0.0,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2016__test_from_2017,Ridge,150,26,3493563170,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0021539644567967,-0.002209231125819,-0.0023705358570264,-0.0061835716651734,0.0004549181239,-5.526666902228028e-05,5.526666902228028e-05,0.0545,0.0,0.0,0.0,0.0024863296080843,0.0025761029356388,-0.0029920239791379,0.0083987987790265,Unsupported,26,2000,26,26,11,17.0,22,9.0,True,88817a724cb9b2e7542a1e94edfae22bd63f4da629a03c2a213af9305db458b8,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,150,26,3493563170,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0021539644366221,-0.0022092310918099,-0.0023705358357591,-0.0061835716047502,0.0004549181450937,-5.526665518779117e-05,5.526665518779117e-05,0.0545,0.0,0.0,0.0,0.0024863295825505,0.0025761029098667,-0.0029920239765832,0.0083987987344789,Unsupported,26,2000,26,26,11,17.0,22,9.0,True,88817a724cb9b2e7542a1e94edfae22bd63f4da629a03c2a213af9305db458b8,2.017459983794101e-11,3.400910022349768e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2018__test_from_2019,ElasticNet,100,26,857794889,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-1.2832725064804151e-06,-1.917666620776526e-06,-7.91797390484017e-07,-2.8196682504200155e-05,3.652896827004143e-05,-6.343941142961107e-07,6.343941142961107e-07,0.4515,0.0,0.0,0.0,5.21276643328239e-06,6.632267485984222e-06,-3.4329499329885385e-05,4.189396759186612e-05,Coverage-limited,26,2000,26,26,11,17.0,21,9.0,True,ec09a4557495b6c65fd18a1e05a735705f70f6c197bac7d3693a8925e305de41,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,100,26,857794889,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-1.2832723402800283e-06,-1.9176671592346928e-06,-7.917974800247806e-07,-2.8196674686678524e-05,3.652895663478478e-05,-6.343948189546644e-07,6.343948189546644e-07,0.4515,0.0,0.0,0.0,5.2127648434430185e-06,6.632264871297977e-06,-3.432948765121347e-05,4.189395238815838e-05,Coverage-limited,26,2000,26,26,11,17.0,21,9.0,True,ec09a4557495b6c65fd18a1e05a735705f70f6c197bac7d3693a8925e305de41,1.6620038678638593e-13,-5.384581669432009e-13,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2018__test_from_2019,RandomForest,100,26,857794889,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0063823889592036,0.0062998518860328,0.0066871092930455,-0.0248784536244237,0.0378340165707645,-8.253707317074088e-05,8.253707317074088e-05,0.6635,0.6055,0.5345,0.4105,-0.0314200142184559,-0.0297880036326688,-0.0702481537752424,0.0041381281469803,Coverage-limited,26,2000,26,26,11,17.0,21,9.0,True,ec09a4557495b6c65fd18a1e05a735705f70f6c197bac7d3693a8925e305de41,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,100,26,857794889,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0063823889592036,0.0062998518860328,0.0066871092930455,-0.0248784536244237,0.0378340165707645,-8.253707317074088e-05,8.253707317074088e-05,0.6635,0.6055,0.5345,0.4105,-0.0314200142184559,-0.0297880036326688,-0.0702481537752424,0.0041381281469803,Coverage-limited,26,2000,26,26,11,17.0,21,9.0,True,ec09a4557495b6c65fd18a1e05a735705f70f6c197bac7d3693a8925e305de41,0.0,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2018__test_from_2019,Ridge,100,26,857794889,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,6.574449328722309e-06,1.2151469196808318e-05,6.834167502239862e-08,-0.0003625399351935,0.000273639124357,5.577019868086008e-06,5.577019868086008e-06,0.5345,0.0,0.0,0.0,-8.84113492980454e-05,-9.449938274891378e-05,-0.000450091011844,0.0002994996543437,Coverage-limited,26,2000,26,26,11,17.0,21,9.0,True,ec09a4557495b6c65fd18a1e05a735705f70f6c197bac7d3693a8925e305de41,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,100,26,857794889,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,6.57444918217287e-06,1.2151468741561366e-05,6.834129747335104e-08,-0.0003625399493124,0.0002736391334805,5.577019559388496e-06,5.577019559388496e-06,0.5345,0.0,0.0,0.0,-8.84113517577445e-05,-9.449938569289218e-05,-0.0004500910279147,0.0002994996656183,Coverage-limited,26,2000,26,26,11,17.0,21,9.0,True,ec09a4557495b6c65fd18a1e05a735705f70f6c197bac7d3693a8925e305de41,-1.4654943925052066e-13,-4.552469512475454e-13,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,1390,69,2748375429,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0014731082748452,-0.0015112166385435,-0.0015530653660526,-0.0041722954069017,0.0008044619233155,-3.810836369833037e-05,3.810836369833037e-05,0.106,0.0,0.0,0.0,-0.000175097569749,-0.0001557550001929,-0.0027769916778799,0.0023066043020881,Unsupported,69,2000,69,69,36,44.0,52,25.0,True,82655591668e61915fd09b4b8f747438345e8d60ea9fcdd79c42524f5eff63d3,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,1390,69,2748375429,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0014731082828481,-0.0015112166480979,-0.0015530653741746,-0.0041722954241313,0.0008044619208108,-3.8108365249756027e-05,3.8108365249756027e-05,0.106,0.0,0.0,0.0,-0.0001750975645253,-0.0001557549977307,-0.0027769916728384,0.002306604314304,Unsupported,69,2000,69,69,36,44.0,52,25.0,True,82655591668e61915fd09b4b8f747438345e8d60ea9fcdd79c42524f5eff63d3,-8.002899992004542e-12,-9.554399806044334e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,1390,69,2748375429,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0004438235295318,0.0011905163206253,0.0004512943001666,-0.0287253546969735,0.0252861684741032,0.0007466927910934,0.0007466927910934,0.534,0.4545,0.3825,0.243,-0.0005915027262337,-0.0013717050071387,-0.0197917377829344,0.023902972866303,Setup-dependent,69,2000,69,69,36,44.0,52,25.0,True,82655591668e61915fd09b4b8f747438345e8d60ea9fcdd79c42524f5eff63d3,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,1390,69,2748375429,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0004438235295318,0.0011905163206253,0.0004512943001666,-0.0287253546969735,0.0252861684741032,0.0007466927910934,0.0007466927910934,0.534,0.4545,0.3825,0.243,-0.0005915027262337,-0.0013717050071387,-0.0197917377829344,0.023902972866303,Setup-dependent,69,2000,69,69,36,44.0,52,25.0,True,82655591668e61915fd09b4b8f747438345e8d60ea9fcdd79c42524f5eff63d3,0.0,0.0,False
