analysis_status,frozen_primary_scale,sensitivity_scale,same_frozen_workbook,decision_bearing_setups_per_scale,decision_bearing_units_per_scale,identical_matched_row_sets,unit_verdict_changes_with_shared_bootstrap_draws,setup_verdict_changes,maximum_absolute_point_delta_r2_difference,maximum_absolute_bootstrap_median_delta_r2_difference,estimate_overall_classification,score_overall_classification,estimate_setup_pattern,score_setup_pattern,scale_relation_slope,scale_relation_intercept,scale_relation_max_abs_residual
Post hoc measurement-scale sensitivity; frozen primary result unchanged,WGI Regulatory Quality governance estimate (standard-unit scale),WGI Regulatory Quality governance score (0-100),WGI 2025 Revision,10,180,True,0,0,1.0571470088205359e-10,1.1329840191032226e-10,Setup-dependent,Setup-dependent,0 material; 0 marginal; 10 setup-dependent; 0 unsupported; 0 coverage-limited,0 material; 0 marginal; 10 setup-dependent; 0 unsupported; 0 coverage-limited,15.77142063703151,54.86279187337087,5.0214687519201107e-08
