sample_id_estimate,signal_estimate,target_role,target_estimate,universe,validation,split_id,algorithm,test_rows_estimate,test_countries_estimate,bootstrap_seed_estimate,comparison_type_estimate,left_predictor_estimate,right_predictor_estimate,bootstrap_replicates_estimate,point_delta_r2_estimate,bootstrap_median_delta_r2_estimate,bootstrap_mean_delta_r2_estimate,bootstrap_ci_low_delta_r2_estimate,bootstrap_ci_high_delta_r2_estimate,bootstrap_median_minus_point_delta_r2_estimate,bootstrap_abs_median_minus_point_delta_r2_estimate,p_delta_r2_gt_0_estimate,p_delta_r2_gt_0p0025_estimate,p_delta_r2_gt_0p005_estimate,p_delta_r2_gt_0p01_estimate,point_delta_mae_estimate,bootstrap_median_delta_mae_estimate,bootstrap_ci_low_delta_mae_estimate,bootstrap_ci_high_delta_mae_estimate,five_way_unit_verdict_estimate,countries_N_estimate,replicates_estimate,draws_min_estimate,draws_max_estimate,distinct_countries_min_estimate,distinct_countries_median_estimate,distinct_countries_max_estimate,duplicate_draws_median_estimate,all_replicates_exact_N_draws_estimate,draw_count_matrix_sha256_estimate,sample_id_score,signal_score,target_score,test_rows_score,test_countries_score,bootstrap_seed_score,comparison_type_score,left_predictor_score,right_predictor_score,bootstrap_replicates_score,point_delta_r2_score,bootstrap_median_delta_r2_score,bootstrap_mean_delta_r2_score,bootstrap_ci_low_delta_r2_score,bootstrap_ci_high_delta_r2_score,bootstrap_median_minus_point_delta_r2_score,bootstrap_abs_median_minus_point_delta_r2_score,p_delta_r2_gt_0_score,p_delta_r2_gt_0p0025_score,p_delta_r2_gt_0p005_score,p_delta_r2_gt_0p01_score,point_delta_mae_score,bootstrap_median_delta_mae_score,bootstrap_ci_low_delta_mae_score,bootstrap_ci_high_delta_mae_score,five_way_unit_verdict_score,countries_N_score,replicates_score,draws_min_score,draws_max_score,distinct_countries_min_score,distinct_countries_median_score,distinct_countries_max_score,duplicate_draws_median_score,all_replicates_exact_N_draws_score,draw_count_matrix_sha256_score,point_delta_r2_score_minus_estimate,unit_verdict_changed
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2015__test_from_2016,RandomForest,175,26,1327298167,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0152657173945617,0.0128592975518253,0.0140415553279147,-0.0470519154242889,0.0827319318917066,-0.0024064198427364,0.0024064198427364,0.6425,0.6195,0.591,0.536,6.622653434884551e-05,0.0008588222358529,-0.0443410333398693,0.040531530406482,Setup-dependent,26,2000,26,26,11,17.0,22,9.0,True,70e1178f5dee8a617881d85bc7ff9b30fd74c0959e4e193212d14ea21257b8cf,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,175,26,2875854895,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0152657173945617,0.0142440893755527,0.0144856167082114,-0.0473427023177147,0.0796021971973917,-0.0010216280190089,0.0010216280190089,0.657,0.63,0.601,0.5465,6.622653434884551e-05,0.0009853162547709,-0.0453438450470059,0.0430987285207906,Setup-dependent,26,2000,26,26,12,17.0,22,9.0,True,35be3d6054d4a1d0421827b75278964c6abeb690f0b5e46a141a8677c7b355c4,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2015__test_from_2016,Ridge,175,26,1327298167,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0035317585685475,-0.0035850647272679,-0.0036257975875398,-0.0085919600873574,0.0011445564108242,-5.330615872034539e-05,5.330615872034539e-05,0.0725,0.0075,0.0005,0.0,0.003731627840798,0.0037141700403675,-0.0041454670837273,0.0110095880554527,Unsupported,26,2000,26,26,11,17.0,22,9.0,True,70e1178f5dee8a617881d85bc7ff9b30fd74c0959e4e193212d14ea21257b8cf,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,175,26,2875854895,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0035317585387767,-0.0036797827481199,-0.0037385030202461,-0.0091375222032839,0.0012859114140924,-0.0001480242093432,0.0001480242093432,0.066,0.008,0.0015,0.0,0.0037316278180786,0.0040745321640869,-0.0040715989302325,0.0112790474320228,Unsupported,26,2000,26,26,12,17.0,22,9.0,True,35be3d6054d4a1d0421827b75278964c6abeb690f0b5e46a141a8677c7b355c4,2.977079997454335e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2016__test_from_2017,ElasticNet,150,26,3493563170,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0020725578416859,-0.0021209242551387,-0.0022760945081165,-0.0060362618037543,0.0005386050204552,-4.836641345284942e-05,4.836641345284942e-05,0.059,0.0005,0.0,0.0,0.002461541695777,0.0025412275129396,-0.003110121975182,0.0084971654206576,Unsupported,26,2000,26,26,11,17.0,22,9.0,True,88817a724cb9b2e7542a1e94edfae22bd63f4da629a03c2a213af9305db458b8,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,150,26,2164518189,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0020725578239203,-0.0021805556996077,-0.0022751176392738,-0.0056820336594488,0.0005527463181609,-0.0001079978756874,0.0001079978756874,0.0615,0.002,0.0,0.0,0.0024615416709358,0.0025557117728292,-0.0031950156179992,0.0082875170069181,Unsupported,26,2000,26,26,11,17.0,22,9.0,True,f133f8cb6facb3fa452299d44642234f15b8eba3b953cad35cec563bec6331f3,1.7765599755192873e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2016__test_from_2017,RandomForest,150,26,3493563170,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.006709439693123,-0.0047678881968201,-0.0059706380791369,-0.0480675109978114,0.0310575886228396,0.0019415514963029,0.0019415514963029,0.411,0.356,0.3125,0.2205,-0.0041372978159109,-0.0044970526660486,-0.0366482913593385,0.0264734168550158,Setup-dependent,26,2000,26,26,11,17.0,22,9.0,True,88817a724cb9b2e7542a1e94edfae22bd63f4da629a03c2a213af9305db458b8,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,150,26,2164518189,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.006709439693123,-0.0042924795367472,-0.0052191607471836,-0.0472747411736688,0.032303109268975,0.0024169601563758,0.0024169601563758,0.4175,0.37,0.3285,0.2345,-0.0041372978159109,-0.0043957838809083,-0.0377115284249947,0.0248799468541939,Setup-dependent,26,2000,26,26,11,17.0,22,9.0,True,f133f8cb6facb3fa452299d44642234f15b8eba3b953cad35cec563bec6331f3,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2016__test_from_2017,Ridge,150,26,3493563170,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0021539644567967,-0.002209231125819,-0.0023705358570264,-0.0061835716651734,0.0004549181239,-5.526666902228028e-05,5.526666902228028e-05,0.0545,0.0,0.0,0.0,0.0024863296080843,0.0025761029356388,-0.0029920239791379,0.0083987987790265,Unsupported,26,2000,26,26,11,17.0,22,9.0,True,88817a724cb9b2e7542a1e94edfae22bd63f4da629a03c2a213af9305db458b8,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,150,26,2164518189,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0021539644366221,-0.0022721531908032,-0.0023672521264763,-0.0058053528882259,0.0004873693533182,-0.000118188754181,0.000118188754181,0.0575,0.002,0.0,0.0,0.0024863295825505,0.0025917836728048,-0.0031040435934423,0.0082544962096036,Unsupported,26,2000,26,26,11,17.0,22,9.0,True,f133f8cb6facb3fa452299d44642234f15b8eba3b953cad35cec563bec6331f3,2.017459983794101e-11,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2018__test_from_2019,ElasticNet,100,26,857794889,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-1.2832725064804151e-06,-1.917666620776526e-06,-7.91797390484017e-07,-2.8196682504200155e-05,3.652896827004143e-05,-6.343941142961107e-07,6.343941142961107e-07,0.4515,0.0,0.0,0.0,5.21276643328239e-06,6.632267485984222e-06,-3.4329499329885385e-05,4.189396759186612e-05,Coverage-limited,26,2000,26,26,11,17.0,21,9.0,True,ec09a4557495b6c65fd18a1e05a735705f70f6c197bac7d3693a8925e305de41,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,100,26,3875216240,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-1.2832723402800283e-06,-2.349121866751513e-06,-1.0656710978420023e-06,-2.9747901390581027e-05,3.616935597411385e-05,-1.0658495264714851e-06,1.0658495264714851e-06,0.433,0.0,0.0,0.0,5.2127648434430185e-06,5.975969382232549e-06,-3.4337809411147394e-05,4.267549275961121e-05,Coverage-limited,26,2000,26,26,12,17.0,21,9.0,True,088a50bdbb9ef120efe923f0115589b111fc7d86131a09e38469ed7984237fc8,1.6620038678638593e-13,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2018__test_from_2019,RandomForest,100,26,857794889,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0063823889592036,0.0062998518860328,0.0066871092930455,-0.0248784536244237,0.0378340165707645,-8.253707317074088e-05,8.253707317074088e-05,0.6635,0.6055,0.5345,0.4105,-0.0314200142184559,-0.0297880036326688,-0.0702481537752424,0.0041381281469803,Coverage-limited,26,2000,26,26,11,17.0,21,9.0,True,ec09a4557495b6c65fd18a1e05a735705f70f6c197bac7d3693a8925e305de41,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,100,26,3875216240,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0063823889592036,0.0067140401206163,0.0072304546886761,-0.0241724647333883,0.0408044991312623,0.0003316511614127,0.0003316511614127,0.675,0.613,0.5495,0.4155,-0.0314200142184559,-0.0307423872828247,-0.074026386506418,0.0047708986372079,Coverage-limited,26,2000,26,26,12,17.0,21,9.0,True,088a50bdbb9ef120efe923f0115589b111fc7d86131a09e38469ed7984237fc8,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2018__test_from_2019,Ridge,100,26,857794889,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,6.574449328722309e-06,1.2151469196808318e-05,6.834167502239862e-08,-0.0003625399351935,0.000273639124357,5.577019868086008e-06,5.577019868086008e-06,0.5345,0.0,0.0,0.0,-8.84113492980454e-05,-9.449938274891378e-05,-0.000450091011844,0.0002994996543437,Coverage-limited,26,2000,26,26,11,17.0,21,9.0,True,ec09a4557495b6c65fd18a1e05a735705f70f6c197bac7d3693a8925e305de41,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,100,26,3875216240,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,6.57444918217287e-06,1.8871790279761932e-05,4.251044385827962e-06,-0.000353460239286,0.000276641078518,1.2297341097589063e-05,1.2297341097589063e-05,0.548,0.0,0.0,0.0,-8.84113517577445e-05,-9.19609319570136e-05,-0.0004633054753596,0.0003134112914714,Coverage-limited,26,2000,26,26,12,17.0,21,9.0,True,088a50bdbb9ef120efe923f0115589b111fc7d86131a09e38469ed7984237fc8,-1.4654943925052066e-13,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,1390,69,2748375429,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0014731082748452,-0.0015112166385435,-0.0015530653660526,-0.0041722954069017,0.0008044619233155,-3.810836369833037e-05,3.810836369833037e-05,0.106,0.0,0.0,0.0,-0.000175097569749,-0.0001557550001929,-0.0027769916778799,0.0023066043020881,Unsupported,69,2000,69,69,36,44.0,52,25.0,True,82655591668e61915fd09b4b8f747438345e8d60ea9fcdd79c42524f5eff63d3,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,1390,69,1526732898,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0014731082828481,-0.0014128751827957,-0.0015071879133635,-0.0042143310096385,0.0007652826250094,6.023310005243143e-05,6.023310005243143e-05,0.114,0.001,0.0,0.0,-0.0001750975645253,-0.0001443547346718,-0.0027008010029064,0.0023804874989739,Unsupported,69,2000,69,69,35,44.0,51,25.0,True,9c4d529a655da26eb5f84d91d6f95fbd4f5753a0fe7545743516cc461066e8d3,-8.002899992004542e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,1390,69,2748375429,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0004438235295318,0.0011905163206253,0.0004512943001666,-0.0287253546969735,0.0252861684741032,0.0007466927910934,0.0007466927910934,0.534,0.4545,0.3825,0.243,-0.0005915027262337,-0.0013717050071387,-0.0197917377829344,0.023902972866303,Setup-dependent,69,2000,69,69,36,44.0,52,25.0,True,82655591668e61915fd09b4b8f747438345e8d60ea9fcdd79c42524f5eff63d3,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,1390,69,1526732898,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0004438235295318,0.0004546547573897,-0.0001214061106327,-0.0284400619756885,0.024207857155155,1.0831227857888148e-05,1.0831227857888148e-05,0.517,0.4395,0.3595,0.2195,-0.0005915027262337,-0.0007876980949365,-0.0195877953127074,0.0232153615192982,Setup-dependent,69,2000,69,69,35,44.0,51,25.0,True,9c4d529a655da26eb5f84d91d6f95fbd4f5753a0fe7545743516cc461066e8d3,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,1390,69,2748375429,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0015195152290085,-0.0015187756752372,-0.0016495376087654,-0.0068215304594662,0.0027151672371974,7.395537712784339e-07,7.395537712784339e-07,0.2635,0.032,0.0005,0.0,-0.000612888051765,-0.0005492200104231,-0.004699791916232,0.0037906708702582,Setup-dependent,69,2000,69,69,36,44.0,52,25.0,True,82655591668e61915fd09b4b8f747438345e8d60ea9fcdd79c42524f5eff63d3,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,1390,69,1526732898,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0015195152383689,-0.0014484655997486,-0.001581536982582,-0.006998908667971,0.0026831093884074,7.104963862025748e-05,7.104963862025748e-05,0.273,0.035,0.001,0.0,-0.0006128880474787,-0.0006590764614938,-0.0047395494127749,0.0038880834924343,Setup-dependent,69,2000,69,69,35,44.0,51,25.0,True,9c4d529a655da26eb5f84d91d6f95fbd4f5753a0fe7545743516cc461066e8d3,-9.36040004187455e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,627,68,2032981140,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-4.725912919889552e-07,-4.649105246889995e-07,-4.859954985713677e-07,-1.959268029391725e-06,9.339905235605792e-07,7.680767299955704e-09,7.680767299955704e-09,0.249,0.0,0.0,0.0,-6.541866327536283e-07,-6.357479114815767e-07,-2.217516472707848e-06,8.670096399460146e-07,Setup-dependent,68,2000,68,68,34,43.0,54,25.0,True,9b8f349c666092082140371d25500e23fb9e6f701b47ecc76d790444d89658b4,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,627,68,3896865375,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-4.725912734482307e-07,-4.981646086199554e-07,-4.996072647704408e-07,-1.959744320856326e-06,9.194561444797464e-07,-2.5573335171724665e-08,2.5573335171724665e-08,0.257,0.0,0.0,0.0,-6.541866068854318e-07,-6.47052386559821e-07,-2.1615216382636635e-06,8.624973324100614e-07,Setup-dependent,68,2000,68,68,34,43.0,53,25.0,True,3e750784ff3da4ba301d2862cba3b840c4fa61ad8a5f3d90fdd0ac9ca071fa16,1.8540724511240114e-14,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,RandomForest,627,68,2032981140,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0215000505784909,0.0214030159193047,0.0211724309544076,-0.0146900788239846,0.0565836283205923,-9.703465918620148e-05,9.703465918620148e-05,0.874,0.8445,0.8145,0.7295,-0.0163217187672194,-0.0161784090920541,-0.0400169840041058,0.0061869899226324,Directionally positive but marginal,68,2000,68,68,34,43.0,54,25.0,True,9b8f349c666092082140371d25500e23fb9e6f701b47ecc76d790444d89658b4,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,627,68,3896865375,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0215000505784909,0.0208206251438708,0.0203198357772713,-0.0172712295714511,0.0590205058479418,-0.00067942543462,0.00067942543462,0.8615,0.8285,0.7935,0.7145,-0.0163217187672194,-0.0161602936192988,-0.039253597527884,0.0070615258057945,Directionally positive but marginal,68,2000,68,68,34,43.0,53,25.0,True,3e750784ff3da4ba301d2862cba3b840c4fa61ad8a5f3d90fdd0ac9ca071fa16,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,Ridge,627,68,2032981140,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0015996033140817,0.0015929766058768,0.00162570754272,0.0002276660450476,0.0033229354228468,-6.626708204837684e-06,6.626708204837684e-06,0.989,0.1235,0.0,0.0,-0.0011232679691075,-0.0011300397039272,-0.0028962397742904,0.0006921298723945,Directionally positive but marginal,68,2000,68,68,34,43.0,54,25.0,True,9b8f349c666092082140371d25500e23fb9e6f701b47ecc76d790444d89658b4,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,627,68,3896865375,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0015996033234394,0.0016170088131881,0.0016389873004515,0.0001958525556889,0.0032112874153895,1.740548974865641e-05,1.740548974865641e-05,0.987,0.1315,0.0005,0.0,-0.0011232679792692,-0.0011148966038678,-0.003046476375741,0.0007499434113999,Directionally positive but marginal,68,2000,68,68,34,43.0,53,25.0,True,3e750784ff3da4ba301d2862cba3b840c4fa61ad8a5f3d90fdd0ac9ca071fa16,9.357699944784192e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2014__test_from_2015,ElasticNet,496,68,168411736,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.000645153740985,0.0006564669361782,0.0006530634142298,-0.0004564882340853,0.0017546435521343,1.1313195193152216e-05,1.1313195193152216e-05,0.894,0.001,0.0,0.0,-0.0002845599349112,-0.0002792860718652,-0.0014906181016373,0.000976905835496,Directionally positive but marginal,68,2000,68,68,34,43.0,51,25.0,True,a61d58724c71a24ccba5c513ef8c59097a49853ce1e091c18e814edb874bd6c7,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,496,68,4002381505,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0006451537438009,0.0006693985529422,0.0006640796837004,-0.0004624087268361,0.001773082315626,2.4244809141316104e-05,2.4244809141316104e-05,0.8885,0.002,0.0,0.0,-0.0002845599373748,-0.0002916980141968,-0.0015130123508685,0.0009425589144925,Directionally positive but marginal,68,2000,68,68,36,43.0,52,25.0,True,b7a8ebaca8184a1e04d8fee32ea26919e7f9e4354c901d9377330b2dab9e5cef,2.8158999654595562e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,normalized,Inward_FDI_Net_Flow_GDP_Pct_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2014__test_from_2015,RandomForest,496,68,168411736,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.005652291029991,0.0058937168833761,0.0057253181840167,-0.0220727240874686,0.0314275012337489,0.0002414258533851,0.0002414258533851,0.694,0.613,0.5275,0.3715,-0.0075899452492653,-0.0077550083935378,-0.0276779331770319,0.0112713424594113,Setup-dependent,68,2000,68,68,34,43.0,51,25.0,True,a61d58724c71a24ccba5c513ef8c59097a49853ce1e091c18e814edb874bd6c7,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__normalized__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_GDP_Pct_asinh,496,68,4002381505,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.005652291029991,0.0055058687875222,0.0054985267497392,-0.0204990656161107,0.0330330963622006,-0.0001464222424688,0.0001464222424688,0.6485,0.5825,0.5115,0.3655,-0.0075899452492653,-0.0073332102805762,-0.0282415178163306,0.0121566061606902,Setup-dependent,68,2000,68,68,36,43.0,52,25.0,True,b7a8ebaca8184a1e04d8fee32ea26919e7f9e4354c901d9377330b2dab9e5cef,0.0,False
