sample_id_estimate,signal_estimate,target_role,target_estimate,universe,validation,split_id,algorithm,test_rows_estimate,test_countries_estimate,bootstrap_seed_estimate,comparison_type_estimate,left_predictor_estimate,right_predictor_estimate,bootstrap_replicates_estimate,point_delta_r2_estimate,bootstrap_median_delta_r2_estimate,bootstrap_mean_delta_r2_estimate,bootstrap_ci_low_delta_r2_estimate,bootstrap_ci_high_delta_r2_estimate,bootstrap_median_minus_point_delta_r2_estimate,bootstrap_abs_median_minus_point_delta_r2_estimate,p_delta_r2_gt_0_estimate,p_delta_r2_gt_0p0025_estimate,p_delta_r2_gt_0p005_estimate,p_delta_r2_gt_0p01_estimate,point_delta_mae_estimate,bootstrap_median_delta_mae_estimate,bootstrap_ci_low_delta_mae_estimate,bootstrap_ci_high_delta_mae_estimate,five_way_unit_verdict_estimate,countries_N_estimate,replicates_estimate,draws_min_estimate,draws_max_estimate,distinct_countries_min_estimate,distinct_countries_median_estimate,distinct_countries_max_estimate,duplicate_draws_median_estimate,all_replicates_exact_N_draws_estimate,draw_count_matrix_sha256_estimate,sample_id_score,signal_score,target_score,test_rows_score,test_countries_score,bootstrap_seed_score,comparison_type_score,left_predictor_score,right_predictor_score,bootstrap_replicates_score,point_delta_r2_score,bootstrap_median_delta_r2_score,bootstrap_mean_delta_r2_score,bootstrap_ci_low_delta_r2_score,bootstrap_ci_high_delta_r2_score,bootstrap_median_minus_point_delta_r2_score,bootstrap_abs_median_minus_point_delta_r2_score,p_delta_r2_gt_0_score,p_delta_r2_gt_0p0025_score,p_delta_r2_gt_0p005_score,p_delta_r2_gt_0p01_score,point_delta_mae_score,bootstrap_median_delta_mae_score,bootstrap_ci_low_delta_mae_score,bootstrap_ci_high_delta_mae_score,five_way_unit_verdict_score,countries_N_score,replicates_score,draws_min_score,draws_max_score,distinct_countries_min_score,distinct_countries_median_score,distinct_countries_max_score,duplicate_draws_median_score,all_replicates_exact_N_draws_score,draw_count_matrix_sha256_score,point_delta_r2_score_minus_estimate,unit_verdict_changed
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,1391,69,1632570011,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0004403829389109,0.0004826736152438,0.0003692814928726,-0.0028452401601698,0.0031133956083574,4.2290676332934485e-05,4.2290676332934485e-05,0.623,0.0675,0.0,0.0,-0.0048191970279254,-0.0047148487989789,-0.021402768999191,0.0114999447555791,Setup-dependent,69,2000,69,69,35,44.0,52,25.0,True,65055adcd68d844cb6195303858fd6a9f72a6efe21c4b8ef88955f0d8dfcfb0c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1391,69,2985981845,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0004403829322087,0.0005398847947431,0.0004519194008628,-0.0027557790274268,0.0031123867815735,9.95018625344346e-05,9.95018625344346e-05,0.6385,0.0875,0.001,0.0,-0.0048191970111064,-0.0049164249964803,-0.0220152039252339,0.0117411155120448,Setup-dependent,69,2000,69,69,34,44.0,53,25.0,True,07983cd89d54b10dbd55c982cafe28bcda9328b89396658361fb0b24344727a4,-6.702199992908442e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,1391,69,1632570011,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0229243409888471,0.0233551793875554,0.0233360471232552,-0.0027218837155265,0.0499115818611093,0.0004308383987083,0.0004308383987083,0.9625,0.9465,0.9235,0.8435,-0.0353745308823296,-0.0341276459426639,-0.1139309461031693,0.0394347667193709,Directionally positive but marginal,69,2000,69,69,35,44.0,52,25.0,True,65055adcd68d844cb6195303858fd6a9f72a6efe21c4b8ef88955f0d8dfcfb0c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1391,69,2985981845,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0229243409888471,0.0223540909709937,0.0227852226687674,-0.0025968030411667,0.0490608451217708,-0.0005702500178533,0.0005702500178533,0.9575,0.9445,0.915,0.839,-0.0353745308823296,-0.0342208906171173,-0.1097039049813747,0.0375415235433529,Directionally positive but marginal,69,2000,69,69,34,44.0,53,25.0,True,07983cd89d54b10dbd55c982cafe28bcda9328b89396658361fb0b24344727a4,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,1391,69,1632570011,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0004240233616504,0.0004689597308722,0.0003416318950046,-0.0032068303520046,0.0033787293451822,4.49363692217597e-05,4.49363692217597e-05,0.609,0.0855,0.0005,0.0,-0.0043501485303258,-0.004219429126909,-0.0219502742604553,0.012961862514974,Setup-dependent,69,2000,69,69,35,44.0,52,25.0,True,65055adcd68d844cb6195303858fd6a9f72a6efe21c4b8ef88955f0d8dfcfb0c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,1391,69,2985981845,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0004240233543955,0.0005188359439757,0.0004334877534088,-0.003200536922863,0.0034152384290843,9.481258958027317e-05,9.481258958027317e-05,0.623,0.107,0.0015,0.0,-0.0043501485138484,-0.0044793689992155,-0.0223721331130843,0.0135432049251069,Setup-dependent,69,2000,69,69,34,44.0,53,25.0,True,07983cd89d54b10dbd55c982cafe28bcda9328b89396658361fb0b24344727a4,-7.254899968538869e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,628,68,2978070070,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0014768455916419,-0.0014915216620054,-0.0014761500898707,-0.0022345549102516,-0.0006380485171968,-1.4676070363484062e-05,1.4676070363484062e-05,0.0,0.0,0.0,0.0,0.0005310159042286,0.0004334019564755,-0.0050982680234295,0.0061997962660122,Unsupported,68,2000,68,68,33,43.0,51,25.0,True,ec6aa2149fe07030f4226122b46ac54d5ed90bf10a2a938fabbd89b071c761a0,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,628,68,335614021,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0014768455866118,-0.001474927539397,-0.0014749631292666,-0.0022351454561854,-0.0006684816016484,1.9180472148327965e-06,1.9180472148327965e-06,0.0,0.0,0.0,0.0,0.0005310158992113,0.0006083939893072,-0.0047084434288731,0.0058552615437598,Unsupported,68,2000,68,68,35,43.0,53,25.0,True,9a87155a26923b5352697f5cb044040b83bc6cc5788effffb00ae7b829c10e4b,5.0301000344143976e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,RandomForest,628,68,2978070070,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0030420088805072,-0.0030577009371654,-0.0035341812417167,-0.0308610165536276,0.0230699672386034,-1.5692056658245246e-05,1.5692056658245246e-05,0.41,0.345,0.2795,0.1575,-0.0508259234655965,-0.0504373839935973,-0.1193685956648518,0.0245377210954398,Setup-dependent,68,2000,68,68,33,43.0,51,25.0,True,ec6aa2149fe07030f4226122b46ac54d5ed90bf10a2a938fabbd89b071c761a0,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,628,68,335614021,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.003042008880507,-0.0029187015559368,-0.0029941626848975,-0.0318619531360206,0.0229758739803498,0.0001233073245702,0.0001233073245702,0.4215,0.3515,0.2895,0.181,-0.0508259234655965,-0.0521004716991413,-0.126247588516107,0.02434461439425,Setup-dependent,68,2000,68,68,35,43.0,53,25.0,True,9a87155a26923b5352697f5cb044040b83bc6cc5788effffb00ae7b829c10e4b,1.9992688060632702e-16,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,Ridge,628,68,2978070070,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0022358869884507,-0.0022579035629602,-0.002237602600734,-0.0033525153872545,-0.0010051367194018,-2.20165745094536e-05,2.20165745094536e-05,0.0,0.0,0.0,0.0,0.0014493566430338,0.0012828537813953,-0.0069273579245476,0.0100513817243077,Unsupported,68,2000,68,68,33,43.0,51,25.0,True,ec6aa2149fe07030f4226122b46ac54d5ed90bf10a2a938fabbd89b071c761a0,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,628,68,335614021,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0022358869827291,-0.0022272895436742,-0.0022352649930749,-0.0033580378180233,-0.0010665456977031,8.597439054847111e-06,8.597439054847111e-06,0.0,0.0,0.0,0.0,0.001449356637956,0.0015924762836589,-0.0062474495179826,0.0094322945549629,Unsupported,68,2000,68,68,35,43.0,53,25.0,True,9a87155a26923b5352697f5cb044040b83bc6cc5788effffb00ae7b829c10e4b,5.721599843216962e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2014__test_from_2015,ElasticNet,497,68,2101620103,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-2.7210628017471095e-07,-2.6679168407817144e-07,-2.6631678697292e-07,-5.307963094169921e-07,1.592589937704497e-08,5.314596096539503e-09,5.314596096539503e-09,0.035,0.0,0.0,0.0,-1.5454045434459829e-06,-1.52734980640723e-06,-2.568616518117128e-06,-4.457411844904784e-07,Unsupported,68,2000,68,68,35,43.0,51,25.0,True,d9deca85c5a653bab6a94e4b2e38d86978e731624ec00ac02a75144770820038,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,497,68,1077112231,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-2.72106420395879e-07,-2.5917874663106133e-07,-2.573850386196064e-07,-5.26575230769266e-07,2.6718507700750977e-08,1.2927673764817628e-08,1.2927673764817628e-08,0.039,0.0,0.0,0.0,-1.5454053388097575e-06,-1.5349515845031192e-06,-2.6462109608105243e-06,-4.78048582652768e-07,Unsupported,68,2000,68,68,34,43.0,52,25.0,True,9da0aecb7b45c778a2daf2c8cf0696faaa95d34cd44bfb98fd8c67c199c7e242,-1.4022116806309683e-13,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2014__test_from_2015,RandomForest,497,68,2101620103,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0006739516766257,0.0008621604214907,1.979976274578244e-05,-0.049017742486708,0.0439622712111521,0.0001882087448649,0.0001882087448649,0.515,0.4705,0.4315,0.3415,-0.0406085884898925,-0.0391370296223747,-0.1450307427953417,0.0530302096345202,Setup-dependent,68,2000,68,68,35,43.0,51,25.0,True,d9deca85c5a653bab6a94e4b2e38d86978e731624ec00ac02a75144770820038,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,497,68,1077112231,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0006739516766257,0.0011702025070626,0.0006143055131453,-0.0454401204215259,0.043660112718155,0.0004962508304368,0.0004962508304368,0.522,0.477,0.431,0.3465,-0.0406085884898925,-0.040499235579131,-0.1414179648595226,0.0564756633039089,Setup-dependent,68,2000,68,68,34,43.0,52,25.0,True,9da0aecb7b45c778a2daf2c8cf0696faaa95d34cd44bfb98fd8c67c199c7e242,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2014__test_from_2015,Ridge,497,68,2101620103,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0003292476443663,-0.00032910360065,-0.0003271898088386,-0.0005318718627753,-0.0001049082136426,1.4404371634357818e-07,1.4404371634357818e-07,0.002,0.0,0.0,0.0,2.2328786862590988e-05,4.7047729200055954e-05,-0.0011567426215491,0.0011965467474039,Unsupported,68,2000,68,68,35,43.0,51,25.0,True,d9deca85c5a653bab6a94e4b2e38d86978e731624ec00ac02a75144770820038,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,497,68,1077112231,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0003292476481459,-0.0003295616900836,-0.0003243233707185,-0.0005338116648579,-0.0001114256766214,-3.140419377878345e-07,3.140419377878345e-07,0.003,0.0,0.0,0.0,2.232878864205645e-05,4.238440381554298e-06,-0.0012720113094447,0.0012386103293362,Unsupported,68,2000,68,68,34,43.0,52,25.0,True,9da0aecb7b45c778a2daf2c8cf0696faaa95d34cd44bfb98fd8c67c199c7e242,-3.779599951157092e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2015__test_from_2016,ElasticNet,432,66,3733132875,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0016187207102731,-0.0016232761239993,-0.0016206024391788,-0.0025590713316729,-0.0007313657540028,-4.555413726181623e-06,4.555413726181623e-06,0.0,0.0,0.0,0.0,0.0005477178983257,0.0006757283505978,-0.0047640809652057,0.0057486771023607,Unsupported,66,2000,66,66,34,42.0,51,24.0,True,f57a83748eb626a335ebbeb25c491222dd105e0e803b974ccef35d3dd149c23c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,432,66,3688939853,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0016187207175354,-0.0016239052008864,-0.0016316907714029,-0.0025360478190785,-0.0007684392983101,-5.184483351017288e-06,5.184483351017288e-06,0.0,0.0,0.0,0.0,0.0005477179052109,0.0006444314605102,-0.0046882945549973,0.0060606904234931,Unsupported,66,2000,66,66,33,42.0,52,24.0,True,f1edd5037665bdcbd08ae2821ad321bb6cca27ab35da31fc4faefd1876b3eb1c,-7.262299919416626e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2015__test_from_2016,RandomForest,432,66,3733132875,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0153092822078337,0.0152131530601382,0.0131422641240861,-0.0355724520160754,0.0496317604845871,-9.612914769552285e-05,9.612914769552285e-05,0.765,0.7245,0.6905,0.611,-0.1336028704648995,-0.1348665831584914,-0.2398189634932784,-0.015480811283773,Setup-dependent,66,2000,66,66,34,42.0,51,24.0,True,f57a83748eb626a335ebbeb25c491222dd105e0e803b974ccef35d3dd149c23c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,432,66,3688939853,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0153092822078337,0.0153569580012032,0.013337317417063,-0.035995662932651,0.0483066609809659,4.7675793369506e-05,4.7675793369506e-05,0.7765,0.7415,0.6995,0.6095,-0.1336028704648995,-0.1346866729410945,-0.2431610377124058,-0.0151083908886198,Setup-dependent,66,2000,66,66,33,42.0,52,24.0,True,f1edd5037665bdcbd08ae2821ad321bb6cca27ab35da31fc4faefd1876b3eb1c,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2015__test_from_2016,Ridge,432,66,3733132875,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0023274485548692,-0.0023417730121941,-0.0023307817199529,-0.0036581414885047,-0.0010726478355857,-1.4324457324910169e-05,1.4324457324910169e-05,0.0,0.0,0.0,0.0,0.0010032204218983,0.001246399020644,-0.0064476834310417,0.0083545035903856,Unsupported,66,2000,66,66,34,42.0,51,24.0,True,f57a83748eb626a335ebbeb25c491222dd105e0e803b974ccef35d3dd149c23c,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,432,66,3688939853,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0023274485628763,-0.0023338724495982,-0.0023469280595068,-0.0036296270506486,-0.0011465903970449,-6.423886721895755e-06,6.423886721895755e-06,0.0,0.0,0.0,0.0,0.0010032204331023,0.0011217098539739,-0.0062334366258222,0.0088084939032974,Unsupported,66,2000,66,66,33,42.0,52,24.0,True,f1edd5037665bdcbd08ae2821ad321bb6cca27ab35da31fc4faefd1876b3eb1c,-8.00710019122075e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2016__test_from_2017,ElasticNet,368,65,2396831297,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,7.59074762157752e-07,7.142047858121892e-07,7.056277402620604e-07,-6.622486728807826e-07,1.9712531834331627e-06,-4.4869976345562896e-08,4.4869976345562896e-08,0.849,0.0,0.0,0.0,6.641917425387334e-06,6.56845499458214e-06,1.5621741461524529e-06,1.187948097151059e-05,Directionally positive but marginal,65,2000,65,65,33,41.0,49,24.0,True,577661fce294a836e7f24b8eb47529cc11c4874e991d488a6572a3406569ee4d,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,368,65,3899291952,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,7.59074770595447e-07,6.983775478475174e-07,6.960163856006285e-07,-6.977907605537622e-07,1.9498549058083426e-06,-6.069722274792967e-08,6.069722274792967e-08,0.8465,0.0,0.0,0.0,6.641917499106143e-06,6.593413360289624e-06,1.759034162429619e-06,1.1675043788550437e-05,Directionally positive but marginal,65,2000,65,65,32,41.0,49,24.0,True,b3c9cd30abdf4f93a1a86fe4fc2bb88a6916a6a285c3a3f1714921510a5044f7,8.43769498715119e-15,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2016__test_from_2017,RandomForest,368,65,2396831297,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0114436447033663,-0.009714470869636,-0.0120868806422083,-0.0786852997997385,0.039150735856194,0.0017291738337302,0.0017291738337302,0.365,0.3365,0.3035,0.2385,-0.0931861339019746,-0.0982066538497544,-0.2347576157430541,0.0632579623591383,Setup-dependent,65,2000,65,65,33,41.0,49,24.0,True,577661fce294a836e7f24b8eb47529cc11c4874e991d488a6572a3406569ee4d,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,368,65,3899291952,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,-0.0114436447033663,-0.0082533788307535,-0.01091513599328,-0.0738395763029336,0.0374615947318477,0.0031902658726127,0.0031902658726127,0.384,0.351,0.316,0.246,-0.0931861339019746,-0.0983983523628504,-0.2325376923269364,0.0580249671561328,Setup-dependent,65,2000,65,65,32,41.0,49,24.0,True,b3c9cd30abdf4f93a1a86fe4fc2bb88a6916a6a285c3a3f1714921510a5044f7,0.0,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2016__test_from_2017,Ridge,368,65,2396831297,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,9.909858990586606e-05,9.883431757862216e-05,9.929119039076118e-05,3.963066591054779e-05,0.000161392071212,-2.642723272439085e-07,2.642723272439085e-07,0.9995,0.0,0.0,0.0,3.4992492434327005e-05,2.7556562363306725e-05,-0.0003536373936931,0.0004122733108743,Directionally positive but marginal,65,2000,65,65,33,41.0,49,24.0,True,577661fce294a836e7f24b8eb47529cc11c4874e991d488a6572a3406569ee4d,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,368,65,3899291952,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,9.90985909140596e-05,9.935272059830023e-05,9.921106009907103e-05,4.034142092871896e-05,0.0001611021505509,2.54129684240656e-07,2.54129684240656e-07,0.9985,0.0,0.0,0.0,3.499249241967206e-05,3.122778931219372e-05,-0.0003481162187915,0.0004146069953444,Directionally positive but marginal,65,2000,65,65,32,41.0,49,24.0,True,b3c9cd30abdf4f93a1a86fe4fc2bb88a6916a6a285c3a3f1714921510a5044f7,1.0081935422146318e-12,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2018__test_from_2019,ElasticNet,244,63,2256191052,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0017427850113443,0.0017068009802383,0.0017229830971618,-0.0002201397631018,0.0036657506900859,-3.598403110599557e-05,3.598403110599557e-05,0.9615,0.2055,0.003,0.0,0.0015496879687231,0.0016286671397605,-0.010557497316058,0.013792091331495,Directionally positive but marginal,63,2000,63,63,31,40.0,47,23.0,True,7d7ff8f8a3a8efa9226cf2c3bd976c65f6ebd2d13b475aade53b8cb17d2f3dcd,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,244,63,3473014058,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.001742785011093,0.0017254065582319,0.0017005697630212,-0.0002307986211464,0.0036209569076948,-1.7378452861094296e-05,1.7378452861094296e-05,0.956,0.1955,0.001,0.0,0.0015496879550989,0.0014957236554425,-0.010946716052307,0.0136561632618827,Directionally positive but marginal,63,2000,63,63,31,40.0,49,23.0,True,12921702d85927ee5968c4a24619501eb6a22fdc40bbe63be75267163d538f2a,-2.5130006582607667e-13,False
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2018__test_from_2019,RandomForest,244,63,2256191052,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.0115492217428777,0.012498270555596,0.0118500642297939,-0.0433531574164956,0.0605501160760028,0.0009490488127182,0.0009490488127182,0.701,0.66,0.6215,0.539,-0.0670511981120034,-0.0686724451113398,-0.2244977336238628,0.103159410256331,Setup-dependent,63,2000,63,63,31,40.0,47,23.0,True,7d7ff8f8a3a8efa9226cf2c3bd976c65f6ebd2d13b475aade53b8cb17d2f3dcd,M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality_Score__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Regulatory_Quality_Score_lag1,Inward_FDI_Net_Flow_asinh,244,63,3473014058,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality_Score,2000,0.0115492217428777,0.0123710949538095,0.0112519326410891,-0.0407486567191668,0.0591052536773627,0.0008218732109317,0.0008218732109317,0.691,0.652,0.6185,0.5395,-0.0670511981120034,-0.0636835285740361,-0.2186696121468069,0.0943856483689573,Setup-dependent,63,2000,63,63,31,40.0,49,23.0,True,12921702d85927ee5968c4a24619501eb6a22fdc40bbe63be75267163d538f2a,0.0,False
