Track,Feature_Set,Model,N_obs,N_countries,R2_mean,R2_std,R2_min,R2_max,RMSE_mean,RMSE_std,MAE_mean,MAE_std
EITI_focused,M4,Dummy_mean,169,25,-0.2599624950737383,0.18420602077598827,-0.4167480942572348,-0.0013989596459789144,2.044873416018421,0.33538937814814307,1.7717855447114694,0.3585440262835804
EITI_focused,M4,Ridge,169,25,0.8561441651516022,0.05890482700539598,0.786428673814302,0.930492171233455,0.6574667270050193,0.08584844170743927,0.5343927031557826,0.07217897663394855
EITI_focused,M4,ElasticNet,169,25,0.8371177172287502,0.06385230501839557,0.7580383121480279,0.9144133604050246,0.7025683038807174,0.07769461510765756,0.5525780819686653,0.03603117833664224
EITI_focused,M4,RandomForest,169,25,0.6729985508603399,0.25529484632395993,0.3198120045581849,0.9144581131971592,0.9164038190278262,0.2945021084431628,0.7526918370570357,0.26720408560172904
EITI_focused,M4,GradBoost,169,25,0.6892559045895648,0.1818496645789346,0.4338334926231725,0.8429188804576732,0.9489560142722473,0.19215707111453023,0.7876332804846543,0.1824095277801986
EITI_focused,M4,XGBoost,169,25,0.7435747155935127,0.15136189911453884,0.5309278244630462,0.8711493146509771,0.861203801102552,0.17632671749821363,0.7041632363866563,0.12308575925747545
EITI_focused,M4,LightGBM,169,25,0.8032173005915583,0.059596791319877135,0.7268824902153808,0.8723268105409951,0.7834587682507136,0.04152675014400621,0.5930023320955479,0.0020625797425873915
