Row_ID,Country Name,ISO3,Year,Country_Fold,Max_Oil_Rents_Pre2016,Inward_FDI_Net_Flow_asinh,Electricity_Access_Pct_lag1,GDP_log_lag1,Inflation_CPI_Annual_Pct_lag1,Inward_FDI_Net_Flow_asinh_lag1,Oil_Rents_GDP_Pct_lag1,Population_log_lag1
AGO-2001,Angola,AGO,2001,0,57.5134839616206,8.364261156451073,24.2,22.93478716815446,324.9968716013207,7.4714999991752284,57.5134839616206,16.60020508338647
AGO-2002,Angola,AGO,2002,0,57.5134839616206,8.156799423150828,20.0,22.913362752605558,152.5610224692988,8.364261156451073,42.5915766791073,16.633742175485878
AGO-2003,Angola,AGO,2003,0,57.5134839616206,8.875419050034438,26.3,23.57463757575465,108.897436089429,8.156799423150828,31.7610292464785,16.667816935053647
AGO-2004,Angola,AGO,2004,0,57.5134839616206,8.388098995300833,27.4,23.735959849082032,98.22414365733042,8.875419050034438,27.1162657537214,16.702750360850082
AGO-2005,Angola,AGO,2005,0,57.5134839616206,-7.866214008605291,28.4,24.01902780745321,43.54210675196869,8.388098995300833,32.9626955078503,16.738694934122538
AGO-2006,Angola,AGO,2006,0,57.5134839616206,-4.323377073451837,29.4,24.44646546773358,22.95351385139399,-7.866214008605291,42.2206783158613,16.775157621533175
AGO-2007,Angola,AGO,2007,0,57.5134839616206,-7.488117150249233,30.5,24.79491581385931,13.30521017800316,-4.323377073451837,40.2786520912475,16.812006539818828
AGO-2008,Angola,AGO,2008,0,57.5134839616206,8.119083659944216,37.5,25.014243252518305,12.25149744594868,-7.488117150249233,45.3976036521592,16.849432340085887
AGO-2009,Angola,AGO,2009,0,57.5134839616206,8.391765239728212,38.5,25.3162666049298,12.47582913263979,8.119083659944216,52.1013581243545,16.887215235966003
AGO-2010,Angola,AGO,2010,0,57.5134839616206,-8.77252083682057,33.8,25.126383183316232,13.73028392884085,8.391765239728212,29.7782995191992,16.92523085298683
AGO-2011,Angola,AGO,2011,0,57.5134839616206,-8.707407203523235,35.0,25.28288327011974,14.46965649325768,-8.77252083682057,37.7085091832735,16.9637418337911
AGO-2012,Angola,AGO,2012,0,57.5134839616206,-7.982503855169895,34.6,25.5559829428232,13.48246792185111,-8.707407203523235,38.6184358197859,17.002621292125475
AGO-2013,Angola,AGO,2013,0,57.5134839616206,-9.563812637150273,37.3,25.690108809528063,10.27790492188394,-7.982503855169895,34.3328389540912,17.041457126105513
AGO-2014,Angola,AGO,2014,0,57.5134839616206,8.897686342385464,38.4,25.72617268134446,8.777814293326237,-9.563812637150273,29.0014846107501,17.079956931502593
AGO-2015,Angola,AGO,2015,0,57.5134839616206,9.906305098280518,32.0,25.756639708901066,7.280387303611207,8.897686342385464,21.736607448329,17.117284210768364
AGO-2016,Angola,AGO,2016,0,57.5134839616206,-5.883428296696874,42.0,25.353548721343,9.35597215533784,9.906305098280518,12.7187303090272,17.15333492568806
AGO-2017,Angola,AGO,2017,0,57.5134839616206,-9.602016912270305,41.8,24.83036290172726,30.69441508067191,-5.883428296696874,19.7483988340046,17.189099338838567
AGO-2018,Angola,AGO,2018,0,57.5134839616206,-9.465924232422816,42.9,25.173296839008568,29.84447990156793,-9.602016912270305,24.7110060055382,17.22450545979518
AGO-2019,Angola,AGO,2019,0,57.5134839616206,-9.011518342122592,45.3,25.228682667489498,19.62893797015208,-9.465924232422816,30.7304027285905,17.259037788762317
AGO-2020,Angola,AGO,2020,0,57.5134839616206,-8.224950466724518,45.6,25.120104896594093,17.08095414343803,-9.011518342122592,27.504828641196,17.292916629916387
AGO-2021,Angola,AGO,2021,0,57.5134839616206,-9.072253845634943,47.0,24.792498276130445,22.27153924705097,-8.224950466724518,18.5719595053837,17.325596215414812
AGO-2022,Angola,AGO,2022,0,57.5134839616206,-9.487767949853732,48.2,25.08360810015005,25.75429488418906,-9.072253845634943,28.2744398825844,17.357409440478254
ALB-1993,Albania,ALB,1993,4,4.8458773941323,4.753664499113497,100.0,20.29582347626864,226.0054212535257,3.6895038689889055,4.67814330470611,14.993254370072854
ALB-1994,Albania,ALB,1994,4,4.8458773941323,4.663528081877013,100.0,20.893274795059604,85.00475123871566,4.753664499113497,2.64923826281687,14.987152714030442
ALB-1995,Albania,ALB,1995,4,4.8458773941323,4.941693439113287,100.0,21.355043265400003,22.56505269336958,4.663528081877013,1.52228488071084,14.981013910869152
ALB-1996,Albania,ALB,1996,4,4.8458773941323,5.1940981394763375,100.0,21.789731171531518,7.793218537892147,4.941693439113287,1.15951602844704,14.97483687621653
ALB-1997,Albania,ALB,1997,4,4.8458773941323,4.553987676513109,100.0,21.89713593715356,12.72547780871024,5.1940981394763375,1.16070259405485,14.968621764182094
ALB-1998,Albania,ALB,1998,4,4.8458773941323,4.500155246967714,100.0,21.553417261355683,33.18027437539564,4.553987676513109,1.08835644606329,14.96236746519347
ALB-1999,Albania,ALB,1999,4,4.8458773941323,4.411732684999506,100.0,21.67891458031959,20.64285886705962,4.500155246967714,0.233494630433512,14.956074123273492
ALB-2000,Albania,ALB,2000,4,4.8458773941323,5.656004036132364,100.0,21.912310218237806,0.3894376535616283,4.411732684999506,0.494725403679998,14.949740602564484
ALB-2001,Albania,ALB,2001,4,4.8458773941323,6.027320017518059,99.4,21.999904405860416,0.0500181363468103,5.656004036132364,1.07150056484779,14.94336703628178
ALB-2002,Albania,ALB,2002,4,4.8458773941323,5.598435676137257,99.4,22.124218250518545,3.10758827031435,6.027320017518059,0.699922137592021,14.933982335057037
ALB-2003,Albania,ALB,2003,4,4.8458773941323,5.8751430951708805,99.4,22.230671714331255,7.770525834315506,5.598435676137257,0.687177627386246,14.930983569067594
ALB-2004,Albania,ALB,2004,4,4.8458773941323,6.525867562015571,99.4,22.481418890508184,0.4840026118185026,5.8751430951708805,0.692722774590139,14.92724207860329
ALB-2005,Albania,ALB,2005,4,4.8458773941323,6.263321936216405,99.4,22.725643514453463,2.280019169380986,6.525867562015571,0.793153163005221,14.923062766201856
ALB-2006,Albania,ALB,2006,4,4.8458773941323,6.477400227359268,99.4,22.83428577249921,2.366581956797953,6.263321936216405,1.02095374629243,14.917944866732752
ALB-2007,Albania,ALB,2007,4,4.8458773941323,7.173614945862293,99.4,22.93707743404096,2.370728319042841,6.477400227359268,1.19244921679704,14.911635756385875
ALB-2008,Albania,ALB,2008,4,4.8458773941323,7.821788997522857,99.4,23.13173571652138,2.932682481623171,7.173614945862293,1.24943402811758,14.904078571366576
ALB-2009,Albania,ALB,2009,4,4.8458773941323,7.8976052869690845,100.0,23.307905174066388,3.320870903892749,7.821788997522857,1.60465469310703,14.896405144368725
ALB-2010,Albania,ALB,2010,4,4.8458773941323,7.686986974334981,99.6,23.235750417106257,2.266922094508263,7.8976052869690845,0.923660115710382,14.889666206198394
ALB-2011,Albania,ALB,2011,4,4.8458773941323,7.648460360447277,99.6,23.21535874050736,3.627100915174796,7.686986974334981,1.30954317181467,14.88470158826458
ALB-2012,Albania,ALB,2012,4,4.8458773941323,7.515338959110809,99.7,23.28619437512248,3.42807130141501,7.648460360447277,2.4548890851063,14.882011415871675
ALB-2013,Albania,ALB,2013,4,4.8458773941323,7.827361113706496,99.9,23.228505998329343,2.031592683952962,7.515338959110809,2.86635104305394,14.86658005417129
ALB-2014,Albania,ALB,2014,4,4.8458773941323,7.740601967952836,99.9,23.272475502576214,1.937620802052232,7.827361113706496,3.03392407525612,14.851148612470835
ALB-2015,Albania,ALB,2015,4,4.8458773941323,7.590426363834813,100.0,23.31075333688675,1.625865044026138,7.740601967952836,3.12207615711342,14.835717242617529
ALB-2016,Albania,ALB,2016,4,4.8458773941323,7.6443352454415185,100.0,23.16301574861693,1.896174025923564,7.590426363834813,1.45260618469079,14.820286047536092
ALB-2017,Albania,ALB,2017,4,4.8458773941323,7.623405458639313,99.9,23.20722777277123,1.275431683674233,7.6443352454415185,0.884410718287188,14.80485470614354
ALB-2018,Albania,ALB,2018,4,4.8458773941323,7.786870336406793,99.9,23.307887227702352,1.986661331711943,7.623405458639313,1.12614227560188,14.7894231962491
ALB-2019,Albania,ALB,2019,4,4.8458773941323,7.784075622468594,100.0,23.456301832421683,2.028059630711346,7.786870336406793,1.46983381887842,14.773992202961924
ALB-2020,Albania,ALB,2020,4,4.8458773941323,7.668322867821245,100.0,23.46958191183641,1.411090789542422,7.784075622468594,1.42437109584124,14.758560838015676
ALB-2021,Albania,ALB,2021,4,4.8458773941323,7.798594169296896,100.0,23.44728510083896,1.620886617170209,7.668322867821245,0.582225701330423,14.743129285137378
ALB-2022,Albania,ALB,2022,4,4.8458773941323,7.966504880112865,100.0,23.61541321605097,2.041471631395449,7.798594169296896,1.04218369204761,14.727698083188026
ARE-2009,United Arab Emirates,ARE,2009,0,35.3156119922356,7.726907918591651,100.0,26.477344058455397,12.25042024481392,9.22285613194936,26.67204274176,15.656483117788786
ARE-2010,United Arab Emirates,ARE,2010,0,35.3156119922356,9.775287030500593,100.0,26.258816462047022,1.5618131744907,7.726907918591651,18.418263242659,15.718671111822667
ARE-2011,United Arab Emirates,ARE,2011,0,35.3156119922356,9.568307901260097,100.0,26.452509242061463,0.8779832882858672,9.775287030500593,22.679737867780705,15.742651228698303
ARE-2012,United Arab Emirates,ARE,2012,0,35.3156119922356,9.859185695324587,100.0,26.63374002782177,0.8773465956851202,9.568307901260097,28.5990789001782,15.7762444335237
ARE-2013,United Arab Emirates,ARE,2013,0,35.3156119922356,9.879698273766069,100.0,26.69655001576627,0.6622689002690088,9.859185695324587,27.0648520266069,15.81583434948212
ARE-2014,United Arab Emirates,ARE,2014,0,35.3156119922356,10.005280044192435,100.0,26.73852643559476,1.101118363757104,9.879698273766069,26.2480640478396,15.855825542058056
ARE-2015,United Arab Emirates,ARE,2015,0,35.3156119922356,9.746939219879474,100.0,26.7752040158964,2.346268656716426,10.005280044192435,22.9458647037024,15.902354757238944
ARE-2016,United Arab Emirates,ARE,2016,0,35.3156119922356,9.863162624669098,100.0,26.668616117200592,4.069966083615932,9.746939219879474,13.1025344354216,15.956192766959662
ARE-2017,United Arab Emirates,ARE,2017,0,35.3156119922356,9.938296917691757,100.0,26.66794587983633,1.617488089041977,9.863162624669098,11.0807563620506,16.005497450782077
ARE-2018,United Arab Emirates,ARE,2018,0,35.3156119922356,9.941292458529643,100.0,26.72310783521386,1.96682557818842,9.938296917691757,13.4985731745503,16.037235425875135
ARE-2019,United Arab Emirates,ARE,2019,0,35.3156119922356,10.484286527744697,100.0,26.811312489078404,3.068633792519967,9.941292458529643,17.0989945007163,16.050534111769245
ARE-2020,United Arab Emirates,ARE,2020,0,35.3156119922356,10.590841485222592,100.0,26.79614035356957,-1.931081147821727,10.484286527744697,15.681591549088,16.061079274089465
ARE-2021,United Arab Emirates,ARE,2021,0,35.3156119922356,10.629446491747656,100.0,26.601454670906858,-2.079403179409438,10.590841485222592,10.4940977026696,16.056330773046923
ARE-2022,United Arab Emirates,ARE,2022,0,35.3156119922356,10.724876462820196,100.0,26.7693162976056,0.1799353361744314,10.629446491747656,15.6730945329946,16.07468207201559
ARG-2019,Argentina,ARG,2019,4,4.58801102253871,9.49539718277987,100.0,26.98632097850956,34.27722371310032,10.061923594789564,1.31095340723836,17.614474221009356
ARG-2020,Argentina,ARG,2020,4,4.58801102253871,9.186893167607318,100.0,26.827511338170268,53.5483043492339,9.49539718277987,1.29099565501431,17.621583229381496
ARG-2021,Argentina,ARG,2021,4,4.58801102253871,9.496729065898307,100.0,26.67843072241182,42.01509473765087,9.186893167607318,0.677055565819106,17.626429885641404
ARG-2022,Argentina,ARG,2022,4,4.58801102253871,10.322598294966625,100.0,26.910634457504624,48.40937862551991,9.496729065898307,1.54438228879011,17.629088679533112
AUS-1991,Australia,AUS,1991,1,1.18927836382777,8.56104417681571,100.0,26.465758209908525,7.33302368375269,9.735988819562602,1.18927836382777,16.65254769962634
AUS-1992,Australia,AUS,1992,1,1.18927836382777,9.198653692445246,100.0,26.51143972795732,3.17666872277308,8.56104417681571,0.645649685055411,16.665293916739838
AUS-1993,Australia,AUS,1993,1,1.18927836382777,9.270952793934326,100.0,26.51011096842792,1.01222824105977,9.198653692445246,0.613094302495831,16.676489893110393
AUS-1994,Australia,AUS,1994,1,1.18927836382777,9.095711324703824,100.0,26.4680906303633,1.75365751770527,9.270952793934326,0.610539248128821,16.6853852908593
AUS-1995,Australia,AUS,1995,1,1.18927836382777,10.18632353973684,100.0,26.50175204439193,1.96963507094102,9.095711324703824,0.467145046577168,16.695016215262573
AUS-1996,Australia,AUS,1996,1,1.18927836382777,9.119091484206823,100.0,26.633317288023267,4.62776445368168,10.18632353973684,0.472621236603855,16.706153556849053
AUS-1997,Australia,AUS,1997,1,1.18927836382777,9.691292474039413,100.0,26.719624681119104,2.61537902431631,9.119091484206823,0.49172140428228,16.71829210601117
AUS-1998,Australia,AUS,1998,1,1.18927836382777,9.62873631019041,100.0,26.80164611698121,0.224895027032537,9.691292474039413,0.390188127605254,16.729112504616612
AUS-1999,Australia,AUS,1999,1,1.18927836382777,8.394310320887513,100.0,26.7156337946201,0.860129922016289,9.62873631019041,0.214859613602787,16.739079851256285
AUS-2000,Australia,AUS,2000,1,1.18927836382777,10.30179229946631,100.0,26.69030394264473,1.48313946657267,8.394310320887513,0.302021117738925,16.750019608700995
