Row_ID,Country Name,ISO3,Year,Country_Fold,Max_Oil_Rents_Pre2016,Inward_FDI_Net_Flow_asinh,Electricity_Access_Pct_lag1,GDP_log_lag1,Inflation_CPI_Annual_Pct_lag1,Inward_FDI_Net_Flow_asinh_lag1,Oil_Rents_GDP_Pct_lag1,Population_log_lag1,Regulatory_Quality_lag1
IRN-2021,"Iran, Islamic Rep.",IRN,2021,4,31.6076762648214,7.955074396377478,100.0,26.361386775339888,30.59413903872951,7.895063636906089,13.2733495355914,18.289699742029168,-1.3929587
IRN-2022,"Iran, Islamic Rep.",IRN,2022,4,31.6076762648214,8.00636767876134,100.0,26.732940286736717,43.38901626815144,7.955074396377478,18.2658980929233,18.298010034304266,-1.3936204
IRQ-2001,Iraq,IRQ,2001,3,65.1575951980304,-2.5942617517228004,96.8,24.60202676091638,4.978962131837313,-0.0319945411817162,48.5807178166885,17.01107914716419,-2.0951628
IRQ-2003,Iraq,IRQ,2003,3,65.1575951980304,7.600902709541988,97.1,24.217603004612062,19.31669460197901,-0.3204855261882171,46.6719927539111,17.073859371853832,-1.9833932
IRQ-2004,Iraq,IRQ,2004,3,65.1575951980304,6.39693243298235,97.2,23.810736896819623,33.61621059923828,7.600902709541988,53.0047978158982,17.104011694287102,-1.5473328
IRQ-2005,Iraq,IRQ,2005,3,65.1575951980304,6.937897377391492,97.3,24.324233579902376,26.96190681932714,6.39693243298235,64.6550924823725,17.1325245238189,-1.5796388
IRQ-2006,Iraq,IRQ,2006,3,65.1575951980304,6.641183874022173,97.4,24.636590088762453,36.9594809201871,6.937897377391492,65.1575951980304,17.162161957472154,-1.4331865
IRQ-2007,Iraq,IRQ,2007,3,65.1575951980304,7.572297467251317,97.6,24.89991288882607,53.23096291142799,6.641183874022173,63.5551402676835,17.169494591628702,-1.3863282
IRQ-2008,Iraq,IRQ,2008,3,65.1575951980304,8.2191645155082,98.1,25.210069712062023,-10.06749257689777,7.572297467251317,52.9273802567399,17.161604166507043,-1.3291863
IRQ-2009,Iraq,IRQ,2009,3,65.1575951980304,8.06984312179864,97.9,25.60314253184811,12.6628528269228,8.2191645155082,55.3793146361864,17.181807164755558,-1.1713667
IRQ-2010,Iraq,IRQ,2010,3,65.1575951980304,7.934656848342491,98.1,25.438702706589485,6.873615472125553,8.06984312179864,39.1145928006965,17.218646293138203,-1.1212805
IRQ-2011,Iraq,IRQ,2011,3,65.1575951980304,8.334231487408653,98.4,25.654256896444547,2.429868268377534,7.934656848342491,43.2562312170542,17.25096014426062,-0.9629582
IRQ-2012,Iraq,IRQ,2012,3,65.1575951980304,8.824677912790495,98.0,25.947665714057827,5.6040514426601,8.334231487408653,50.9263659501053,17.286278310994888,-0.9193194
IRQ-2013,Iraq,IRQ,2013,3,65.1575951980304,-8.449042867908583,99.3,26.10777225806765,6.0890964159516,8.824677912790495,49.6110993818029,17.331667526433154,-1.0140703
IRQ-2014,Iraq,IRQ,2014,3,65.1575951980304,-9.920973775957483,99.0,26.181308353322592,1.879498007494163,-8.449042867908583,45.3313602184612,17.378883193407802,-1.0144949
IRQ-2015,Iraq,IRQ,2015,3,65.1575951980304,-9.625650199157064,99.2,26.15443285955921,2.235974079047261,-9.920973775957483,46.6038527995508,17.41419338574558,-1.0708086
IRQ-2016,Iraq,IRQ,2016,3,65.1575951980304,-9.434427484390538,99.4,25.83990606877659,1.393330287802677,-9.625650199157064,37.2575416723352,17.441464482703047,-1.0179473
IRQ-2017,Iraq,IRQ,2017,3,65.1575951980304,-9.21679947690857,99.7,25.83972288680495,0.5565213971555476,-9.434427484390538,32.9650560560142,17.465379604809097,-0.9696252
IRQ-2018,Iraq,IRQ,2018,3,65.1575951980304,-9.187092226132314,99.9,25.95553773442325,0.1840588988475531,-9.21679947690857,38.9203120843433,17.48768510887667,-1.0692718
IRQ-2019,Iraq,IRQ,2019,3,65.1575951980304,-8.724402490146945,99.9,26.149833351894912,0.3674414889368281,-9.187092226132314,45.7658631354446,17.511008685256968,-1.1611811
IRQ-2020,Iraq,IRQ,2020,3,65.1575951980304,-8.65140938011843,100.0,26.177030604221372,-0.1989653800238823,-8.724402490146945,40.2312783051026,17.533758796267467,-1.1604354
IRQ-2021,Iraq,IRQ,2021,3,65.1575951980304,-8.570658162028733,100.0,25.921203582105417,0.5741626794258561,-8.65140938011843,27.035001916172,17.555952662686117,-1.2511236
IRQ-2022,Iraq,IRQ,2022,3,65.1575951980304,-8.337204967747784,100.0,26.068905365504847,6.041864890580429,-8.570658162028733,42.7870984915076,17.578365396871188,-1.1622157
KAZ-1997,Kazakhstan,KAZ,1997,4,24.7022127271689,7.879594383332089,99.1921157836914,23.769470570144552,39.18254236541106,7.729295867693775,8.61228017412449,16.6137687326042,-0.6679486
KAZ-1999,Kazakhstan,KAZ,1999,4,24.7022127271689,8.062748000349055,99.3427505493164,23.82043699447924,7.146326654523337,7.741881241378095,2.25218755062942,16.5658399952941,-0.7054359
KAZ-2001,Kazakhstan,KAZ,2001,4,24.7022127271689,8.636512162919898,99.6,23.629729132302312,13.18089058657313,7.916093697464364,24.7022127271689,16.556421805159488,-0.7662314
KAZ-2003,Kazakhstan,KAZ,2003,4,24.7022127271689,8.510471986910682,99.8,23.927498919347165,5.836924521056426,8.551977600470089,18.663679662836,16.566408093201105,-1.0182681999999998
KAZ-2004,Kazakhstan,KAZ,2004,4,24.7022127271689,9.326390883950262,99.9,24.15187385438628,6.438218101189398,8.510471986910682,19.0561886830313,16.57218462369463,-0.8605155999999999
KAZ-2005,Kazakhstan,KAZ,2005,4,24.7022127271689,8.535451807022241,100.0,24.48798642300836,6.882054389818987,9.326390883950262,21.3287460118204,16.578690152873836,-0.8387300999999999
KAZ-2006,Kazakhstan,KAZ,2006,4,24.7022127271689,9.63051916533787,100.0,24.76848443398489,7.579999291257655,8.535451807022241,24.6119449899113,16.586104667285635,-0.5786196
KAZ-2007,Kazakhstan,KAZ,2007,4,24.7022127271689,10.083543462158952,99.8,25.117762701974744,8.721693860917256,9.63051916533787,21.1400400879889,16.59456067287363,-0.427037
KAZ-2008,Kazakhstan,KAZ,2008,4,24.7022127271689,10.423405160358136,100.0,25.37579578417838,10.84683620755567,10.083543462158952,18.7183777371544,16.604047368201186,-0.4277090999999999
KAZ-2009,Kazakhstan,KAZ,2009,4,24.7022127271689,10.259474435532065,100.0,25.616930131992667,17.13989977720698,10.423405160358136,22.9379468470309,16.614408025173073,-0.2820625
KAZ-2010,Kazakhstan,KAZ,2010,4,24.7022127271689,9.609937354210548,100.0,25.470878603468176,7.316078582885775,10.259474435532065,15.4811753728879,16.62610814157303,-0.3978898999999999
KAZ-2011,Kazakhstan,KAZ,2011,4,24.7022127271689,10.222689479807666,100.0,25.720797980098503,7.400463563413957,9.609937354210548,14.3876480168855,16.639078178299272,-0.3591992
KAZ-2012,Kazakhstan,KAZ,2012,4,24.7022127271689,10.214505297265305,99.8,25.984018734026037,8.4529046617679,10.222689479807666,18.3529532976804,16.65259891386677,-0.3110066999999999
KAZ-2013,Kazakhstan,KAZ,2013,4,24.7022127271689,9.904616246349468,100.0,26.06079703617593,5.195683690350729,10.214505297265305,16.1210271615703,16.666570002956473,-0.3353459
KAZ-2014,Kazakhstan,KAZ,2014,4,24.7022127271689,9.589887516447432,100.0,26.189783030586693,5.942838716484185,9.904616246349468,13.575329365067,16.680934980553214,-0.3372732
KAZ-2015,Kazakhstan,KAZ,2015,4,24.7022127271689,9.484606464428632,100.0,26.12330737685032,6.849449770033578,9.589887516447432,13.4439854013249,16.695623540776573,-0.1482337
KAZ-2016,Kazakhstan,KAZ,2016,4,24.7022127271689,10.447194001835372,100.0,25.940310264893544,6.678285856152362,9.484606464428632,6.77396398337604,16.71054752792754,-0.0714085
KAZ-2017,Kazakhstan,KAZ,2017,4,24.7022127271689,9.160603100688284,100.0,25.64527623546937,14.36109423862478,10.447194001835372,6.9499320090465,16.72588105682268,-0.1353542999999999
KAZ-2018,Kazakhstan,KAZ,2018,4,24.7022127271689,6.56044283314972,100.0,25.840096031474083,7.442663213067925,9.160603100688284,9.66346231175396,16.741460291182065,0.0833098999999999
KAZ-2019,Kazakhstan,KAZ,2019,4,24.7022127271689,8.917540247998952,100.0,25.912549158078004,6.163662475777625,6.56044283314972,15.0881830400628,16.756402622681176,0.0552752
KAZ-2020,Kazakhstan,KAZ,2020,4,24.7022127271689,9.575814961872862,100.0,25.92544219535308,5.333560989166689,8.917540247998952,13.3329218324239,16.77091842151563,0.1127249999999999
KAZ-2021,Kazakhstan,KAZ,2021,4,24.7022127271689,9.119674792747793,100.0,25.865410949192565,6.718154548614583,9.575814961872862,7.12577724575059,16.785007577167708,0.0538786999999999
KAZ-2022,Kazakhstan,KAZ,2022,4,24.7022127271689,9.22654484313748,100.0,26.007039227566874,8.04147134028401,9.119674792747793,14.8448016221428,16.79834014876002,0.0132366999999999
KWT-1997,Kuwait,KWT,1997,2,58.3689295808333,3.678416934523308,100.0,24.173011236312167,3.553985696842866,6.543486357510082,40.1364091145126,14.363774730849116,-0.1161721999999999
KWT-1999,Kuwait,KWT,1999,2,58.3689295808333,4.973601968272768,100.0,23.979194865511683,0.1296582876740268,4.771835598153245,27.927039066817,14.427611986302985,-0.5037683
KWT-2001,Kuwait,KWT,2001,2,58.3689295808333,-5.407337912900411,100.0,24.35342298241438,1.81294613887089,3.485241766743054,50.2892381187247,14.485752402802586,-0.4185483
KWT-2003,Kuwait,KWT,2003,2,58.3689295808333,-4.899558088155283,100.0,24.364419006659315,0.8884501480749066,1.9980262882195567,37.2003716194143,14.538204404769791,0.1488541
KWT-2004,Kuwait,KWT,2004,2,58.3689295808333,3.861297527133665,100.0,24.591850558196885,0.9613502935421122,-4.899558088155283,39.816851302288,14.562142579717818,0.2014184
KWT-2005,Kuwait,KWT,2005,2,58.3689295808333,6.148062993273167,100.0,24.808217937804336,1.248564436798894,3.861297527133665,46.1128336408051,14.584377732101526,0.3098327999999999
KWT-2006,Kuwait,KWT,2006,2,58.3689295808333,5.491477120288463,100.0,25.11522584859195,4.142975836310232,6.148062993273167,53.3164834648164,14.620551913269908,0.4106112999999999
KWT-2007,Kuwait,KWT,2007,2,58.3689295808333,5.407511907012748,100.0,25.343889310692543,3.057013391667222,5.491477120288463,51.0394540758358,14.676176100009606,0.2859223999999999
KWT-2008,Kuwait,KWT,2008,2,58.3689295808333,-2.483816882507521,100.0,25.4650106596144,5.484949832775961,5.407511907012748,48.1550015709463,14.734951522640502,0.3255243
KWT-2009,Kuwait,KWT,2009,2,58.3689295808333,7.708489937711099,100.0,25.71627833934673,10.58270978651442,-2.483816882507521,52.8912935555667,14.790606657815667,0.3732247999999999
