sample_id,signal,target_role,target,universe,universe_type,universe_threshold,validation,split_id,algorithm,predictor_type,predictor_name,ISO3,n_rows,sum_y,sum_y2,sse,sae
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Lagged_Flow,AGO,22,-46.352393845420536,1581.4741908563683,1436.388081677718,102.30187049286417
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Lagged_Flow,ARE,14,138.73380905194054,1381.7096056342043,6.980055581765765,5.424556664693169
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Lagged_Flow,BHR,32,216.403027928275,1673.2874742582856,383.0409724452848,54.05742921203954
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Lagged_Flow,DZA,22,158.5921332421885,1360.1306740234586,456.91437886362706,36.96584731163571
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Lagged_Flow,LBY,12,77.0281474887136,665.6812467937837,257.5885413277186,28.33584562270172
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Lagged_Flow,NGA,32,253.05642023649915,2227.736105711991,226.71951122967965,26.995682709715872
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Lagged_Flow,RUS,29,272.3809535523028,3047.916203406421,527.130949938662,40.02024800908143
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Lagged_Flow,VEN,6,51.412276120827606,442.6057880375383,253.0784204811577,19.695361677619804
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Training_Mean,AGO,22,-46.352393845420536,1581.4741908563683,2626.6476298517964,215.15424055249133
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Training_Mean,ARE,14,138.73380905194054,1381.7096056342043,330.69722603036854,67.32678857339475
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Training_Mean,BHR,32,216.403027928275,1673.2874742582856,298.2432387630225,76.51854505223885
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Training_Mean,DZA,22,158.5921332421885,1360.1306740234586,314.66439263163204,70.54334723845518
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Training_Mean,LBY,12,77.0281474887136,665.6812467937837,192.09827097364598,37.19015374429918
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Training_Mean,NGA,32,253.05642023649915,2227.736105711991,478.7905080507944,111.88768103429099
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Training_Mean,RUS,29,272.3809535523028,3047.916203406421,1023.7956393420181,157.23700024997424
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Training_Mean,VEN,6,51.412276120827606,442.6057880375383,74.23969995131532,20.80926734430798
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Zero_Flow,AGO,22,-46.352393845420536,1581.4741908563683,1581.4741908563683,184.5512317759717
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Zero_Flow,ARE,14,138.73380905194054,1381.7096056342043,1381.7096056342043,138.73380905194054
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Zero_Flow,BHR,32,216.403027928275,1673.2874742582856,1673.2874742582856,229.02287115388924
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Zero_Flow,DZA,22,158.5921332421885,1360.1306740234586,1360.1306740234586,172.5533764935206
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Zero_Flow,LBY,12,77.0281474887136,665.6812467937837,665.6812467937837,88.1951683718319
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Zero_Flow,NGA,32,253.05642023649915,2227.736105711991,2227.736105711991,264.9027249168891
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,oil_rent_threshold,15.0,Country_Holdout_CV,fold_0,Benchmark,benchmark,Zero_Flow,RUS,29,272.3809535523028,3047.916203406421,3047.916203406421,294.95053974431255
