sample_id,signal,target_role,universe,validation,split_id,algorithm,comparison_type,countries_N,replicates,draws_min,draws_max,distinct_countries_min,distinct_countries_median,distinct_countries_max,duplicate_draws_median,all_replicates_exact_N_draws,draw_count_matrix_sha256
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Oil_Rents_GDP_Pct_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,signal_increment,45,2000,45,45,22,29.0,36,16.0,True,da558037b5fc0cbb726c62f952118f9d34495b83c10b0569048be15838396c0d
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Oil_Rents_GDP_Pct_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,added_model_vs_strongest_benchmark,45,2000,45,45,22,29.0,36,16.0,True,da558037b5fc0cbb726c62f952118f9d34495b83c10b0569048be15838396c0d
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Oil_Rents_GDP_Pct_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,signal_increment,45,2000,45,45,22,29.0,36,16.0,True,da558037b5fc0cbb726c62f952118f9d34495b83c10b0569048be15838396c0d
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Oil_Rents_GDP_Pct_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,added_model_vs_strongest_benchmark,45,2000,45,45,22,29.0,36,16.0,True,da558037b5fc0cbb726c62f952118f9d34495b83c10b0569048be15838396c0d
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Oil_Rents_GDP_Pct_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,signal_increment,45,2000,45,45,22,29.0,36,16.0,True,da558037b5fc0cbb726c62f952118f9d34495b83c10b0569048be15838396c0d
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Oil_Rents_GDP_Pct_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,added_model_vs_strongest_benchmark,45,2000,45,45,22,29.0,36,16.0,True,da558037b5fc0cbb726c62f952118f9d34495b83c10b0569048be15838396c0d
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Oil_Rents_GDP_Pct_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Future_Period,train_to_2012__test_from_2013,Ridge,signal_increment,44,2000,44,44,21,28.0,35,16.0,True,1f067129f93bcc1cfb3930c119dd604611bfbbaef917e1b0f146f6bcc7b4885a
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Oil_Rents_GDP_Pct_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Future_Period,train_to_2012__test_from_2013,Ridge,added_model_vs_strongest_benchmark,44,2000,44,44,21,28.0,35,16.0,True,1f067129f93bcc1cfb3930c119dd604611bfbbaef917e1b0f146f6bcc7b4885a
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Oil_Rents_GDP_Pct_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,signal_increment,44,2000,44,44,21,28.0,35,16.0,True,1f067129f93bcc1cfb3930c119dd604611bfbbaef917e1b0f146f6bcc7b4885a
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Oil_Rents_GDP_Pct_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,added_model_vs_strongest_benchmark,44,2000,44,44,21,28.0,35,16.0,True,1f067129f93bcc1cfb3930c119dd604611bfbbaef917e1b0f146f6bcc7b4885a
