sample_id,signal,target_role,universe,validation,split_id,algorithm,comparison_type,countries_N,replicates,draws_min,draws_max,distinct_countries_min,distinct_countries_median,distinct_countries_max,duplicate_draws_median,all_replicates_exact_N_draws,draw_count_matrix_sha256
M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,normalized,Oil_Rent_Intensive_Pre2016_ge15pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,signal_increment,30,2000,30,30,14,19.0,25,11.0,True,6f4cbab326bc0a9dd8065aa10b9a8e9ae07235072cc3d4c7a16eba16676f6281
M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,normalized,Oil_Rent_Intensive_Pre2016_ge15pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,added_model_vs_strongest_benchmark,30,2000,30,30,14,19.0,25,11.0,True,6f4cbab326bc0a9dd8065aa10b9a8e9ae07235072cc3d4c7a16eba16676f6281
M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,normalized,Oil_Rent_Intensive_Pre2016_ge15pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,signal_increment,30,2000,30,30,14,19.0,25,11.0,True,6f4cbab326bc0a9dd8065aa10b9a8e9ae07235072cc3d4c7a16eba16676f6281
M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,normalized,Oil_Rent_Intensive_Pre2016_ge15pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,added_model_vs_strongest_benchmark,30,2000,30,30,14,19.0,25,11.0,True,6f4cbab326bc0a9dd8065aa10b9a8e9ae07235072cc3d4c7a16eba16676f6281
M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,normalized,Oil_Rent_Intensive_Pre2016_ge15pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,signal_increment,30,2000,30,30,14,19.0,25,11.0,True,6f4cbab326bc0a9dd8065aa10b9a8e9ae07235072cc3d4c7a16eba16676f6281
M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,normalized,Oil_Rent_Intensive_Pre2016_ge15pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,added_model_vs_strongest_benchmark,30,2000,30,30,14,19.0,25,11.0,True,6f4cbab326bc0a9dd8065aa10b9a8e9ae07235072cc3d4c7a16eba16676f6281
M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,normalized,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2012__test_from_2013,Ridge,signal_increment,29,2000,29,29,13,19.0,24,10.0,True,833aa77512abbdee0beb19fc488df3fe09f3e7ca6868a979ae363d021c1ac96a
M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,normalized,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2012__test_from_2013,Ridge,added_model_vs_strongest_benchmark,29,2000,29,29,13,19.0,24,10.0,True,833aa77512abbdee0beb19fc488df3fe09f3e7ca6868a979ae363d021c1ac96a
M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,normalized,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,signal_increment,29,2000,29,29,13,19.0,24,10.0,True,833aa77512abbdee0beb19fc488df3fe09f3e7ca6868a979ae363d021c1ac96a
M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct,Oil_Rents_GDP_Pct_lag1,normalized,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,added_model_vs_strongest_benchmark,29,2000,29,29,13,19.0,24,10.0,True,833aa77512abbdee0beb19fc488df3fe09f3e7ca6868a979ae363d021c1ac96a
