sample_id,signal,target_role,target,universe,validation,split_id,algorithm,test_rows,test_countries,bootstrap_seed,comparison_type,left_predictor,right_predictor,bootstrap_replicates,point_delta_r2,bootstrap_median_delta_r2,bootstrap_mean_delta_r2,bootstrap_ci_low_delta_r2,bootstrap_ci_high_delta_r2,bootstrap_median_minus_point_delta_r2,bootstrap_abs_median_minus_point_delta_r2,p_delta_r2_gt_0,p_delta_r2_gt_0p0025,p_delta_r2_gt_0p005,p_delta_r2_gt_0p01,point_delta_mae,bootstrap_median_delta_mae,bootstrap_ci_low_delta_mae,bootstrap_ci_high_delta_mae,five_way_unit_verdict,countries_N,replicates,draws_min,draws_max,distinct_countries_min,distinct_countries_median,distinct_countries_max,duplicate_draws_median,all_replicates_exact_N_draws,draw_count_matrix_sha256
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,571,30,943680914,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.013769212388269114,-0.013560417201424091,-0.014627515118944714,-0.0340732557558521,-0.002265564718351041,0.0002087951868450233,0.0002087951868450233,0.005,0.0,0.0,0.0,0.08350245028507741,0.07958140035757988,0.02765802096139117,0.15390344131215544,Unsupported,30,2000,30,30,13,19.0,25,11.0,True,c5b4e372457149b7d70f887a81d49815786fb3e2b5c8afcb19056acce3d110d3
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,571,30,943680914,added_model_vs_strongest_benchmark,Lagged_Flow,M3_Macro_Oil_RegQuality,2000,0.09474251320432303,0.09949515219596966,0.10122407946833889,-0.004567824646689944,0.2166347542821059,0.004752638991646629,0.004752638991646629,0.9695,0.967,0.964,0.9585,0.7163147313153764,0.7118429342743278,0.40451019191162124,1.079019591227062,Directionally positive but marginal,30,2000,30,30,13,19.0,25,11.0,True,c5b4e372457149b7d70f887a81d49815786fb3e2b5c8afcb19056acce3d110d3
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,571,30,943680914,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.012124051500316702,-0.011933731659261204,-0.012900983241439339,-0.03028051794386382,-0.0017659600839279649,0.00019031984105549737,0.00019031984105549737,0.0055,0.0,0.0,0.0,0.07650056062008082,0.07302781051389173,0.02511509067499837,0.14141647846799849,Unsupported,30,2000,30,30,13,19.0,25,11.0,True,c5b4e372457149b7d70f887a81d49815786fb3e2b5c8afcb19056acce3d110d3
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,571,30,943680914,added_model_vs_strongest_benchmark,Lagged_Flow,M3_Macro_Oil_RegQuality,2000,0.09676514415345672,0.10139699153209986,0.10336857297829705,-0.0032720061271253745,0.2191270715039034,0.004631847378643139,0.004631847378643139,0.969,0.967,0.966,0.9595,0.7131723699074661,0.7084143501702889,0.40334824749038556,1.0751260421665998,Directionally positive but marginal,30,2000,30,30,13,19.0,25,11.0,True,c5b4e372457149b7d70f887a81d49815786fb3e2b5c8afcb19056acce3d110d3
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,571,30,943680914,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,0.003824971975234015,0.0035099167159512445,0.0034723544800633493,-0.02060862084375769,0.029867683387497065,-0.00031505525928277045,0.00031505525928277045,0.593,0.529,0.454,0.2995,0.043436569489412324,0.042357787949770964,-0.04440581375792663,0.13898306405336328,Setup-dependent,30,2000,30,30,13,19.0,25,11.0,True,c5b4e372457149b7d70f887a81d49815786fb3e2b5c8afcb19056acce3d110d3
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,571,30,943680914,added_model_vs_strongest_benchmark,Lagged_Flow,M3_Macro_Oil_RegQuality,2000,0.11091807068513582,0.1094940531565341,0.11449240902730755,0.012731072878573458,0.24765675339068338,-0.0014240175286017176,0.0014240175286017176,0.9875,0.9855,0.983,0.978,0.7513829610029368,0.7575204083386196,0.46606936739455246,1.0669745108916289,Supported and practically material,30,2000,30,30,13,19.0,25,11.0,True,c5b4e372457149b7d70f887a81d49815786fb3e2b5c8afcb19056acce3d110d3
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2012__test_from_2013,Ridge,258,29,1629545419,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.0034591757227601105,-0.003438280662069082,-0.003462094117026257,-0.0056868347346771785,-0.0013176525084225448,2.0895060691028533e-05,2.0895060691028533e-05,0.0,0.0,0.0,0.0,0.017784636887100636,0.017068715512896793,-0.0036969431977872387,0.04015478407215857,Unsupported,29,2000,29,29,14,19.0,24,10.0,True,e6ab96371bd868d0e0584578324f32a0b15386598877e68359ca845a38cca8cf
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2012__test_from_2013,Ridge,258,29,1629545419,added_model_vs_strongest_benchmark,Lagged_Flow,M3_Macro_Oil_RegQuality,2000,0.05126027263824362,0.05999266856797736,0.06647299630924067,-0.10655536237524614,0.25852866038649325,0.008732395929733738,0.008732395929733738,0.751,0.743,0.7335,0.716,0.554702291823717,0.5206706852216292,-0.011427127316669118,1.3153405818930557,Setup-dependent,29,2000,29,29,14,19.0,24,10.0,True,e6ab96371bd868d0e0584578324f32a0b15386598877e68359ca845a38cca8cf
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,258,29,1629545419,signal_increment,M2_Macro_Oil,M3_Macro_Oil_RegQuality,2000,-0.002916590887727888,-0.002896029172350656,-0.002911335092641869,-0.004882767685465109,-0.0010236015429188699,2.056171537723195e-05,2.056171537723195e-05,0.0005,0.0,0.0,0.0,0.015528611888002697,0.014992689911207613,-0.0031897085008749074,0.03501380968743867,Unsupported,29,2000,29,29,14,19.0,24,10.0,True,e6ab96371bd868d0e0584578324f32a0b15386598877e68359ca845a38cca8cf
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct,Regulatory_Quality_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge15pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,258,29,1629545419,added_model_vs_strongest_benchmark,Lagged_Flow,M3_Macro_Oil_RegQuality,2000,0.05157187196067525,0.06039947471951762,0.06685380258681405,-0.10644238760858626,0.25957299476018675,0.008827602758842368,0.008827602758842368,0.7515,0.743,0.735,0.716,0.5518465061706967,0.5187692869735829,-0.01368479783926221,1.3119488593855684,Setup-dependent,29,2000,29,29,14,19.0,24,10.0,True,e6ab96371bd868d0e0584578324f32a0b15386598877e68359ca845a38cca8cf
