sample_id,signal,target_role,universe,validation,split_id,algorithm,comparison_type,countries_N,replicates,draws_min,draws_max,distinct_countries_min,distinct_countries_median,distinct_countries_max,duplicate_draws_median,all_replicates_exact_N_draws,draw_count_matrix_sha256
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Regulatory_Quality_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,signal_increment,45,2000,45,45,22,29.0,36,16.0,True,126c61f60b67fb788fb6ef454399832b8d9e3ca533073ed547d918d8a6e90bac
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Regulatory_Quality_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,added_model_vs_strongest_benchmark,45,2000,45,45,22,29.0,36,16.0,True,126c61f60b67fb788fb6ef454399832b8d9e3ca533073ed547d918d8a6e90bac
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Regulatory_Quality_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,signal_increment,45,2000,45,45,22,29.0,36,16.0,True,126c61f60b67fb788fb6ef454399832b8d9e3ca533073ed547d918d8a6e90bac
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Regulatory_Quality_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,added_model_vs_strongest_benchmark,45,2000,45,45,22,29.0,36,16.0,True,126c61f60b67fb788fb6ef454399832b8d9e3ca533073ed547d918d8a6e90bac
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Regulatory_Quality_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,signal_increment,45,2000,45,45,22,29.0,36,16.0,True,126c61f60b67fb788fb6ef454399832b8d9e3ca533073ed547d918d8a6e90bac
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Regulatory_Quality_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,added_model_vs_strongest_benchmark,45,2000,45,45,22,29.0,36,16.0,True,126c61f60b67fb788fb6ef454399832b8d9e3ca533073ed547d918d8a6e90bac
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Regulatory_Quality_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Future_Period,train_to_2012__test_from_2013,Ridge,signal_increment,44,2000,44,44,22,28.0,35,16.0,True,84107ea5dfe638a8c1a69f0286b599b03b64cbd14b1acf97dbdf6854e2d55187
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Regulatory_Quality_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Future_Period,train_to_2012__test_from_2013,Ridge,added_model_vs_strongest_benchmark,44,2000,44,44,22,28.0,35,16.0,True,84107ea5dfe638a8c1a69f0286b599b03b64cbd14b1acf97dbdf6854e2d55187
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Regulatory_Quality_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,signal_increment,44,2000,44,44,22,28.0,35,16.0,True,84107ea5dfe638a8c1a69f0286b599b03b64cbd14b1acf97dbdf6854e2d55187
M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge5pct,Regulatory_Quality_lag1,primary,Oil_Rent_Intensive_Pre2016_ge5pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,added_model_vs_strongest_benchmark,44,2000,44,44,22,28.0,35,16.0,True,84107ea5dfe638a8c1a69f0286b599b03b64cbd14b1acf97dbdf6854e2d55187
