sample_id,signal,target_role,target,universe,validation,split_id,algorithm,test_rows,test_countries,bootstrap_seed,comparison_type,left_predictor,right_predictor,bootstrap_replicates,point_delta_r2,bootstrap_median_delta_r2,bootstrap_mean_delta_r2,bootstrap_ci_low_delta_r2,bootstrap_ci_high_delta_r2,bootstrap_median_minus_point_delta_r2,bootstrap_abs_median_minus_point_delta_r2,p_delta_r2_gt_0,p_delta_r2_gt_0p0025,p_delta_r2_gt_0p005,p_delta_r2_gt_0p01,point_delta_mae,bootstrap_median_delta_mae,bootstrap_ci_low_delta_mae,bootstrap_ci_high_delta_mae,five_way_unit_verdict,countries_N,replicates,draws_min,draws_max,distinct_countries_min,distinct_countries_median,distinct_countries_max,duplicate_draws_median,all_replicates_exact_N_draws,draw_count_matrix_sha256
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,1690,69,1610361714,signal_increment,M1_Macro,M2_Macro_Oil,2000,0.012411615206463167,0.012071325422274015,0.012138314071085133,-0.0007939983562784786,0.02474330176991877,-0.0003402897841891517,0.0003402897841891517,0.9665,0.9295,0.862,0.6255,-0.022066725099989304,-0.02298972527343779,-0.07816664038021928,0.0405890316317363,Directionally positive but marginal,69,2000,69,69,35,44.0,52,25.0,True,7f62a6a2afb17f9eedc433b898cceb2c0c62c6d9247a60d77a3cc72fa2898cf6
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,Ridge,1690,69,1610361714,added_model_vs_strongest_benchmark,Lagged_Flow,M2_Macro_Oil,2000,0.2091883496550232,0.21352717835244794,0.21431889056927747,0.09564582171403374,0.3375989827628982,0.004338828697424746,0.004338828697424746,1.0,1.0,1.0,1.0,0.23969429803978914,0.23613741179579517,0.06994648656748267,0.4123307755105014,Supported and practically material,69,2000,69,69,35,44.0,52,25.0,True,7f62a6a2afb17f9eedc433b898cceb2c0c62c6d9247a60d77a3cc72fa2898cf6
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,1690,69,1610361714,signal_increment,M1_Macro,M2_Macro_Oil,2000,0.01239768636021088,0.01208472901718638,0.012124724793598734,-0.0007770730135373416,0.024710225707091703,-0.0003129573430245003,0.0003129573430245003,0.967,0.9315,0.863,0.626,-0.02177970008844632,-0.022618168597689725,-0.07736199966603469,0.040274514898195675,Directionally positive but marginal,69,2000,69,69,35,44.0,52,25.0,True,7f62a6a2afb17f9eedc433b898cceb2c0c62c6d9247a60d77a3cc72fa2898cf6
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,ElasticNet,1690,69,1610361714,added_model_vs_strongest_benchmark,Lagged_Flow,M2_Macro_Oil,2000,0.20937394320938663,0.21363921348924148,0.21453690589834903,0.09504634602298913,0.3383273374596103,0.004265270279854849,0.004265270279854849,1.0,1.0,1.0,1.0,0.24115761730734153,0.2378252393250686,0.07244138436589116,0.41453389033704136,Supported and practically material,69,2000,69,69,35,44.0,52,25.0,True,7f62a6a2afb17f9eedc433b898cceb2c0c62c6d9247a60d77a3cc72fa2898cf6
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,1690,69,1610361714,signal_increment,M1_Macro,M2_Macro_Oil,2000,0.034808862682870756,0.03455117023608817,0.03487593912601146,-8.569578906031142e-05,0.07279675372079646,-0.00025769244678258696,0.00025769244678258696,0.9745,0.9645,0.951,0.9145,-0.03515699755429269,-0.0360641176811658,-0.11074786492388043,0.04488668526283236,Directionally positive but marginal,69,2000,69,69,35,44.0,52,25.0,True,7f62a6a2afb17f9eedc433b898cceb2c0c62c6d9247a60d77a3cc72fa2898cf6
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Country_Holdout_CV,OOF_ALL_FOLDS,RandomForest,1690,69,1610361714,added_model_vs_strongest_benchmark,Lagged_Flow,M2_Macro_Oil,2000,0.21153696383079612,0.2127167228591046,0.2148489593482771,0.08274827185595397,0.35812855343189703,0.0011797590283084691,0.0011797590283084691,0.9995,0.999,0.999,0.999,0.33560248217857325,0.3336384056280931,0.17062824271091695,0.5067486447058567,Supported and practically material,69,2000,69,69,35,44.0,52,25.0,True,7f62a6a2afb17f9eedc433b898cceb2c0c62c6d9247a60d77a3cc72fa2898cf6
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,Ridge,628,68,55876105,signal_increment,M1_Macro,M2_Macro_Oil,2000,0.010311690788763817,0.009821551908019255,0.010156279625957105,0.0014856998055034806,0.020412329124027368,-0.0004901388807445617,0.0004901388807445617,0.993,0.949,0.846,0.4905,-0.08179483211691219,-0.08216792151101204,-0.11298649208373815,-0.05273991453857465,Supported and practically material,68,2000,68,68,34,43.0,52,25.0,True,6fc3c58464a876b2534f10066073dd6287c8e327130dfbd238ddc0882dbb0f3b
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,Ridge,628,68,55876105,added_model_vs_strongest_benchmark,Lagged_Flow,M2_Macro_Oil,2000,0.21044630863364533,0.2187016403107016,0.22447481620188256,0.030541367646594493,0.44729222296425547,0.008255331677056277,0.008255331677056277,0.988,0.987,0.987,0.987,0.12235815835251929,0.10205678252204398,-0.19711352220992295,0.5004865917532832,Supported and practically material,68,2000,68,68,34,43.0,52,25.0,True,6fc3c58464a876b2534f10066073dd6287c8e327130dfbd238ddc0882dbb0f3b
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,628,68,55876105,signal_increment,M1_Macro,M2_Macro_Oil,2000,0.010259885524951606,0.009756183496814896,0.010102546698035961,0.0015407044417018797,0.020214408595317614,-0.0005037020281367099,0.0005037020281367099,0.9935,0.95,0.846,0.487,-0.08107484235976248,-0.08147269723669814,-0.11190408993452096,-0.05247094865933279,Supported and practically material,68,2000,68,68,34,43.0,52,25.0,True,6fc3c58464a876b2534f10066073dd6287c8e327130dfbd238ddc0882dbb0f3b
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,ElasticNet,628,68,55876105,added_model_vs_strongest_benchmark,Lagged_Flow,M2_Macro_Oil,2000,0.2101426327027981,0.21844652203889947,0.2242308408812287,0.029445485947650594,0.44787108815054594,0.008303889336101378,0.008303889336101378,0.988,0.987,0.987,0.9865,0.12586149591667128,0.10574222759164131,-0.19550741380757075,0.5056543342920394,Supported and practically material,68,2000,68,68,34,43.0,52,25.0,True,6fc3c58464a876b2534f10066073dd6287c8e327130dfbd238ddc0882dbb0f3b
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,RandomForest,628,68,55876105,signal_increment,M1_Macro,M2_Macro_Oil,2000,-0.006267551247550407,-0.006333993969832641,-0.005912238000112588,-0.02664580494583015,0.01793444267527579,-6.644272228223391e-05,6.644272228223391e-05,0.2815,0.2205,0.167,0.0855,-0.0008383263925724194,-0.0019409030557280271,-0.06319285544626889,0.06401347478832554,Setup-dependent,68,2000,68,68,34,43.0,52,25.0,True,6fc3c58464a876b2534f10066073dd6287c8e327130dfbd238ddc0882dbb0f3b
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2012__test_from_2013,RandomForest,628,68,55876105,added_model_vs_strongest_benchmark,Lagged_Flow,M2_Macro_Oil,2000,0.20980813514722085,0.2210413243287549,0.22523318154573732,-0.018886366754252284,0.5073840305908357,0.011233189181534042,0.011233189181534042,0.9615,0.9585,0.957,0.951,0.15311819869177912,0.13482517226875257,-0.244781973386422,0.6061632660240452,Directionally positive but marginal,68,2000,68,68,34,43.0,52,25.0,True,6fc3c58464a876b2534f10066073dd6287c8e327130dfbd238ddc0882dbb0f3b
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2014__test_from_2015,Ridge,497,68,220286836,signal_increment,M1_Macro,M2_Macro_Oil,2000,0.010814658705161517,0.010510184459267602,0.010765882808036671,0.0008977077194522871,0.021382304526355176,-0.00030447424589391536,0.00030447424589391536,0.9815,0.939,0.863,0.542,-0.10358192726881787,-0.10367587125312716,-0.1376766463832584,-0.06931388666667024,Supported and practically material,68,2000,68,68,34,43.0,52,25.0,True,bbc91718ca241b29b3fb1e2505e8f75352389d55be267e56b20cd745e2f4f00f
M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct,Oil_Rents_GDP_Pct_lag1,primary,Inward_FDI_Net_Flow_asinh,Oil_Rent_Intensive_Pre2016_ge1pct,Future_Period,train_to_2014__test_from_2015,Ridge,497,68,220286836,added_model_vs_strongest_benchmark,Lagged_Flow,M2_Macro_Oil,2000,0.1771924785509812,0.17981392001059582,0.18811343346761458,-0.004255657229070942,0.43602101470163823,0.0026214414596146263,0.0026214414596146263,0.9705,0.97,0.967,0.961,0.17216218964984975,0.16578726988594195,-0.17488633240265355,0.5980297825310474,Directionally positive but marginal,68,2000,68,68,34,43.0,52,25.0,True,bbc91718ca241b29b3fb1e2505e8f75352389d55be267e56b20cd745e2f4f00f
